S
I=9,J=9
0.499500,0.499000,1.309294
1.498500,0.499000,1.218259
2.497500,0.499000,1.152289
3.496500,0.499000,1.116225
4.495500,0.499000,1.102411
5.494500,0.499000,1.095959
6.493500,0.499000,1.092327
7.492500,0.499000,1.097931
8.491500,0.499000,1.119637
0.499500,1.497000,1.177529
1.498500,1.497000,1.067585
2.497500,1.497000,0.988005
3.496500,1.497000,0.957516
4.495500,1.497000,0.963570
5.494500,1.497000,0.963008
6.493500,1.497000,0.951369
7.492500,1.497000,0.949370
8.491500,1.497000,0.968641
0.499500,2.495000,1.058813
1.498500,2.495000,0.918186
2.497500,2.495000,0.802527
3.496500,2.495000,0.771344
4.495500,2.495000,0.834870
5.494500,2.495000,0.836971
6.493500,2.495000,0.805254
7.492500,2.495000,0.794109
8.491500,2.495000,0.812923
0.499500,3.493000,0.968677
1.498500,3.493000,0.791948
2.497500,3.493000,0.600699
3.496500,3.493000,0.480257
4.495500,3.493000,0.688852
5.494500,3.493000,0.674269
6.493500,3.493000,0.635580
7.492500,3.493000,0.626241
8.491500,3.493000,0.650816
0.499500,4.491000,0.923057
1.498500,4.491000,0.733175
2.497500,4.491000,0.499305
3.496500,4.491000,0.232625
4.495500,4.491000,0.307817
5.494500,4.491000,0.426853
6.493500,4.491000,0.445207
7.492500,4.491000,0.449038
8.491500,4.491000,0.484622
0.499500,5.489000,0.904052
1.498500,5.489000,0.738166
2.497500,5.489000,0.581287
3.496500,5.489000,0.333649
4.495500,5.489000,0.209857
5.494500,5.489000,0.263610
6.493500,5.489000,0.281111
7.492500,5.489000,0.273472
8.491500,5.489000,0.320635
0.499500,6.487000,0.829749
1.498500,6.487000,0.704681
2.497500,6.487000,0.603631
3.496500,6.487000,0.292919
4.495500,6.487000,0.111568
5.494500,6.487000,0.143050
6.493500,6.487000,0.124192
7.492500,6.487000,0.102279
8.491500,6.487000,0.170461
0.499500,7.485000,0.754582
1.498500,7.485000,0.653132
2.497500,7.485000,0.419986
3.496500,7.485000,0.074359
4.495500,7.485000,0.004982
5.494500,7.485000,0.147450
6.493500,7.485000,-0.002472
7.492500,7.485000,-0.026813
8.491500,7.485000,0.069385
0.499500,8.483001,0.768815
1.498500,8.483001,0.779862
2.497500,8.483001,0.780557
3.496500,8.483001,0.988851
4.495500,8.483001,0.372170
5.494500,8.483001,0.743093
6.493500,8.483001,0.054709
7.492500,8.483001,0.045397
8.491500,8.483001,0.158538
