S3D
I=20,J=23,K=10
0.0, 0.0, 0.0, 0.00474374
0.0, 12.0, 0.0, 0.00437796
0.0, 24.0, 0.0, 0.00548676
0.0, 36.0, 0.0, 0.01448395
0.0, 48.0, 0.0, 0.01462570
0.0, 60.0, 0.0, 0.01571931
0.0, 72.0, 0.0, 0.01586821
0.0, 84.0, 0.0, 0.01575444
0.0, 96.0, 0.0, 0.01518297
0.0, 108.0, 0.0, 0.01560503
0.0, 120.0, 0.0, 0.01571238
0.0, 132.0, 0.0, 0.01540922
0.0, 144.0, 0.0, 0.01632733
0.0, 156.0, 0.0, 0.01590221
0.0, 168.0, 0.0, 0.01505409
0.0, 180.0, 0.0, 0.01559628
0.0, 192.0, 0.0, 0.01489055
0.0, 204.0, 0.0, 0.01207869
0.0, 216.0, 0.0, 0.01446080
0.0, 228.0, 0.0, 0.01562391
0.0, 240.0, 0.0, 0.01560289
0.0, 252.0, 0.0, 0.01514756
0.0, 264.0, 0.0, 0.01600780
12.0, 0.0, 0.0, 0.00450593
12.0, 12.0, 0.0, 0.00436026
12.0, 24.0, 0.0, 0.01104608
12.0, 36.0, 0.0, 0.01391318
12.0, 48.0, 0.0, 0.01576015
12.0, 60.0, 0.0, 0.01551524
12.0, 72.0, 0.0, 0.01545202
12.0, 84.0, 0.0, 0.01501785
12.0, 96.0, 0.0, 0.01481756
12.0, 108.0, 0.0, 0.01519544
12.0, 120.0, 0.0, 0.01512596
12.0, 132.0, 0.0, 0.01553867
12.0, 144.0, 0.0, 0.01343361
12.0, 156.0, 0.0, 0.01415930
12.0, 168.0, 0.0, 0.01525656
12.0, 180.0, 0.0, 0.01568471
12.0, 192.0, 0.0, 0.01579786
12.0, 204.0, 0.0, 0.01539112
12.0, 216.0, 0.0, 0.01473104
12.0, 228.0, 0.0, 0.01484928
12.0, 240.0, 0.0, 0.01378245
12.0, 252.0, 0.0, 0.01375262
12.0, 264.0, 0.0, 0.01438422
24.0, 0.0, 0.0, 0.00370303
24.0, 12.0, 0.0, 0.00387962
24.0, 24.0, 0.0, 0.00949029
24.0, 36.0, 0.0, 0.01227321
24.0, 48.0, 0.0, 0.01511294
24.0, 60.0, 0.0, 0.01533934
24.0, 72.0, 0.0, 0.01536622
24.0, 84.0, 0.0, 0.01452428
24.0, 96.0, 0.0, 0.01442383
24.0, 108.0, 0.0, 0.01487304
24.0, 120.0, 0.0, 0.01427622
24.0, 132.0, 0.0, 0.01422786
24.0, 144.0, 0.0, 0.01255027
24.0, 156.0, 0.0, 0.01237395
24.0, 168.0, 0.0, 0.01371492
24.0, 180.0, 0.0, 0.01439363
24.0, 192.0, 0.0, 0.01481393
24.0, 204.0, 0.0, 0.01376658
24.0, 216.0, 0.0, 0.01329052
24.0, 228.0, 0.0, 0.01392367
24.0, 240.0, 0.0, 0.01368994
24.0, 252.0, 0.0, 0.01283829
24.0, 264.0, 0.0, 0.01260512
36.0, 0.0, 0.0, 0.00314055
36.0, 12.0, 0.0, 0.00330338
36.0, 24.0, 0.0, 0.00361721
36.0, 36.0, 0.0, 0.01433767
36.0, 48.0, 0.0, 0.01494790
36.0, 60.0, 0.0, 0.01461980
36.0, 72.0, 0.0, 0.01430006
36.0, 84.0, 0.0, 0.01402260
36.0, 96.0, 0.0, 0.01365918
36.0, 108.0, 0.0, 0.01367547
36.0, 120.0, 0.0, 0.01311728
36.0, 132.0, 0.0, 0.01347671
36.0, 144.0, 0.0, 0.01282555
36.0, 156.0, 0.0, 0.01252282
36.0, 168.0, 0.0, 0.01246625
36.0, 180.0, 0.0, 0.01163459
36.0, 192.0, 0.0, 0.01149533
36.0, 204.0, 0.0, 0.01309314
36.0, 216.0, 0.0, 0.01317674
36.0, 228.0, 0.0, 0.01322342
36.0, 240.0, 0.0, 0.01351092
36.0, 252.0, 0.0, 0.01259855
36.0, 264.0, 0.0, 0.01216868
48.0, 0.0, 0.0, 0.00292321
48.0, 12.0, 0.0, 0.00892353
48.0, 24.0, 0.0, 0.01110368
48.0, 36.0, 0.0, 0.01245687
48.0, 48.0, 0.0, 0.01312229
48.0, 60.0, 0.0, 0.01346268
48.0, 72.0, 0.0, 0.01331458
48.0, 84.0, 0.0, 0.01267173
48.0, 96.0, 0.0, 0.01226997
48.0, 108.0, 0.0, 0.01242773
48.0, 120.0, 0.0, 0.01196596
48.0, 132.0, 0.0, 0.01263080
48.0, 144.0, 0.0, 0.01104708
48.0, 156.0, 0.0, 0.01157565
48.0, 168.0, 0.0, 0.01101799
48.0, 180.0, 0.0, 0.00946334
48.0, 192.0, 0.0, 0.00843829
48.0, 204.0, 0.0, 0.01197107
48.0, 216.0, 0.0, 0.01129612
48.0, 228.0, 0.0, 0.01228817
48.0, 240.0, 0.0, 0.01419414
48.0, 252.0, 0.0, 0.01270809
48.0, 264.0, 0.0, 0.01194260
60.0, 0.0, 0.0, 0.00281140
60.0, 12.0, 0.0, 0.00864524
60.0, 24.0, 0.0, 0.01063397
60.0, 36.0, 0.0, 0.01219549
60.0, 48.0, 0.0, 0.01231709
60.0, 60.0, 0.0, 0.01238998
60.0, 72.0, 0.0, 0.01094397
60.0, 84.0, 0.0, 0.01079901
60.0, 96.0, 0.0, 0.00989032
60.0, 108.0, 0.0, 0.00988023
60.0, 120.0, 0.0, 0.00938129
60.0, 132.0, 0.0, 0.00880566
60.0, 144.0, 0.0, 0.00842412
60.0, 156.0, 0.0, 0.00864234
60.0, 168.0, 0.0, 0.00832385
60.0, 180.0, 0.0, 0.00885999
60.0, 192.0, 0.0, 0.01158914
60.0, 204.0, 0.0, 0.01257820
60.0, 216.0, 0.0, 0.01253466
60.0, 228.0, 0.0, 0.01249155
60.0, 240.0, 0.0, 0.01240948
60.0, 252.0, 0.0, 0.01287134
60.0, 264.0, 0.0, 0.01215651
72.0, 0.0, 0.0, 0.00268177
72.0, 12.0, 0.0, 0.00841630
72.0, 24.0, 0.0, 0.00948820
72.0, 36.0, 0.0, 0.00800654
72.0, 48.0, 0.0, 0.00725954
72.0, 60.0, 0.0, 0.00724291
72.0, 72.0, 0.0, 0.00576993
72.0, 84.0, 0.0, 0.00567227
72.0, 96.0, 0.0, 0.00544914
72.0, 108.0, 0.0, 0.00531953
72.0, 120.0, 0.0, 0.00598099
72.0, 132.0, 0.0, 0.00527555
72.0, 144.0, 0.0, 0.00537961
72.0, 156.0, 0.0, 0.00432638
72.0, 168.0, 0.0, 0.00575957
72.0, 180.0, 0.0, 0.00479206
72.0, 192.0, 0.0, 0.00748229
72.0, 204.0, 0.0, 0.00838616
72.0, 216.0, 0.0, 0.00977934
72.0, 228.0, 0.0, 0.01043234
72.0, 240.0, 0.0, 0.01098230
72.0, 252.0, 0.0, 0.01206632
72.0, 264.0, 0.0, 0.01248080
84.0, 0.0, 0.0, 0.00289162
84.0, 12.0, 0.0, 0.00690205
84.0, 24.0, 0.0, 0.00633636
84.0, 36.0, 0.0, 0.00615634
84.0, 48.0, 0.0, 0.00521295
84.0, 60.0, 0.0, 0.00552869
84.0, 72.0, 0.0, 0.00509418
84.0, 84.0, 0.0, 0.00504766
84.0, 96.0, 0.0, 0.00427590
84.0, 108.0, 0.0, 0.00433765
84.0, 120.0, 0.0, 0.00388651
84.0, 132.0, 0.0, 0.00386861
84.0, 144.0, 0.0, 0.00413656
84.0, 156.0, 0.0, 0.00354027
84.0, 168.0, 0.0, 0.00428500
84.0, 180.0, 0.0, 0.00396695
84.0, 192.0, 0.0, 0.00552772
84.0, 204.0, 0.0, 0.00585646
84.0, 216.0, 0.0, 0.00690028
84.0, 228.0, 0.0, 0.00845438
84.0, 240.0, 0.0, 0.00952587
84.0, 252.0, 0.0, 0.01033548
84.0, 264.0, 0.0, 0.01186214
96.0, 0.0, 0.0, 0.00361563
96.0, 12.0, 0.0, 0.00443178
96.0, 24.0, 0.0, 0.00453930
96.0, 36.0, 0.0, 0.00483701
96.0, 48.0, 0.0, 0.00499044
96.0, 60.0, 0.0, 0.00526308
96.0, 72.0, 0.0, 0.00497840
96.0, 84.0, 0.0, 0.00469211
96.0, 96.0, 0.0, 0.00418908
96.0, 108.0, 0.0, 0.00375623
96.0, 120.0, 0.0, 0.00326983
96.0, 132.0, 0.0, 0.00345910
96.0, 144.0, 0.0, 0.00321829
96.0, 156.0, 0.0, 0.00324970
96.0, 168.0, 0.0, 0.00356683
96.0, 180.0, 0.0, 0.00416112
96.0, 192.0, 0.0, 0.00536758
96.0, 204.0, 0.0, 0.00622234
96.0, 216.0, 0.0, 0.00647159
96.0, 228.0, 0.0, 0.00738148
96.0, 240.0, 0.0, 0.00841532
96.0, 252.0, 0.0, 0.00897335
96.0, 264.0, 0.0, 0.01015670
108.0, 0.0, 0.0, 0.00391659
108.0, 12.0, 0.0, 0.00356397
108.0, 24.0, 0.0, 0.00349419
108.0, 36.0, 0.0, 0.00385980
108.0, 48.0, 0.0, 0.00438337
108.0, 60.0, 0.0, 0.00429256
108.0, 72.0, 0.0, 0.00392588
108.0, 84.0, 0.0, 0.00301056
108.0, 96.0, 0.0, 0.00251625
108.0, 108.0, 0.0, 0.00264574
108.0, 120.0, 0.0, 0.00278558
108.0, 132.0, 0.0, 0.00287104
108.0, 144.0, 0.0, 0.00280485
108.0, 156.0, 0.0, 0.00288100
108.0, 168.0, 0.0, 0.00312459
108.0, 180.0, 0.0, 0.00302513
108.0, 192.0, 0.0, 0.00379884
108.0, 204.0, 0.0, 0.00437716
108.0, 216.0, 0.0, 0.00465958
108.0, 228.0, 0.0, 0.00496243
108.0, 240.0, 0.0, 0.00622676
108.0, 252.0, 0.0, 0.00757573
108.0, 264.0, 0.0, 0.00896353
120.0, 0.0, 0.0, 0.00376458
120.0, 12.0, 0.0, 0.00342981
120.0, 24.0, 0.0, 0.00278023
120.0, 36.0, 0.0, 0.00247792
120.0, 48.0, 0.0, 0.00267155
120.0, 60.0, 0.0, 0.00281023
120.0, 72.0, 0.0, 0.00284981
120.0, 84.0, 0.0, 0.00275296
120.0, 96.0, 0.0, 0.00263721
120.0, 108.0, 0.0, 0.00268006
120.0, 120.0, 0.0, 0.00256616
120.0, 132.0, 0.0, 0.00245468
120.0, 144.0, 0.0, 0.00251358
120.0, 156.0, 0.0, 0.00286381
120.0, 168.0, 0.0, 0.00277900
120.0, 180.0, 0.0, 0.00321809
120.0, 192.0, 0.0, 0.00303078
120.0, 204.0, 0.0, 0.00328334
120.0, 216.0, 0.0, 0.00281450
120.0, 228.0, 0.0, 0.00479978
120.0, 240.0, 0.0, 0.00514458
120.0, 252.0, 0.0, 0.00549085
120.0, 264.0, 0.0, 0.00612839
132.0, 0.0, 0.0, 0.00357921
132.0, 12.0, 0.0, 0.00408544
132.0, 24.0, 0.0, 0.00355577
132.0, 36.0, 0.0, 0.00323086
132.0, 48.0, 0.0, 0.00293619
132.0, 60.0, 0.0, 0.00306933
132.0, 72.0, 0.0, 0.00309819
132.0, 84.0, 0.0, 0.00224249
132.0, 96.0, 0.0, 0.00212753
132.0, 108.0, 0.0, 0.00232863
132.0, 120.0, 0.0, 0.00269115
132.0, 132.0, 0.0, 0.00252807
132.0, 144.0, 0.0, 0.00250954
132.0, 156.0, 0.0, 0.00279179
132.0, 168.0, 0.0, 0.00319089
132.0, 180.0, 0.0, 0.00280750
132.0, 192.0, 0.0, 0.00291986
132.0, 204.0, 0.0, 0.00265490
132.0, 216.0, 0.0, 0.00335342
132.0, 228.0, 0.0, 0.00315786
132.0, 240.0, 0.0, 0.00354010
132.0, 252.0, 0.0, 0.00411683
132.0, 264.0, 0.0, 0.00451310
144.0, 0.0, 0.0, 0.00285414
144.0, 12.0, 0.0, 0.00382894
144.0, 24.0, 0.0, 0.00332238
144.0, 36.0, 0.0, 0.00305088
144.0, 48.0, 0.0, 0.00324014
144.0, 60.0, 0.0, 0.00295852
144.0, 72.0, 0.0, 0.00247353
144.0, 84.0, 0.0, 0.00230720
144.0, 96.0, 0.0, 0.00215188
144.0, 108.0, 0.0, 0.00210362
144.0, 120.0, 0.0, 0.00238073
144.0, 132.0, 0.0, 0.00256165
144.0, 144.0, 0.0, 0.00274279
144.0, 156.0, 0.0, 0.00295281
144.0, 168.0, 0.0, 0.00308149
144.0, 180.0, 0.0, 0.00309851
144.0, 192.0, 0.0, 0.00247578
144.0, 204.0, 0.0, 0.00265881
144.0, 216.0, 0.0, 0.00227918
144.0, 228.0, 0.0, 0.00235908
144.0, 240.0, 0.0, 0.00287618
144.0, 252.0, 0.0, 0.00341826
144.0, 264.0, 0.0, 0.00405460
156.0, 0.0, 0.0, 0.00207056
156.0, 12.0, 0.0, 0.00355000
156.0, 24.0, 0.0, 0.00347804
156.0, 36.0, 0.0, 0.00316303
156.0, 48.0, 0.0, 0.00334554
156.0, 60.0, 0.0, 0.00268677
156.0, 72.0, 0.0, 0.00187169
156.0, 84.0, 0.0, 0.00162973
156.0, 96.0, 0.0, 0.00168108
156.0, 108.0, 0.0, 0.00192539
156.0, 120.0, 0.0, 0.00209673
156.0, 132.0, 0.0, 0.00239800
156.0, 144.0, 0.0, 0.00271534
156.0, 156.0, 0.0, 0.00283490
156.0, 168.0, 0.0, 0.00274124
156.0, 180.0, 0.0, 0.00254234
156.0, 192.0, 0.0, 0.00219776
156.0, 204.0, 0.0, 0.00214217
156.0, 216.0, 0.0, 0.00211222
156.0, 228.0, 0.0, 0.00218943
156.0, 240.0, 0.0, 0.00228960
156.0, 252.0, 0.0, 0.00281607
156.0, 264.0, 0.0, 0.00338482
168.0, 0.0, 0.0, 0.00176473
168.0, 12.0, 0.0, 0.00189307
168.0, 24.0, 0.0, 0.00264942
168.0, 36.0, 0.0, 0.00274849
168.0, 48.0, 0.0, 0.00261255
168.0, 60.0, 0.0, 0.00252231
168.0, 72.0, 0.0, 0.00188955
168.0, 84.0, 0.0, 0.00140913
168.0, 96.0, 0.0, 0.00143710
168.0, 108.0, 0.0, 0.00166641
168.0, 120.0, 0.0, 0.00199970
168.0, 132.0, 0.0, 0.00250106
168.0, 144.0, 0.0, 0.00286108
168.0, 156.0, 0.0, 0.00286945
168.0, 168.0, 0.0, 0.00288840
168.0, 180.0, 0.0, 0.00266046
168.0, 192.0, 0.0, 0.00235386
168.0, 204.0, 0.0, 0.00230380
168.0, 216.0, 0.0, 0.00211014
168.0, 228.0, 0.0, 0.00185451
168.0, 240.0, 0.0, 0.00196742
168.0, 252.0, 0.0, 0.00233037
168.0, 264.0, 0.0, 0.00286625
180.0, 0.0, 0.0, 0.00186375
180.0, 12.0, 0.0, 0.00170093
180.0, 24.0, 0.0, 0.00218610
180.0, 36.0, 0.0, 0.00247413
180.0, 48.0, 0.0, 0.00285908
180.0, 60.0, 0.0, 0.00229803
180.0, 72.0, 0.0, 0.00190612
180.0, 84.0, 0.0, 0.00172821
180.0, 96.0, 0.0, 0.00161157
180.0, 108.0, 0.0, 0.00153677
180.0, 120.0, 0.0, 0.00186213
180.0, 132.0, 0.0, 0.00240152
180.0, 144.0, 0.0, 0.00220206
180.0, 156.0, 0.0, 0.00242643
180.0, 168.0, 0.0, 0.00222876
180.0, 180.0, 0.0, 0.00258287
180.0, 192.0, 0.0, 0.00272936
180.0, 204.0, 0.0, 0.00234314
180.0, 216.0, 0.0, 0.00203789
180.0, 228.0, 0.0, 0.00171568
180.0, 240.0, 0.0, 0.00151583
180.0, 252.0, 0.0, 0.00196544
180.0, 264.0, 0.0, 0.00245035
192.0, 0.0, 0.0, 0.00136825
192.0, 12.0, 0.0, 0.00134515
192.0, 24.0, 0.0, 0.00167182
192.0, 36.0, 0.0, 0.00181257
192.0, 48.0, 0.0, 0.00205357
192.0, 60.0, 0.0, 0.00233864
192.0, 72.0, 0.0, 0.00207423
192.0, 84.0, 0.0, 0.00178148
192.0, 96.0, 0.0, 0.00160075
192.0, 108.0, 0.0, 0.00167753
192.0, 120.0, 0.0, 0.00177343
192.0, 132.0, 0.0, 0.00182942
192.0, 144.0, 0.0, 0.00166928
192.0, 156.0, 0.0, 0.00187541
192.0, 168.0, 0.0, 0.00200510
192.0, 180.0, 0.0, 0.00196555
192.0, 192.0, 0.0, 0.00176942
192.0, 204.0, 0.0, 0.00175292
192.0, 216.0, 0.0, 0.00178732
192.0, 228.0, 0.0, 0.00154759
192.0, 240.0, 0.0, 0.00140008
192.0, 252.0, 0.0, 0.00147638
192.0, 264.0, 0.0, 0.00237388
204.0, 0.0, 0.0, 0.00130630
204.0, 12.0, 0.0, 0.00149989
204.0, 24.0, 0.0, 0.00187598
204.0, 36.0, 0.0, 0.00191243
204.0, 48.0, 0.0, 0.00236071
204.0, 60.0, 0.0, 0.00244877
204.0, 72.0, 0.0, 0.00222925
