S
I=22,J=22
0.000000, 0.000000, 4.428233
1.000000, 0.000000, 4.316481
2.000000, 0.000000, 3.475793
3.000000, 0.000000, 2.439951
4.000000, 0.000000, 1.747565
5.000000, 0.000000, 1.401449
6.000000, 0.000000, 1.300758
7.000000, 0.000000, 1.334365
8.000000, 0.000000, 1.498648
9.000000, 0.000000, 1.850736
10.000000, 0.000000, 2.297860
11.000000, 0.000000, 2.815204
12.000000, 0.000000, 3.248288
13.000000, 0.000000, 3.382227
14.000000, 0.000000, 3.317891
15.000000, 0.000000, 3.274795
16.000000, 0.000000, 3.347064
17.000000, 0.000000, 3.502504
18.000000, 0.000000, 3.729510
19.000000, 0.000000, 4.033374
20.000000, 0.000000, 4.453327
21.000000, 0.000000, 5.076596
0.000000, 1.000000, 5.538005
1.000000, 1.000000, 6.191462
2.000000, 1.000000, 5.003451
3.000000, 1.000000, 3.300751
4.000000, 1.000000, 2.385376
5.000000, 1.000000, 1.909465
6.000000, 1.000000, 1.679428
7.000000, 1.000000, 1.564814
8.000000, 1.000000, 1.539893
9.000000, 1.000000, 1.619372
10.000000, 1.000000, 1.783463
11.000000, 1.000000, 1.992689
12.000000, 1.000000, 2.201664
13.000000, 1.000000, 2.370120
14.000000, 1.000000, 2.511646
15.000000, 1.000000, 2.705871
16.000000, 1.000000, 2.950269
17.000000, 1.000000, 3.261748
18.000000, 1.000000, 3.639014
19.000000, 1.000000, 4.060045
20.000000, 1.000000, 4.599878
21.000000, 1.000000, 5.490947
0.000000, 2.000000, 5.769692
1.000000, 2.000000, 6.321495
2.000000, 2.000000, 5.208202
3.000000, 2.000000, 3.696376
4.000000, 2.000000, 2.768692
5.000000, 2.000000, 2.227300
6.000000, 2.000000, 1.886368
7.000000, 2.000000, 1.622904
8.000000, 2.000000, 1.414712
9.000000, 2.000000, 1.287560
10.000000, 2.000000, 1.190846
11.000000, 2.000000, 1.199847
12.000000, 2.000000, 1.299736
13.000000, 2.000000, 1.487782
14.000000, 2.000000, 1.782963
15.000000, 2.000000, 2.113183
16.000000, 2.000000, 2.482484
17.000000, 2.000000, 2.916328
18.000000, 2.000000, 3.414530
19.000000, 2.000000, 3.944994
20.000000, 2.000000, 4.453194
21.000000, 2.000000, 5.042584
0.000000, 3.000000, 5.375946
1.000000, 3.000000, 5.310079
2.000000, 3.000000, 4.650620
3.000000, 3.000000, 3.730043
4.000000, 3.000000, 2.955393
5.000000, 3.000000, 2.415086
6.000000, 3.000000, 2.024849
7.000000, 3.000000, 1.671713
8.000000, 3.000000, 1.339806
9.000000, 3.000000, 1.066557
10.000000, 3.000000, 0.785662
11.000000, 3.000000, 0.591179
12.000000, 3.000000, 0.657830
13.000000, 3.000000, 0.967998
14.000000, 3.000000, 1.364737
15.000000, 3.000000, 1.754060
16.000000, 3.000000, 2.149072
17.000000, 3.000000, 2.595547
18.000000, 3.000000, 3.092690
19.000000, 3.000000, 3.596632
