S3D
I=30,J=34,K=8
0.0, 0.0, 0.0, 0.00342140
0.0, 8.0, 0.0, 0.00349751
0.0, 16.0, 0.0, 0.00447877
0.0, 24.0, 0.0, 0.00513753
0.0, 32.0, 0.0, 0.00562328
0.0, 40.0, 0.0, 0.00545507
0.0, 48.0, 0.0, 0.00519084
0.0, 56.0, 0.0, 0.00643610
0.0, 64.0, 0.0, 0.00746196
0.0, 72.0, 0.0, 0.00784553
0.0, 80.0, 0.0, 0.00736280
0.0, 88.0, 0.0, 0.00670910
0.0, 96.0, 0.0, 0.00704924
0.0, 104.0, 0.0, 0.00809370
0.0, 112.0, 0.0, 0.00825643
0.0, 120.0, 0.0, 0.00837195
0.0, 128.0, 0.0, 0.00838272
0.0, 136.0, 0.0, 0.00870164
0.0, 144.0, 0.0, 0.00917630
0.0, 152.0, 0.0, 0.00984732
0.0, 160.0, 0.0, 0.01023668
0.0, 168.0, 0.0, 0.00980429
0.0, 176.0, 0.0, 0.00933257
0.0, 184.0, 0.0, 0.00963250
0.0, 192.0, 0.0, 0.00928131
0.0, 200.0, 0.0, 0.00815920
0.0, 208.0, 0.0, 0.00740682
0.0, 216.0, 0.0, 0.00820343
0.0, 224.0, 0.0, 0.01048212
0.0, 232.0, 0.0, 0.01263944
0.0, 240.0, 0.0, 0.01304289
0.0, 248.0, 0.0, 0.01380258
0.0, 256.0, 0.0, 0.01545223
0.0, 264.0, 0.0, 0.01624649
8.0, 0.0, 0.0, 0.00342761
8.0, 8.0, 0.0, 0.00364512
8.0, 16.0, 0.0, 0.00494184
8.0, 24.0, 0.0, 0.00445791
8.0, 32.0, 0.0, 0.00187506
8.0, 40.0, 0.0, 0.00238954
8.0, 48.0, 0.0, 0.00441128
8.0, 56.0, 0.0, 0.00554573
8.0, 64.0, 0.0, 0.00710946
8.0, 72.0, 0.0, 0.00564012
8.0, 80.0, 0.0, 0.00616628
8.0, 88.0, 0.0, 0.00617057
8.0, 96.0, 0.0, 0.00596228
8.0, 104.0, 0.0, 0.00659896
8.0, 112.0, 0.0, 0.00584450
8.0, 120.0, 0.0, 0.00761139
8.0, 128.0, 0.0, 0.00667220
8.0, 136.0, 0.0, 0.00658444
8.0, 144.0, 0.0, 0.00702842
8.0, 152.0, 0.0, 0.00656805
8.0, 160.0, 0.0, 0.00715207
8.0, 168.0, 0.0, 0.01040047
8.0, 176.0, 0.0, 0.00792986
8.0, 184.0, 0.0, 0.00863079
8.0, 192.0, 0.0, 0.00837064
8.0, 200.0, 0.0, 0.00881046
8.0, 208.0, 0.0, 0.00953991
8.0, 216.0, 0.0, 0.01207239
8.0, 224.0, 0.0, 0.01322630
8.0, 232.0, 0.0, 0.01408993
8.0, 240.0, 0.0, 0.01602961
8.0, 248.0, 0.0, 0.01582221
8.0, 256.0, 0.0, 0.01820214
8.0, 264.0, 0.0, 0.01749606
16.0, 0.0, 0.0, 0.00339728
16.0, 8.0, 0.0, 0.00386521
16.0, 16.0, 0.0, 0.00470184
16.0, 24.0, 0.0, 0.00365159
16.0, 32.0, 0.0, 0.00204945
16.0, 40.0, 0.0, 0.00218142
16.0, 48.0, 0.0, 0.00241608
16.0, 56.0, 0.0, 0.00460101
16.0, 64.0, 0.0, 0.00553006
16.0, 72.0, 0.0, 0.00499082
16.0, 80.0, 0.0, 0.00564072
16.0, 88.0, 0.0, 0.00653824
16.0, 96.0, 0.0, 0.00555537
16.0, 104.0, 0.0, 0.00596686
16.0, 112.0, 0.0, 0.00564989
16.0, 120.0, 0.0, 0.00676447
16.0, 128.0, 0.0, 0.00551541
16.0, 136.0, 0.0, 0.00820933
16.0, 144.0, 0.0, 0.00709904
16.0, 152.0, 0.0, 0.00740078
16.0, 160.0, 0.0, 0.00813003
16.0, 168.0, 0.0, 0.00719433
16.0, 176.0, 0.0, 0.00918233
16.0, 184.0, 0.0, 0.00964124
16.0, 192.0, 0.0, 0.00905394
16.0, 200.0, 0.0, 0.01057112
16.0, 208.0, 0.0, 0.01026809
16.0, 216.0, 0.0, 0.01103587
16.0, 224.0, 0.0, 0.01237784
16.0, 232.0, 0.0, 0.01323060
16.0, 240.0, 0.0, 0.01471520
16.0, 248.0, 0.0, 0.01591264
16.0, 256.0, 0.0, 0.01782564
16.0, 264.0, 0.0, 0.01765229
24.0, 0.0, 0.0, 0.00317114
24.0, 8.0, 0.0, 0.00344388
24.0, 16.0, 0.0, 0.00295428
24.0, 24.0, 0.0, 0.00362521
24.0, 32.0, 0.0, 0.00160281
24.0, 40.0, 0.0, 0.00195357
24.0, 48.0, 0.0, 0.00237432
24.0, 56.0, 0.0, 0.00380393
24.0, 64.0, 0.0, 0.00536211
24.0, 72.0, 0.0, 0.00494900
24.0, 80.0, 0.0, 0.00519942
24.0, 88.0, 0.0, 0.00564767
24.0, 96.0, 0.0, 0.00495047
24.0, 104.0, 0.0, 0.00561450
24.0, 112.0, 0.0, 0.00526381
24.0, 120.0, 0.0, 0.00566752
24.0, 128.0, 0.0, 0.00567486
