S
I=9,J=9
0.000000, 0.000000, 0.733564
1.000000, 0.000000, 0.646016
2.000000, 0.000000, 0.506406
3.000000, 0.000000, 0.467069
4.000000, 0.000000, 0.771923
5.000000, 0.000000, 0.870605
6.000000, 0.000000, 0.797902
7.000000, 0.000000, 0.730094
8.000000, 0.000000, 0.672120
0.000000, 1.000000, 0.877992
1.000000, 1.000000, 0.801183
2.000000, 1.000000, 0.553426
3.000000, 1.000000, 0.431522
4.000000, 1.000000, 0.888378
5.000000, 1.000000, 0.890829
6.000000, 1.000000, 0.785746
7.000000, 1.000000, 0.728252
8.000000, 1.000000, 0.685887
0.000000, 2.000000, 0.994715
1.000000, 2.000000, 1.000000
2.000000, 2.000000, 0.554171
3.000000, 2.000000, 0.000000
4.000000, 2.000000, 0.255458
5.000000, 2.000000, 0.576218
6.000000, 2.000000, 0.641618
7.000000, 2.000000, 0.662697
8.000000, 2.000000, 0.672352
0.000000, 3.000000, 0.989465
1.000000, 3.000000, 0.914711
2.000000, 3.000000, 0.601468
3.000000, 3.000000, 0.271274
4.000000, 3.000000, 0.273486
5.000000, 3.000000, 0.408033
6.000000, 3.000000, 0.489998
7.000000, 3.000000, 0.569129
8.000000, 3.000000, 0.606773
0.000000, 4.000000, 0.939853
1.000000, 4.000000, 0.852081
2.000000, 4.000000, 0.663898
3.000000, 4.000000, 0.564183
4.000000, 4.000000, 0.486657
5.000000, 4.000000, 0.421751
6.000000, 4.000000, 0.446845
7.000000, 4.000000, 0.514637
8.000000, 4.000000, 0.519202
0.000000, 5.000000, 0.905279
1.000000, 5.000000, 0.844749
2.000000, 5.000000, 0.665536
3.000000, 5.000000, 0.321123
4.000000, 5.000000, 0.363374
5.000000, 5.000000, 0.518223
6.000000, 5.000000, 0.593244
7.000000, 5.000000, 0.539092
8.000000, 5.000000, 0.448057
0.000000, 6.000000, 0.858342
1.000000, 6.000000, 0.853254
2.000000, 6.000000, 0.758560
3.000000, 6.000000, 0.668929
4.000000, 6.000000, 0.476485
5.000000, 6.000000, 0.653860
6.000000, 6.000000, 0.866607
7.000000, 6.000000, 0.551145
8.000000, 6.000000, 0.341552
0.000000, 7.000000, 0.743206
1.000000, 7.000000, 0.711699
2.000000, 7.000000, 0.638955
3.000000, 7.000000, 0.488456
4.000000, 7.000000, 0.240909
5.000000, 7.000000, 0.580328
6.000000, 7.000000, 0.815017
7.000000, 7.000000, 0.429206
8.000000, 7.000000, 0.229591
0.000000, 8.000000, 0.601202
1.000000, 8.000000, 0.525995
2.000000, 8.000000, 0.362755
3.000000, 8.000000, 0.060588
4.000000, 8.000000, 0.066692
5.000000, 8.000000, 0.462137
6.000000, 8.000000, 0.793076
7.000000, 8.000000, 0.910387
8.000000, 8.000000, 0.493341
