S
I=11,J=11
0.000000, 0.000000, 4.678178
1.000000, 0.000000, 3.790206
2.000000, 0.000000, 2.095154
3.000000, 0.000000, 1.578128
4.000000, 0.000000, 1.745907
5.000000, 0.000000, 2.462045
6.000000, 0.000000, 3.360751
7.000000, 0.000000, 3.499788
8.000000, 0.000000, 3.421680
9.000000, 0.000000, 3.678456
10.000000, 0.000000, 4.393104
0.000000, 1.000000, 5.892143
1.000000, 1.000000, 5.319752
2.000000, 1.000000, 2.863115
3.000000, 1.000000, 1.933087
4.000000, 1.000000, 1.490243
5.000000, 1.000000, 1.301378
6.000000, 1.000000, 1.473779
7.000000, 1.000000, 2.050782
8.000000, 1.000000, 2.697742
9.000000, 1.000000, 3.393392
10.000000, 1.000000, 4.345736
0.000000, 2.000000, 4.945128
1.000000, 2.000000, 4.199466
2.000000, 2.000000, 2.906528
3.000000, 2.000000, 1.991835
4.000000, 2.000000, 1.260868
5.000000, 2.000000, 0.586271
6.000000, 2.000000, 0.392952
7.000000, 2.000000, 1.345013
8.000000, 2.000000, 2.134321
9.000000, 2.000000, 2.856655
10.000000, 2.000000, 3.600854
0.000000, 3.000000, 4.336675
1.000000, 3.000000, 3.501434
2.000000, 3.000000, 2.679612
3.000000, 3.000000, 2.057425
4.000000, 3.000000, 1.547241
5.000000, 3.000000, 1.215780
6.000000, 3.000000, 1.222158
7.000000, 3.000000, 1.593102
8.000000, 3.000000, 2.044112
9.000000, 3.000000, 2.427900
10.000000, 3.000000, 2.866211
0.000000, 4.000000, 3.836036
1.000000, 4.000000, 2.864571
2.000000, 4.000000, 2.399678
3.000000, 4.000000, 2.139069
4.000000, 4.000000, 2.004721
5.000000, 4.000000, 2.214307
6.000000, 4.000000, 2.363579
7.000000, 4.000000, 2.283418
8.000000, 4.000000, 2.161536
9.000000, 4.000000, 2.053737
10.000000, 4.000000, 2.264729
0.000000, 5.000000, 3.208994
1.000000, 5.000000, 1.975461
2.000000, 5.000000, 1.963854
3.000000, 5.000000, 2.158046
4.000000, 5.000000, 2.520085
5.000000, 5.000000, 3.409758
6.000000, 5.000000, 3.997682
7.000000, 5.000000, 2.980543
8.000000, 5.000000, 2.048941
9.000000, 5.000000, 1.506807
10.000000, 5.000000, 1.550457
0.000000, 6.000000, 1.978516
1.000000, 6.000000, 0.866981
2.000000, 6.000000, 1.330107
3.000000, 6.000000, 1.829308
4.000000, 6.000000, 2.541368
5.000000, 6.000000, 4.002765
6.000000, 6.000000, 5.763949
7.000000, 6.000000, 3.229959
8.000000, 6.000000, 1.786274
9.000000, 6.000000, 0.775196
10.000000, 6.000000, 0.694095
0.000000, 7.000000, 1.216387
1.000000, 7.000000, 0.578663
2.000000, 7.000000, 0.981339
3.000000, 7.000000, 1.388782
4.000000, 7.000000, 2.006498
5.000000, 7.000000, 2.839036
6.000000, 7.000000, 3.257121
7.000000, 7.000000, 2.594948
8.000000, 7.000000, 1.600381
9.000000, 7.000000, 0.639477
10.000000, 7.000000, 0.540609
0.000000, 8.000000, 1.715206
1.000000, 8.000000, 1.015856
2.000000, 8.000000, 0.760325
3.000000, 8.000000, 0.916069
4.000000, 8.000000, 1.344845
5.000000, 8.000000, 1.818896
6.000000, 8.000000, 2.032626
7.000000, 8.000000, 1.949532
8.000000, 8.000000, 1.574489
9.000000, 8.000000, 1.188283
10.000000, 8.000000, 1.140282
0.000000, 9.000000, 2.340869
1.000000, 9.000000, 1.202841
2.000000, 9.000000, 0.281257
3.000000, 9.000000, 0.565819
4.000000, 9.000000, 0.955799
5.000000, 9.000000, 1.127280
6.000000, 9.000000, 1.409293
7.000000, 9.000000, 1.738900
8.000000, 9.000000, 1.882370
9.000000, 9.000000, 1.977891
10.000000, 9.000000, 2.013198
0.000000, 10.000000, 4.286618
1.000000, 10.000000, 2.581879
2.000000, 10.000000, 1.198549
3.000000, 10.000000, 0.969779
4.000000, 10.000000, 0.915555
5.000000, 10.000000, 0.444559
6.000000, 10.000000, 1.015238
7.000000, 10.000000, 1.996397
8.000000, 10.000000, 2.748828
9.000000, 10.000000, 3.054907
10.000000, 10.000000, 3.486420
