S3D
I=24,J=27,K=3
0.0, 0.0, 0.0, 0.00474374
0.0, 10.0, 0.0, 0.00435648
0.0, 20.0, 0.0, 0.00428378
0.0, 30.0, 0.0, 0.01212665
0.0, 40.0, 0.0, 0.01528828
0.0, 50.0, 0.0, 0.01533114
0.0, 60.0, 0.0, 0.01571931
0.0, 70.0, 0.0, 0.01584035
0.0, 80.0, 0.0, 0.01586829
0.0, 90.0, 0.0, 0.01538015
0.0, 100.0, 0.0, 0.01536779
0.0, 110.0, 0.0, 0.01563765
0.0, 120.0, 0.0, 0.01571238
0.0, 130.0, 0.0, 0.01571465
0.0, 140.0, 0.0, 0.01617341
0.0, 150.0, 0.0, 0.01597160
0.0, 160.0, 0.0, 0.01568722
0.0, 170.0, 0.0, 0.01490551
0.0, 180.0, 0.0, 0.01559628
0.0, 190.0, 0.0, 0.01509192
0.0, 200.0, 0.0, 0.01497793
0.0, 210.0, 0.0, 0.01398411
0.0, 220.0, 0.0, 0.01511590
0.0, 230.0, 0.0, 0.01558066
0.0, 240.0, 0.0, 0.01560289
0.0, 250.0, 0.0, 0.01534512
0.0, 260.0, 0.0, 0.01582356
10.0, 0.0, 0.0, 0.00486494
10.0, 10.0, 0.0, 0.00439564
10.0, 20.0, 0.0, 0.00380087
10.0, 30.0, 0.0, 0.01283340
10.0, 40.0, 0.0, 0.01540862
10.0, 50.0, 0.0, 0.01601341
10.0, 60.0, 0.0, 0.01562472
10.0, 70.0, 0.0, 0.01543391
10.0, 80.0, 0.0, 0.01546364
10.0, 90.0, 0.0, 0.01476813
10.0, 100.0, 0.0, 0.01511974
10.0, 110.0, 0.0, 0.01518654
10.0, 120.0, 0.0, 0.01533828
10.0, 130.0, 0.0, 0.01571181
10.0, 140.0, 0.0, 0.01468527
10.0, 150.0, 0.0, 0.01431434
10.0, 160.0, 0.0, 0.01482160
10.0, 170.0, 0.0, 0.01518884
10.0, 180.0, 0.0, 0.01586058
10.0, 190.0, 0.0, 0.01415652
10.0, 200.0, 0.0, 0.01501975
10.0, 210.0, 0.0, 0.01483710
10.0, 220.0, 0.0, 0.01538984
10.0, 230.0, 0.0, 0.01459620
10.0, 240.0, 0.0, 0.01381405
10.0, 250.0, 0.0, 0.01376654
10.0, 260.0, 0.0, 0.01409829
20.0, 0.0, 0.0, 0.00368727
20.0, 10.0, 0.0, 0.00399829
20.0, 20.0, 0.0, 0.00418290
20.0, 30.0, 0.0, 0.01063305
20.0, 40.0, 0.0, 0.01399630
20.0, 50.0, 0.0, 0.01576201
20.0, 60.0, 0.0, 0.01538143
20.0, 70.0, 0.0, 0.01542153
20.0, 80.0, 0.0, 0.01488063
20.0, 90.0, 0.0, 0.01438870
20.0, 100.0, 0.0, 0.01470732
20.0, 110.0, 0.0, 0.01461227
20.0, 120.0, 0.0, 0.01455857
20.0, 130.0, 0.0, 0.01489777
20.0, 140.0, 0.0, 0.01364845
20.0, 150.0, 0.0, 0.01200289
20.0, 160.0, 0.0, 0.01325077
20.0, 170.0, 0.0, 0.01382263
20.0, 180.0, 0.0, 0.01476448
20.0, 190.0, 0.0, 0.01511357
20.0, 200.0, 0.0, 0.01550322
20.0, 210.0, 0.0, 0.01518544
20.0, 220.0, 0.0, 0.01500676
20.0, 230.0, 0.0, 0.01440697
20.0, 240.0, 0.0, 0.01383549
20.0, 250.0, 0.0, 0.01296245
20.0, 260.0, 0.0, 0.01282503
30.0, 0.0, 0.0, 0.00340168
30.0, 10.0, 0.0, 0.00341285
30.0, 20.0, 0.0, 0.00338325
30.0, 30.0, 0.0, 0.00933554
30.0, 40.0, 0.0, 0.01337256
30.0, 50.0, 0.0, 0.01550440
30.0, 60.0, 0.0, 0.01531204
30.0, 70.0, 0.0, 0.01517506
30.0, 80.0, 0.0, 0.01455615
30.0, 90.0, 0.0, 0.01425245
30.0, 100.0, 0.0, 0.01431431
30.0, 110.0, 0.0, 0.01429117
30.0, 120.0, 0.0, 0.01386999
30.0, 130.0, 0.0, 0.01395037
30.0, 140.0, 0.0, 0.01313787
30.0, 150.0, 0.0, 0.01224255
30.0, 160.0, 0.0, 0.01164223
30.0, 170.0, 0.0, 0.01309654
30.0, 180.0, 0.0, 0.01280626
30.0, 190.0, 0.0, 0.01407311
30.0, 200.0, 0.0, 0.01355924
30.0, 210.0, 0.0, 0.01413358
30.0, 220.0, 0.0, 0.01484430
30.0, 230.0, 0.0, 0.01492109
30.0, 240.0, 0.0, 0.01358309
30.0, 250.0, 0.0, 0.01283773
30.0, 260.0, 0.0, 0.01243909
40.0, 0.0, 0.0, 0.00309707
40.0, 10.0, 0.0, 0.00341179
40.0, 20.0, 0.0, 0.00944535
40.0, 30.0, 0.0, 0.01277364
40.0, 40.0, 0.0, 0.01444310
40.0, 50.0, 0.0, 0.01473886
40.0, 60.0, 0.0, 0.01487199
40.0, 70.0, 0.0, 0.01433524
40.0, 80.0, 0.0, 0.01382519
40.0, 90.0, 0.0, 0.01358334
40.0, 100.0, 0.0, 0.01326091
40.0, 110.0, 0.0, 0.01333760
40.0, 120.0, 0.0, 0.01342982
40.0, 130.0, 0.0, 0.01354632
40.0, 140.0, 0.0, 0.01316604
40.0, 150.0, 0.0, 0.01150907
40.0, 160.0, 0.0, 0.01093808
40.0, 170.0, 0.0, 0.01157293
40.0, 180.0, 0.0, 0.01113516
40.0, 190.0, 0.0, 0.00923915
40.0, 200.0, 0.0, 0.01289402
40.0, 210.0, 0.0, 0.01223366
40.0, 220.0, 0.0, 0.01303838
40.0, 230.0, 0.0, 0.01437561
40.0, 240.0, 0.0, 0.01443590
40.0, 250.0, 0.0, 0.01274978
40.0, 260.0, 0.0, 0.01221914
50.0, 0.0, 0.0, 0.00286329
50.0, 10.0, 0.0, 0.00889866
50.0, 20.0, 0.0, 0.00988787
50.0, 30.0, 0.0, 0.01312262
50.0, 40.0, 0.0, 0.01392170
50.0, 50.0, 0.0, 0.01462419
50.0, 60.0, 0.0, 0.01436981
50.0, 70.0, 0.0, 0.01330298
50.0, 80.0, 0.0, 0.01233360
50.0, 90.0, 0.0, 0.01187498
50.0, 100.0, 0.0, 0.01211564
50.0, 110.0, 0.0, 0.01220321
50.0, 120.0, 0.0, 0.01223110
50.0, 130.0, 0.0, 0.01241257
50.0, 140.0, 0.0, 0.01162144
50.0, 150.0, 0.0, 0.01126095
50.0, 160.0, 0.0, 0.01164322
50.0, 170.0, 0.0, 0.01072302
50.0, 180.0, 0.0, 0.00962237
50.0, 190.0, 0.0, 0.00900509
50.0, 200.0, 0.0, 0.01259330
50.0, 210.0, 0.0, 0.01147818
50.0, 220.0, 0.0, 0.01168999
50.0, 230.0, 0.0, 0.01248225
50.0, 240.0, 0.0, 0.01444666
50.0, 250.0, 0.0, 0.01345048
50.0, 260.0, 0.0, 0.01192848
60.0, 0.0, 0.0, 0.00281140
60.0, 10.0, 0.0, 0.00824976
60.0, 20.0, 0.0, 0.00982090
60.0, 30.0, 0.0, 0.01137747
60.0, 40.0, 0.0, 0.01195174
60.0, 50.0, 0.0, 0.01281398
60.0, 60.0, 0.0, 0.01273834
60.0, 70.0, 0.0, 0.01108698
60.0, 80.0, 0.0, 0.01129907
60.0, 90.0, 0.0, 0.01030081
60.0, 100.0, 0.0, 0.00988660
60.0, 110.0, 0.0, 0.00985356
60.0, 120.0, 0.0, 0.00943065
60.0, 130.0, 0.0, 0.00898697
60.0, 140.0, 0.0, 0.00858668
60.0, 150.0, 0.0, 0.00900522
60.0, 160.0, 0.0, 0.00864665
60.0, 170.0, 0.0, 0.00887448
60.0, 180.0, 0.0, 0.00889313
60.0, 190.0, 0.0, 0.01178456
60.0, 200.0, 0.0, 0.01267265
60.0, 210.0, 0.0, 0.01323885
60.0, 220.0, 0.0, 0.01270385
60.0, 230.0, 0.0, 0.01334636
60.0, 240.0, 0.0, 0.01368489
60.0, 250.0, 0.0, 0.01401027
60.0, 260.0, 0.0, 0.01302498
70.0, 0.0, 0.0, 0.00259248
70.0, 10.0, 0.0, 0.00490233
70.0, 20.0, 0.0, 0.00945325
70.0, 30.0, 0.0, 0.00910460
70.0, 40.0, 0.0, 0.00833145
70.0, 50.0, 0.0, 0.00803632
70.0, 60.0, 0.0, 0.00762771
70.0, 70.0, 0.0, 0.00631662
70.0, 80.0, 0.0, 0.00574327
70.0, 90.0, 0.0, 0.00675032
70.0, 100.0, 0.0, 0.00630922
70.0, 110.0, 0.0, 0.00541973
70.0, 120.0, 0.0, 0.00661633
70.0, 130.0, 0.0, 0.00638652
70.0, 140.0, 0.0, 0.00600976
70.0, 150.0, 0.0, 0.00506313
70.0, 160.0, 0.0, 0.00548923
70.0, 170.0, 0.0, 0.00572931
70.0, 180.0, 0.0, 0.00531494
70.0, 190.0, 0.0, 0.00787105
70.0, 200.0, 0.0, 0.00884826
70.0, 210.0, 0.0, 0.00987056
70.0, 220.0, 0.0, 0.01073636
70.0, 230.0, 0.0, 0.01113459
70.0, 240.0, 0.0, 0.01178829
70.0, 250.0, 0.0, 0.01296507
70.0, 260.0, 0.0, 0.01377086
80.0, 0.0, 0.0, 0.00293558
80.0, 10.0, 0.0, 0.00734114
80.0, 20.0, 0.0, 0.00809697
80.0, 30.0, 0.0, 0.00783991
80.0, 40.0, 0.0, 0.00615239
80.0, 50.0, 0.0, 0.00531167
80.0, 60.0, 0.0, 0.00571905
80.0, 70.0, 0.0, 0.00556741
80.0, 80.0, 0.0, 0.00456093
80.0, 90.0, 0.0, 0.00437172
80.0, 100.0, 0.0, 0.00458073
80.0, 110.0, 0.0, 0.00424363
80.0, 120.0, 0.0, 0.00420137
80.0, 130.0, 0.0, 0.00387748
80.0, 140.0, 0.0, 0.00427192
80.0, 150.0, 0.0, 0.00374243
80.0, 160.0, 0.0, 0.00468704
80.0, 170.0, 0.0, 0.00446439
80.0, 180.0, 0.0, 0.00388940
80.0, 190.0, 0.0, 0.00588356
80.0, 200.0, 0.0, 0.00601885
80.0, 210.0, 0.0, 0.00683819
80.0, 220.0, 0.0, 0.00843947
80.0, 230.0, 0.0, 0.00927607
80.0, 240.0, 0.0, 0.01003954
80.0, 250.0, 0.0, 0.01098155
80.0, 260.0, 0.0, 0.01224188
90.0, 0.0, 0.0, 0.00299779
90.0, 10.0, 0.0, 0.00524226
90.0, 20.0, 0.0, 0.00532597
90.0, 30.0, 0.0, 0.00540713
90.0, 40.0, 0.0, 0.00516459
90.0, 50.0, 0.0, 0.00492445
90.0, 60.0, 0.0, 0.00536296
90.0, 70.0, 0.0, 0.00523438
90.0, 80.0, 0.0, 0.00495755
90.0, 90.0, 0.0, 0.00471476
90.0, 100.0, 0.0, 0.00407146
90.0, 110.0, 0.0, 0.00376243
90.0, 120.0, 0.0, 0.00348399
90.0, 130.0, 0.0, 0.00352018
90.0, 140.0, 0.0, 0.00371860
90.0, 150.0, 0.0, 0.00366240
90.0, 160.0, 0.0, 0.00317718
90.0, 170.0, 0.0, 0.00390336
90.0, 180.0, 0.0, 0.00403081
90.0, 190.0, 0.0, 0.00523787
90.0, 200.0, 0.0, 0.00564552
90.0, 210.0, 0.0, 0.00636993
90.0, 220.0, 0.0, 0.00706343
90.0, 230.0, 0.0, 0.00771397
90.0, 240.0, 0.0, 0.00869710
90.0, 250.0, 0.0, 0.00953281
90.0, 260.0, 0.0, 0.01065643
100.0, 0.0, 0.0, 0.00403829
100.0, 10.0, 0.0, 0.00406039
100.0, 20.0, 0.0, 0.00397580
100.0, 30.0, 0.0, 0.00427009
100.0, 40.0, 0.0, 0.00480715
100.0, 50.0, 0.0, 0.00501588
100.0, 60.0, 0.0, 0.00513438
100.0, 70.0, 0.0, 0.00509871
100.0, 80.0, 0.0, 0.00483103
100.0, 90.0, 0.0, 0.00411298
100.0, 100.0, 0.0, 0.00367200
100.0, 110.0, 0.0, 0.00317939
100.0, 120.0, 0.0, 0.00307682
100.0, 130.0, 0.0, 0.00332355
100.0, 140.0, 0.0, 0.00326263
100.0, 150.0, 0.0, 0.00313510
100.0, 160.0, 0.0, 0.00309691
100.0, 170.0, 0.0, 0.00334757
100.0, 180.0, 0.0, 0.00428121
100.0, 190.0, 0.0, 0.00431381
100.0, 200.0, 0.0, 0.00564557
100.0, 210.0, 0.0, 0.00589037
100.0, 220.0, 0.0, 0.00603639
100.0, 230.0, 0.0, 0.00710063
100.0, 240.0, 0.0, 0.00815260
100.0, 250.0, 0.0, 0.00891720
100.0, 260.0, 0.0, 0.00932968
110.0, 0.0, 0.0, 0.00403138
110.0, 10.0, 0.0, 0.00354113
110.0, 20.0, 0.0, 0.00349908
110.0, 30.0, 0.0, 0.00343608
110.0, 40.0, 0.0, 0.00381260
110.0, 50.0, 0.0, 0.00420092
110.0, 60.0, 0.0, 0.00403325
110.0, 70.0, 0.0, 0.00378979
110.0, 80.0, 0.0, 0.00284839
110.0, 90.0, 0.0, 0.00256426
110.0, 100.0, 0.0, 0.00245170
110.0, 110.0, 0.0, 0.00274885
110.0, 120.0, 0.0, 0.00275049
110.0, 130.0, 0.0, 0.00284249
110.0, 140.0, 0.0, 0.00259755
110.0, 150.0, 0.0, 0.00280457
110.0, 160.0, 0.0, 0.00314868
110.0, 170.0, 0.0, 0.00319966
110.0, 180.0, 0.0, 0.00326334
110.0, 190.0, 0.0, 0.00362911
110.0, 200.0, 0.0, 0.00365623
110.0, 210.0, 0.0, 0.00403084
110.0, 220.0, 0.0, 0.00444579
110.0, 230.0, 0.0, 0.00482471
110.0, 240.0, 0.0, 0.00581361
110.0, 250.0, 0.0, 0.00699769
110.0, 260.0, 0.0, 0.00821024
120.0, 0.0, 0.0, 0.00376458
120.0, 10.0, 0.0, 0.00369671
120.0, 20.0, 0.0, 0.00293561
120.0, 30.0, 0.0, 0.00254988
120.0, 40.0, 0.0, 0.00257843
120.0, 50.0, 0.0, 0.00261209
120.0, 60.0, 0.0, 0.00280875
120.0, 70.0, 0.0, 0.00285714
120.0, 80.0, 0.0, 0.00263547
120.0, 90.0, 0.0, 0.00233231
120.0, 100.0, 0.0, 0.00256665
120.0, 110.0, 0.0, 0.00274022
120.0, 120.0, 0.0, 0.00256481
120.0, 130.0, 0.0, 0.00241808
120.0, 140.0, 0.0, 0.00226542
120.0, 150.0, 0.0, 0.00252807
120.0, 160.0, 0.0, 0.00278722
120.0, 170.0, 0.0, 0.00282727
120.0, 180.0, 0.0, 0.00321805
120.0, 190.0, 0.0, 0.00302341
120.0, 200.0, 0.0, 0.00338227
120.0, 210.0, 0.0, 0.00320777
120.0, 220.0, 0.0, 0.00375887
120.0, 230.0, 0.0, 0.00511641
120.0, 240.0, 0.0, 0.00509032
120.0, 250.0, 0.0, 0.00531295
120.0, 260.0, 0.0, 0.00591003
130.0, 0.0, 0.0, 0.00372117
130.0, 10.0, 0.0, 0.00430817
130.0, 20.0, 0.0, 0.00403812
130.0, 30.0, 0.0, 0.00336470
130.0, 40.0, 0.0, 0.00327329
130.0, 50.0, 0.0, 0.00269053
130.0, 60.0, 0.0, 0.00276233
130.0, 70.0, 0.0, 0.00328916
130.0, 80.0, 0.0, 0.00298357
130.0, 90.0, 0.0, 0.00210657
130.0, 100.0, 0.0, 0.00222446
130.0, 110.0, 0.0, 0.00242103
130.0, 120.0, 0.0, 0.00267643
130.0, 130.0, 0.0, 0.00243175
130.0, 140.0, 0.0, 0.00242619
130.0, 150.0, 0.0, 0.00271684
130.0, 160.0, 0.0, 0.00292427
130.0, 170.0, 0.0, 0.00305468
130.0, 180.0, 0.0, 0.00294766
130.0, 190.0, 0.0, 0.00330032
130.0, 200.0, 0.0, 0.00254799
130.0, 210.0, 0.0, 0.00327133
130.0, 220.0, 0.0, 0.00298471
130.0, 230.0, 0.0, 0.00350343
130.0, 240.0, 0.0, 0.00379345
130.0, 250.0, 0.0, 0.00419250
130.0, 260.0, 0.0, 0.00467253
140.0, 0.0, 0.0, 0.00344806
140.0, 10.0, 0.0, 0.00440073
140.0, 20.0, 0.0, 0.00355111
140.0, 30.0, 0.0, 0.00295851
140.0, 40.0, 0.0, 0.00293782
140.0, 50.0, 0.0, 0.00319420
140.0, 60.0, 0.0, 0.00304690
140.0, 70.0, 0.0, 0.00257053
140.0, 80.0, 0.0, 0.00249991
140.0, 90.0, 0.0, 0.00226185
140.0, 100.0, 0.0, 0.00204595
140.0, 110.0, 0.0, 0.00221425
140.0, 120.0, 0.0, 0.00240209
140.0, 130.0, 0.0, 0.00248723
140.0, 140.0, 0.0, 0.00272837
140.0, 150.0, 0.0, 0.00285130
140.0, 160.0, 0.0, 0.00298823
140.0, 170.0, 0.0, 0.00320827
140.0, 180.0, 0.0, 0.00290904
140.0, 190.0, 0.0, 0.00249644
140.0, 200.0, 0.0, 0.00267142
140.0, 210.0, 0.0, 0.00245736
140.0, 220.0, 0.0, 0.00248209
140.0, 230.0, 0.0, 0.00268174
140.0, 240.0, 0.0, 0.00319572
140.0, 250.0, 0.0, 0.00374771
140.0, 260.0, 0.0, 0.00423160
150.0, 0.0, 0.0, 0.00238914
150.0, 10.0, 0.0, 0.00308755
150.0, 20.0, 0.0, 0.00371221
150.0, 30.0, 0.0, 0.00332430
150.0, 40.0, 0.0, 0.00330094
150.0, 50.0, 0.0, 0.00323455
150.0, 60.0, 0.0, 0.00289824
150.0, 70.0, 0.0, 0.00238618
150.0, 80.0, 0.0, 0.00206023
150.0, 90.0, 0.0, 0.00198936
150.0, 100.0, 0.0, 0.00197509
150.0, 110.0, 0.0, 0.00212368
150.0, 120.0, 0.0, 0.00230435
150.0, 130.0, 0.0, 0.00248233
150.0, 140.0, 0.0, 0.00271519
150.0, 150.0, 0.0, 0.00273390
150.0, 160.0, 0.0, 0.00277606
150.0, 170.0, 0.0, 0.00288070
150.0, 180.0, 0.0, 0.00282657
150.0, 190.0, 0.0, 0.00226110
150.0, 200.0, 0.0, 0.00218068
150.0, 210.0, 0.0, 0.00235768
150.0, 220.0, 0.0, 0.00263601
150.0, 230.0, 0.0, 0.00223145
150.0, 240.0, 0.0, 0.00252089
150.0, 250.0, 0.0, 0.00298827
150.0, 260.0, 0.0, 0.00369619
160.0, 0.0, 0.0, 0.00210751
160.0, 10.0, 0.0, 0.00338013
160.0, 20.0, 0.0, 0.00343752
160.0, 30.0, 0.0, 0.00293079
160.0, 40.0, 0.0, 0.00306427
160.0, 50.0, 0.0, 0.00313072
160.0, 60.0, 0.0, 0.00264477
160.0, 70.0, 0.0, 0.00198430
160.0, 80.0, 0.0, 0.00154713
160.0, 90.0, 0.0, 0.00147647
160.0, 100.0, 0.0, 0.00159589
160.0, 110.0, 0.0, 0.00181775
160.0, 120.0, 0.0, 0.00208379
160.0, 130.0, 0.0, 0.00232192
160.0, 140.0, 0.0, 0.00270818
160.0, 150.0, 0.0, 0.00289201
160.0, 160.0, 0.0, 0.00280900
160.0, 170.0, 0.0, 0.00279109
160.0, 180.0, 0.0, 0.00259751
160.0, 190.0, 0.0, 0.00237376
160.0, 200.0, 0.0, 0.00221475
160.0, 210.0, 0.0, 0.00225716
160.0, 220.0, 0.0, 0.00219339
160.0, 230.0, 0.0, 0.00204790
160.0, 240.0, 0.0, 0.00212461
160.0, 250.0, 0.0, 0.00258614
160.0, 260.0, 0.0, 0.00312181
170.0, 0.0, 0.0, 0.00165618
170.0, 10.0, 0.0, 0.00173534
170.0, 20.0, 0.0, 0.00284681
170.0, 30.0, 0.0, 0.00296267
170.0, 40.0, 0.0, 0.00274275
170.0, 50.0, 0.0, 0.00274401
170.0, 60.0, 0.0, 0.00254607
170.0, 70.0, 0.0, 0.00205632
170.0, 80.0, 0.0, 0.00150317
170.0, 90.0, 0.0, 0.00139660
170.0, 100.0, 0.0, 0.00156735
170.0, 110.0, 0.0, 0.00168735
170.0, 120.0, 0.0, 0.00193336
170.0, 130.0, 0.0, 0.00244334
170.0, 140.0, 0.0, 0.00287214
170.0, 150.0, 0.0, 0.00289215
170.0, 160.0, 0.0, 0.00293540
