S
I=9,J=9
0.000000, 0.000000, 0.339815
1.000000, 0.000000, 0.289360
2.000000, 0.000000, 0.306497
3.000000, 0.000000, 0.201658
4.000000, 0.000000, 0.178466
5.000000, 0.000000, 0.106330
6.000000, 0.000000, 0.165484
7.000000, 0.000000, 0.616011
8.000000, 0.000000, 0.935665
0.000000, 1.000000, 0.467036
1.000000, 1.000000, 0.545895
2.000000, 1.000000, 0.717149
3.000000, 1.000000, 0.590209
4.000000, 1.000000, 0.412134
5.000000, 1.000000, 0.212005
6.000000, 1.000000, 0.030567
7.000000, 1.000000, 0.441615
8.000000, 1.000000, 0.884952
0.000000, 2.000000, 0.534669
1.000000, 2.000000, 0.659058
2.000000, 2.000000, 0.860309
3.000000, 2.000000, 0.834409
4.000000, 2.000000, 0.669008
5.000000, 2.000000, 0.502357
6.000000, 2.000000, 0.233461
7.000000, 2.000000, 0.355913
8.000000, 2.000000, 0.697182
0.000000, 3.000000, 0.477157
1.000000, 3.000000, 0.517160
2.000000, 3.000000, 0.854624
3.000000, 3.000000, 0.829138
4.000000, 3.000000, 0.733225
5.000000, 3.000000, 0.654758
6.000000, 3.000000, 0.520707
7.000000, 3.000000, 0.534021
8.000000, 3.000000, 0.676649
0.000000, 4.000000, 0.370467
1.000000, 4.000000, 0.175575
2.000000, 4.000000, 0.000000
3.000000, 4.000000, 0.429319
4.000000, 4.000000, 0.649424
5.000000, 4.000000, 0.677264
6.000000, 4.000000, 0.649211
7.000000, 4.000000, 0.642760
8.000000, 4.000000, 0.704812
0.000000, 5.000000, 0.524362
1.000000, 5.000000, 0.038173
2.000000, 5.000000, 0.648964
3.000000, 5.000000, 0.554353
4.000000, 5.000000, 0.601587
5.000000, 5.000000, 0.585889
6.000000, 5.000000, 0.616011
7.000000, 5.000000, 0.642407
8.000000, 5.000000, 0.711398
0.000000, 6.000000, 1.000000
1.000000, 6.000000, 0.512653
2.000000, 6.000000, 0.192183
3.000000, 6.000000, 0.210306
4.000000, 6.000000, 0.608720
5.000000, 6.000000, 0.165173
6.000000, 6.000000, 0.260467
7.000000, 6.000000, 0.561636
8.000000, 6.000000, 0.691423
0.000000, 7.000000, 0.800913
1.000000, 7.000000, 0.468387
2.000000, 7.000000, 0.127295
3.000000, 7.000000, 0.626784
4.000000, 7.000000, 0.356015
5.000000, 7.000000, 0.183554
6.000000, 7.000000, 0.347545
7.000000, 7.000000, 0.417343
8.000000, 7.000000, 0.529201
0.000000, 8.000000, 0.647395
1.000000, 8.000000, 0.391463
2.000000, 8.000000, 0.149643
3.000000, 8.000000, 0.268685
4.000000, 8.000000, 0.313496
5.000000, 8.000000, 0.271639
6.000000, 8.000000, 0.269518
7.000000, 8.000000, 0.137837
8.000000, 8.000000, 0.183550
