S
I=11,J=11
0.000000, 0.000000, 2.265347
0.000000, 7.000000, 2.153233
0.000000, 14.000000, 1.679774
0.000000, 21.000000, 1.049231
0.000000, 28.000000, 1.127048
0.000000, 35.000000, 1.955511
0.000000, 42.000000, 2.601708
0.000000, 49.000000, 2.390843
0.000000, 56.000000, 1.739949
0.000000, 63.000000, 0.931344
0.000000, 70.000000, 0.343548
7.000000, 0.000000, 3.014518
7.000000, 7.000000, 3.006403
7.000000, 14.000000, 2.330813
7.000000, 21.000000, 0.739590
7.000000, 28.000000, 0.946897
7.000000, 35.000000, 3.308341
7.000000, 42.000000, 4.317079
7.000000, 49.000000, 3.327228
7.000000, 56.000000, 2.515200
7.000000, 63.000000, 1.269046
7.000000, 70.000000, 0.714345
14.000000, 0.000000, 3.683808
14.000000, 7.000000, 4.031103
14.000000, 14.000000, 4.560684
14.000000, 21.000000, 2.226410
14.000000, 28.000000, 1.557635
14.000000, 35.000000, 2.757356
14.000000, 42.000000, 3.518732
14.000000, 49.000000, 3.623807
14.000000, 56.000000, 4.962235
14.000000, 63.000000, 3.311600
14.000000, 70.000000, 1.836453
21.000000, 0.000000, 4.247862
21.000000, 7.000000, 4.756638
21.000000, 14.000000, 5.159580
21.000000, 21.000000, 3.271627
21.000000, 28.000000, 1.641627
21.000000, 35.000000, 0.490314
21.000000, 42.000000, 1.347979
21.000000, 49.000000, 2.775780
21.000000, 56.000000, 4.195590
21.000000, 63.000000, 3.992512
21.000000, 70.000000, 2.895068
28.000000, 0.000000, 4.784410
28.000000, 7.000000, 5.146862
28.000000, 14.000000, 4.090601
28.000000, 21.000000, 2.661562
28.000000, 28.000000, 2.001692
28.000000, 35.000000, 1.743315
28.000000, 42.000000, 1.856846
28.000000, 49.000000, 2.178303
28.000000, 56.000000, 2.944034
28.000000, 63.000000, 4.060764
28.000000, 70.000000, 3.633535
35.000000, 0.000000, 5.030721
35.000000, 7.000000, 6.076261
35.000000, 14.000000, 2.993739
35.000000, 21.000000, 1.584529
35.000000, 28.000000, 2.229549
35.000000, 35.000000, 4.076924
35.000000, 42.000000, 3.102939
35.000000, 49.000000, 1.423792
35.000000, 56.000000, 1.740846
35.000000, 63.000000, 5.456894
35.000000, 70.000000, 3.909898
42.000000, 0.000000, 4.531263
42.000000, 7.000000, 4.255949
42.000000, 14.000000, 1.152625
42.000000, 21.000000, 0.758189
42.000000, 28.000000, 1.583342
42.000000, 35.000000, 3.039130
42.000000, 42.000000, 2.658560
42.000000, 49.000000, 0.932839
42.000000, 56.000000, 0.930173
42.000000, 63.000000, 2.070495
42.000000, 70.000000, 2.054212
49.000000, 0.000000, 4.067912
49.000000, 7.000000, 3.619842
49.000000, 14.000000, 2.008997
49.000000, 21.000000, 0.356000
49.000000, 28.000000, 0.776265
49.000000, 35.000000, 1.360579
49.000000, 42.000000, 1.910030
49.000000, 49.000000, 1.818376
49.000000, 56.000000, 1.654449
49.000000, 63.000000, 0.559291
49.000000, 70.000000, 0.977141
56.000000, 0.000000, 4.126928
56.000000, 7.000000, 4.589438
56.000000, 14.000000, 5.908867
56.000000, 21.000000, 2.035498
56.000000, 28.000000, 1.147283
56.000000, 35.000000, 0.311290
56.000000, 42.000000, 2.368090
56.000000, 49.000000, 3.354027
56.000000, 56.000000, 4.948951
56.000000, 63.000000, 2.978981
56.000000, 70.000000, 1.963501
63.000000, 0.000000, 4.149688
63.000000, 7.000000, 4.787749
63.000000, 14.000000, 5.084833
63.000000, 21.000000, 3.670301
63.000000, 28.000000, 2.989866
63.000000, 35.000000, 5.224883
63.000000, 42.000000, 5.234680
63.000000, 49.000000, 4.752207
63.000000, 56.000000, 5.157684
63.000000, 63.000000, 4.111747
63.000000, 70.000000, 2.892263
70.000000, 0.000000, 3.767311
70.000000, 7.000000, 4.326665
70.000000, 14.000000, 4.359800
70.000000, 21.000000, 4.018245
70.000000, 28.000000, 4.070774
70.000000, 35.000000, 5.089251
70.000000, 42.000000, 5.331550
70.000000, 49.000000, 4.828450
70.000000, 56.000000, 4.484488
70.000000, 63.000000, 3.915570
70.000000, 70.000000, 3.098322
