S3D
I=30,J=34,K=15
0.0, 0.0, 0.0, 0.00342140
0.0, 8.0, 0.0, 0.00349751
0.0, 16.0, 0.0, 0.00447877
0.0, 24.0, 0.0, 0.00513753
0.0, 32.0, 0.0, 0.00562328
0.0, 40.0, 0.0, 0.00545507
0.0, 48.0, 0.0, 0.00519084
0.0, 56.0, 0.0, 0.00643610
0.0, 64.0, 0.0, 0.00746196
0.0, 72.0, 0.0, 0.00784553
0.0, 80.0, 0.0, 0.00736280
0.0, 88.0, 0.0, 0.00670910
0.0, 96.0, 0.0, 0.00704924
0.0, 104.0, 0.0, 0.00809370
0.0, 112.0, 0.0, 0.00825643
0.0, 120.0, 0.0, 0.00837195
0.0, 128.0, 0.0, 0.00838272
0.0, 136.0, 0.0, 0.00870164
0.0, 144.0, 0.0, 0.00917630
0.0, 152.0, 0.0, 0.00984732
0.0, 160.0, 0.0, 0.01023668
0.0, 168.0, 0.0, 0.00980429
0.0, 176.0, 0.0, 0.00933257
0.0, 184.0, 0.0, 0.00963250
0.0, 192.0, 0.0, 0.00928131
0.0, 200.0, 0.0, 0.00815920
0.0, 208.0, 0.0, 0.00740682
0.0, 216.0, 0.0, 0.00820343
0.0, 224.0, 0.0, 0.01048212
0.0, 232.0, 0.0, 0.01263944
0.0, 240.0, 0.0, 0.01304289
0.0, 248.0, 0.0, 0.01380258
0.0, 256.0, 0.0, 0.01545223
0.0, 264.0, 0.0, 0.01624649
8.0, 0.0, 0.0, 0.00342761
8.0, 8.0, 0.0, 0.00349747
8.0, 16.0, 0.0, 0.00481253
8.0, 24.0, 0.0, 0.00428753
8.0, 32.0, 0.0, 0.00195158
8.0, 40.0, 0.0, 0.00243791
8.0, 48.0, 0.0, 0.00426474
8.0, 56.0, 0.0, 0.00523482
8.0, 64.0, 0.0, 0.00678321
8.0, 72.0, 0.0, 0.00638463
8.0, 80.0, 0.0, 0.00584788
8.0, 88.0, 0.0, 0.00737516
8.0, 96.0, 0.0, 0.00585907
8.0, 104.0, 0.0, 0.00618640
8.0, 112.0, 0.0, 0.00606754
8.0, 120.0, 0.0, 0.00692210
8.0, 128.0, 0.0, 0.00627519
8.0, 136.0, 0.0, 0.00626399
8.0, 144.0, 0.0, 0.00651286
8.0, 152.0, 0.0, 0.00655855
8.0, 160.0, 0.0, 0.00706311
8.0, 168.0, 0.0, 0.00769554
8.0, 176.0, 0.0, 0.00848715
8.0, 184.0, 0.0, 0.00802721
8.0, 192.0, 0.0, 0.00839282
8.0, 200.0, 0.0, 0.00851961
8.0, 208.0, 0.0, 0.01042243
8.0, 216.0, 0.0, 0.01197190
8.0, 224.0, 0.0, 0.01301256
8.0, 232.0, 0.0, 0.01366663
8.0, 240.0, 0.0, 0.01427959
8.0, 248.0, 0.0, 0.01579587
8.0, 256.0, 0.0, 0.01706019
8.0, 264.0, 0.0, 0.01731660
16.0, 0.0, 0.0, 0.00339728
16.0, 8.0, 0.0, 0.00349596
16.0, 16.0, 0.0, 0.00377138
16.0, 24.0, 0.0, 0.00351660
16.0, 32.0, 0.0, 0.00204664
16.0, 40.0, 0.0, 0.00214311
16.0, 48.0, 0.0, 0.00237304
16.0, 56.0, 0.0, 0.00449005
16.0, 64.0, 0.0, 0.00624963
16.0, 72.0, 0.0, 0.00509110
16.0, 80.0, 0.0, 0.00536406
16.0, 88.0, 0.0, 0.00608751
16.0, 96.0, 0.0, 0.00581242
16.0, 104.0, 0.0, 0.00535014
16.0, 112.0, 0.0, 0.00609905
16.0, 120.0, 0.0, 0.00619390
16.0, 128.0, 0.0, 0.00568321
16.0, 136.0, 0.0, 0.00698309
16.0, 144.0, 0.0, 0.00774334
16.0, 152.0, 0.0, 0.00654115
16.0, 160.0, 0.0, 0.00691466
16.0, 168.0, 0.0, 0.00704795
16.0, 176.0, 0.0, 0.00783624
16.0, 184.0, 0.0, 0.00817266
16.0, 192.0, 0.0, 0.00913991
16.0, 200.0, 0.0, 0.01010809
16.0, 208.0, 0.0, 0.00977590
16.0, 216.0, 0.0, 0.01057671
16.0, 224.0, 0.0, 0.01161700
16.0, 232.0, 0.0, 0.01305198
16.0, 240.0, 0.0, 0.01350702
16.0, 248.0, 0.0, 0.01524570
16.0, 256.0, 0.0, 0.01705262
16.0, 264.0, 0.0, 0.01737450
24.0, 0.0, 0.0, 0.00317114
24.0, 8.0, 0.0, 0.00324482
24.0, 16.0, 0.0, 0.00287405
24.0, 24.0, 0.0, 0.00305974
24.0, 32.0, 0.0, 0.00173142
24.0, 40.0, 0.0, 0.00193401
24.0, 48.0, 0.0, 0.00217021
24.0, 56.0, 0.0, 0.00392206
24.0, 64.0, 0.0, 0.00515683
24.0, 72.0, 0.0, 0.00541999
24.0, 80.0, 0.0, 0.00494964
24.0, 88.0, 0.0, 0.00564156
24.0, 96.0, 0.0, 0.00495874
24.0, 104.0, 0.0, 0.00521562
24.0, 112.0, 0.0, 0.00512453
24.0, 120.0, 0.0, 0.00485219
24.0, 128.0, 0.0, 0.00551839
