S
I=9,J=9
0.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.044548
2.000000, 0.000000, 0.088892
3.000000, 0.000000, 0.121954
4.000000, 0.000000, 0.178277
5.000000, 0.000000, 0.324168
6.000000, 0.000000, 0.477091
7.000000, 0.000000, 0.643811
8.000000, 0.000000, 0.767687
0.000000, 1.000000, 0.019586
1.000000, 1.000000, 0.090228
2.000000, 1.000000, 0.161363
3.000000, 1.000000, 0.233951
4.000000, 1.000000, 0.303960
5.000000, 1.000000, 0.397824
6.000000, 1.000000, 0.486870
7.000000, 1.000000, 0.673044
8.000000, 1.000000, 0.865167
0.000000, 2.000000, 0.065013
1.000000, 2.000000, 0.185155
2.000000, 2.000000, 0.278551
3.000000, 2.000000, 0.448482
4.000000, 2.000000, 0.598621
5.000000, 2.000000, 0.548185
6.000000, 2.000000, 0.431094
7.000000, 2.000000, 0.559275
8.000000, 2.000000, 0.745056
0.000000, 3.000000, 0.230941
1.000000, 3.000000, 0.374219
2.000000, 3.000000, 0.347100
3.000000, 3.000000, 0.627586
4.000000, 3.000000, 1.000000
5.000000, 3.000000, 0.761310
6.000000, 3.000000, 0.542479
7.000000, 3.000000, 0.575673
8.000000, 3.000000, 0.627427
0.000000, 4.000000, 0.569416
1.000000, 4.000000, 0.709425
2.000000, 4.000000, 0.254283
3.000000, 4.000000, 0.652923
4.000000, 4.000000, 0.948574
5.000000, 4.000000, 0.811898
6.000000, 4.000000, 0.718598
7.000000, 4.000000, 0.639267
8.000000, 4.000000, 0.517483
0.000000, 5.000000, 0.612187
1.000000, 5.000000, 0.548959
2.000000, 5.000000, 0.307222
3.000000, 5.000000, 0.476392
4.000000, 5.000000, 0.604810
5.000000, 5.000000, 0.619218
6.000000, 5.000000, 0.665195
7.000000, 5.000000, 0.649972
8.000000, 5.000000, 0.495773
0.000000, 6.000000, 0.467250
1.000000, 6.000000, 0.441413
2.000000, 6.000000, 0.361827
3.000000, 6.000000, 0.367836
4.000000, 6.000000, 0.366993
5.000000, 6.000000, 0.373882
6.000000, 6.000000, 0.639666
7.000000, 6.000000, 0.808130
8.000000, 6.000000, 0.734922
0.000000, 7.000000, 0.374057
1.000000, 7.000000, 0.369273
2.000000, 7.000000, 0.337487
3.000000, 7.000000, 0.318491
4.000000, 7.000000, 0.315046
5.000000, 7.000000, 0.398829
6.000000, 7.000000, 0.674305
7.000000, 7.000000, 0.927633
8.000000, 7.000000, 0.793593
0.000000, 8.000000, 0.311196
1.000000, 8.000000, 0.313311
2.000000, 8.000000, 0.300990
3.000000, 8.000000, 0.293535
4.000000, 8.000000, 0.312642
5.000000, 8.000000, 0.394953
6.000000, 8.000000, 0.546282
7.000000, 8.000000, 0.557679
8.000000, 8.000000, 0.268698
