S3D
I=24,J=27,K=3
0.0, 0.0, 0.0, 0.00474374
0.0, 10.0, 0.0, 0.00435648
0.0, 20.0, 0.0, 0.00428378
0.0, 30.0, 0.0, 0.01212665
0.0, 40.0, 0.0, 0.01528828
0.0, 50.0, 0.0, 0.01533114
0.0, 60.0, 0.0, 0.01571931
0.0, 70.0, 0.0, 0.01584035
0.0, 80.0, 0.0, 0.01586829
0.0, 90.0, 0.0, 0.01538015
0.0, 100.0, 0.0, 0.01536779
0.0, 110.0, 0.0, 0.01563765
0.0, 120.0, 0.0, 0.01571238
0.0, 130.0, 0.0, 0.01571465
0.0, 140.0, 0.0, 0.01617341
0.0, 150.0, 0.0, 0.01597160
0.0, 160.0, 0.0, 0.01568722
0.0, 170.0, 0.0, 0.01490551
0.0, 180.0, 0.0, 0.01559628
0.0, 190.0, 0.0, 0.01509192
0.0, 200.0, 0.0, 0.01497793
0.0, 210.0, 0.0, 0.01398411
0.0, 220.0, 0.0, 0.01511590
0.0, 230.0, 0.0, 0.01558066
0.0, 240.0, 0.0, 0.01560289
0.0, 250.0, 0.0, 0.01534512
0.0, 260.0, 0.0, 0.01582356
10.0, 0.0, 0.0, 0.00486494
10.0, 10.0, 0.0, 0.00439293
10.0, 20.0, 0.0, 0.00377963
10.0, 30.0, 0.0, 0.01282339
10.0, 40.0, 0.0, 0.01540774
10.0, 50.0, 0.0, 0.01604033
10.0, 60.0, 0.0, 0.01564792
10.0, 70.0, 0.0, 0.01545793
10.0, 80.0, 0.0, 0.01546865
10.0, 90.0, 0.0, 0.01482280
10.0, 100.0, 0.0, 0.01515154
10.0, 110.0, 0.0, 0.01526306
10.0, 120.0, 0.0, 0.01543491
10.0, 130.0, 0.0, 0.01572558
10.0, 140.0, 0.0, 0.01476577
10.0, 150.0, 0.0, 0.01440918
10.0, 160.0, 0.0, 0.01476038
10.0, 170.0, 0.0, 0.01548812
10.0, 180.0, 0.0, 0.01563056
10.0, 190.0, 0.0, 0.01464006
10.0, 200.0, 0.0, 0.01499940
10.0, 210.0, 0.0, 0.01470403
10.0, 220.0, 0.0, 0.01536323
10.0, 230.0, 0.0, 0.01449187
10.0, 240.0, 0.0, 0.01381249
10.0, 250.0, 0.0, 0.01371770
10.0, 260.0, 0.0, 0.01410649
20.0, 0.0, 0.0, 0.00368727
20.0, 10.0, 0.0, 0.00400429
20.0, 20.0, 0.0, 0.00416863
20.0, 30.0, 0.0, 0.01083681
20.0, 40.0, 0.0, 0.01393520
20.0, 50.0, 0.0, 0.01582797
20.0, 60.0, 0.0, 0.01537054
20.0, 70.0, 0.0, 0.01538503
20.0, 80.0, 0.0, 0.01492911
20.0, 90.0, 0.0, 0.01437729
20.0, 100.0, 0.0, 0.01468958
20.0, 110.0, 0.0, 0.01462390
20.0, 120.0, 0.0, 0.01462595
20.0, 130.0, 0.0, 0.01488238
20.0, 140.0, 0.0, 0.01369041
20.0, 150.0, 0.0, 0.01207109
20.0, 160.0, 0.0, 0.01324600
20.0, 170.0, 0.0, 0.01371206
20.0, 180.0, 0.0, 0.01477208
20.0, 190.0, 0.0, 0.01528930
20.0, 200.0, 0.0, 0.01552150
20.0, 210.0, 0.0, 0.01369442
20.0, 220.0, 0.0, 0.01430054
20.0, 230.0, 0.0, 0.01438486
20.0, 240.0, 0.0, 0.01383011
20.0, 250.0, 0.0, 0.01296446
20.0, 260.0, 0.0, 0.01282824
30.0, 0.0, 0.0, 0.00340168
30.0, 10.0, 0.0, 0.00341181
30.0, 20.0, 0.0, 0.00337028
30.0, 30.0, 0.0, 0.00854461
30.0, 40.0, 0.0, 0.01301930
30.0, 50.0, 0.0, 0.01537447
30.0, 60.0, 0.0, 0.01531724
30.0, 70.0, 0.0, 0.01528141
30.0, 80.0, 0.0, 0.01470600
30.0, 90.0, 0.0, 0.01427184
30.0, 100.0, 0.0, 0.01434791
30.0, 110.0, 0.0, 0.01432394
30.0, 120.0, 0.0, 0.01343304
30.0, 130.0, 0.0, 0.01351594
30.0, 140.0, 0.0, 0.01294479
30.0, 150.0, 0.0, 0.01202929
30.0, 160.0, 0.0, 0.01149038
30.0, 170.0, 0.0, 0.01299767
30.0, 180.0, 0.0, 0.01281189
30.0, 190.0, 0.0, 0.01398996
30.0, 200.0, 0.0, 0.01354363
30.0, 210.0, 0.0, 0.01408088
30.0, 220.0, 0.0, 0.01434836
30.0, 230.0, 0.0, 0.01345963
30.0, 240.0, 0.0, 0.01352138
30.0, 250.0, 0.0, 0.01283149
30.0, 260.0, 0.0, 0.01243839
40.0, 0.0, 0.0, 0.00309707
40.0, 10.0, 0.0, 0.00339777
40.0, 20.0, 0.0, 0.00917595
40.0, 30.0, 0.0, 0.01186209
40.0, 40.0, 0.0, 0.01356116
40.0, 50.0, 0.0, 0.01465007
40.0, 60.0, 0.0, 0.01441515
40.0, 70.0, 0.0, 0.01388749
40.0, 80.0, 0.0, 0.01389811
40.0, 90.0, 0.0, 0.01359076
40.0, 100.0, 0.0, 0.01327994
40.0, 110.0, 0.0, 0.01340067
40.0, 120.0, 0.0, 0.01331303
40.0, 130.0, 0.0, 0.01325933
40.0, 140.0, 0.0, 0.01298659
40.0, 150.0, 0.0, 0.01158511
40.0, 160.0, 0.0, 0.01087117
40.0, 170.0, 0.0, 0.01157113
40.0, 180.0, 0.0, 0.01115216
40.0, 190.0, 0.0, 0.00934818
40.0, 200.0, 0.0, 0.01290788
40.0, 210.0, 0.0, 0.01222810
40.0, 220.0, 0.0, 0.01265682
40.0, 230.0, 0.0, 0.01462138
40.0, 240.0, 0.0, 0.01406179
40.0, 250.0, 0.0, 0.01279468
40.0, 260.0, 0.0, 0.01232845
50.0, 0.0, 0.0, 0.00286329
50.0, 10.0, 0.0, 0.00873336
50.0, 20.0, 0.0, 0.00993623
50.0, 30.0, 0.0, 0.01182862
50.0, 40.0, 0.0, 0.01299101
50.0, 50.0, 0.0, 0.01342783
50.0, 60.0, 0.0, 0.01345103
50.0, 70.0, 0.0, 0.01311313
50.0, 80.0, 0.0, 0.01237240
50.0, 90.0, 0.0, 0.01190870
50.0, 100.0, 0.0, 0.01209136
50.0, 110.0, 0.0, 0.01218236
50.0, 120.0, 0.0, 0.01224655
50.0, 130.0, 0.0, 0.01241944
50.0, 140.0, 0.0, 0.01145648
50.0, 150.0, 0.0, 0.01124771
50.0, 160.0, 0.0, 0.01168953
50.0, 170.0, 0.0, 0.01069914
50.0, 180.0, 0.0, 0.00966264
50.0, 190.0, 0.0, 0.00909007
50.0, 200.0, 0.0, 0.01259204
50.0, 210.0, 0.0, 0.01148006
50.0, 220.0, 0.0, 0.01164223
50.0, 230.0, 0.0, 0.01228751
50.0, 240.0, 0.0, 0.01439903
50.0, 250.0, 0.0, 0.01335205
50.0, 260.0, 0.0, 0.01194181
60.0, 0.0, 0.0, 0.00281140
60.0, 10.0, 0.0, 0.00720091
60.0, 20.0, 0.0, 0.01009662
60.0, 30.0, 0.0, 0.01189864
60.0, 40.0, 0.0, 0.01251106
60.0, 50.0, 0.0, 0.01267347
60.0, 60.0, 0.0, 0.01236911
60.0, 70.0, 0.0, 0.01104742
60.0, 80.0, 0.0, 0.01119676
60.0, 90.0, 0.0, 0.01033759
60.0, 100.0, 0.0, 0.00987247
60.0, 110.0, 0.0, 0.00969304
60.0, 120.0, 0.0, 0.00931807
60.0, 130.0, 0.0, 0.00891047
60.0, 140.0, 0.0, 0.00843944
60.0, 150.0, 0.0, 0.00857711
60.0, 160.0, 0.0, 0.00835745
60.0, 170.0, 0.0, 0.00867059
60.0, 180.0, 0.0, 0.00880377
60.0, 190.0, 0.0, 0.01192074
60.0, 200.0, 0.0, 0.01236919
60.0, 210.0, 0.0, 0.01325645
60.0, 220.0, 0.0, 0.01261701
60.0, 230.0, 0.0, 0.01254255
60.0, 240.0, 0.0, 0.01241055
60.0, 250.0, 0.0, 0.01257653
60.0, 260.0, 0.0, 0.01298627
70.0, 0.0, 0.0, 0.00259248
70.0, 10.0, 0.0, 0.00425284
70.0, 20.0, 0.0, 0.00940712
70.0, 30.0, 0.0, 0.00918334
70.0, 40.0, 0.0, 0.00858047
70.0, 50.0, 0.0, 0.00804469
70.0, 60.0, 0.0, 0.00749903
70.0, 70.0, 0.0, 0.00616319
70.0, 80.0, 0.0, 0.00558338
70.0, 90.0, 0.0, 0.00684622
70.0, 100.0, 0.0, 0.00640826
70.0, 110.0, 0.0, 0.00538525
70.0, 120.0, 0.0, 0.00656493
70.0, 130.0, 0.0, 0.00634202
70.0, 140.0, 0.0, 0.00600502
70.0, 150.0, 0.0, 0.00506233
70.0, 160.0, 0.0, 0.00520648
70.0, 170.0, 0.0, 0.00552303
70.0, 180.0, 0.0, 0.00518968
70.0, 190.0, 0.0, 0.00784922
70.0, 200.0, 0.0, 0.00877605
70.0, 210.0, 0.0, 0.00980913
70.0, 220.0, 0.0, 0.01063481
70.0, 230.0, 0.0, 0.01111449
70.0, 240.0, 0.0, 0.01139855
70.0, 250.0, 0.0, 0.01219011
70.0, 260.0, 0.0, 0.01257272
80.0, 0.0, 0.0, 0.00293558
80.0, 10.0, 0.0, 0.00734888
80.0, 20.0, 0.0, 0.00812997
80.0, 30.0, 0.0, 0.00792680
80.0, 40.0, 0.0, 0.00626917
80.0, 50.0, 0.0, 0.00550706
80.0, 60.0, 0.0, 0.00596931
80.0, 70.0, 0.0, 0.00564111
80.0, 80.0, 0.0, 0.00465205
80.0, 90.0, 0.0, 0.00434833
80.0, 100.0, 0.0, 0.00462565
80.0, 110.0, 0.0, 0.00427896
80.0, 120.0, 0.0, 0.00408604
80.0, 130.0, 0.0, 0.00377097
80.0, 140.0, 0.0, 0.00421839
80.0, 150.0, 0.0, 0.00364831
80.0, 160.0, 0.0, 0.00458104
80.0, 170.0, 0.0, 0.00448821
80.0, 180.0, 0.0, 0.00388814
80.0, 190.0, 0.0, 0.00589194
80.0, 200.0, 0.0, 0.00602585
80.0, 210.0, 0.0, 0.00688594
80.0, 220.0, 0.0, 0.00840307
80.0, 230.0, 0.0, 0.00920818
80.0, 240.0, 0.0, 0.00988400
80.0, 250.0, 0.0, 0.01073166
80.0, 260.0, 0.0, 0.01174346
90.0, 0.0, 0.0, 0.00299779
90.0, 10.0, 0.0, 0.00518402
90.0, 20.0, 0.0, 0.00530935
90.0, 30.0, 0.0, 0.00534069
90.0, 40.0, 0.0, 0.00535088
90.0, 50.0, 0.0, 0.00506034
90.0, 60.0, 0.0, 0.00542900
90.0, 70.0, 0.0, 0.00537287
90.0, 80.0, 0.0, 0.00504914
90.0, 90.0, 0.0, 0.00473796
90.0, 100.0, 0.0, 0.00371006
90.0, 110.0, 0.0, 0.00374893
90.0, 120.0, 0.0, 0.00347604
90.0, 130.0, 0.0, 0.00337287
90.0, 140.0, 0.0, 0.00371176
90.0, 150.0, 0.0, 0.00362353
90.0, 160.0, 0.0, 0.00317599
90.0, 170.0, 0.0, 0.00390379
90.0, 180.0, 0.0, 0.00395625
90.0, 190.0, 0.0, 0.00517162
90.0, 200.0, 0.0, 0.00564289
90.0, 210.0, 0.0, 0.00636758
90.0, 220.0, 0.0, 0.00705786
90.0, 230.0, 0.0, 0.00771772
90.0, 240.0, 0.0, 0.00869667
90.0, 250.0, 0.0, 0.00950323
90.0, 260.0, 0.0, 0.01035751
100.0, 0.0, 0.0, 0.00403829
100.0, 10.0, 0.0, 0.00405763
100.0, 20.0, 0.0, 0.00400188
100.0, 30.0, 0.0, 0.00445712
100.0, 40.0, 0.0, 0.00509544
100.0, 50.0, 0.0, 0.00514243
100.0, 60.0, 0.0, 0.00539549
100.0, 70.0, 0.0, 0.00510718
100.0, 80.0, 0.0, 0.00490250
100.0, 90.0, 0.0, 0.00457129
100.0, 100.0, 0.0, 0.00407952
100.0, 110.0, 0.0, 0.00304237
100.0, 120.0, 0.0, 0.00295974
100.0, 130.0, 0.0, 0.00336872
100.0, 140.0, 0.0, 0.00323572
100.0, 150.0, 0.0, 0.00312502
100.0, 160.0, 0.0, 0.00312020
100.0, 170.0, 0.0, 0.00349824
100.0, 180.0, 0.0, 0.00434187
100.0, 190.0, 0.0, 0.00432471
100.0, 200.0, 0.0, 0.00563789
100.0, 210.0, 0.0, 0.00588714
100.0, 220.0, 0.0, 0.00603265
100.0, 230.0, 0.0, 0.00708061
100.0, 240.0, 0.0, 0.00803715
100.0, 250.0, 0.0, 0.00888203
100.0, 260.0, 0.0, 0.00933252
110.0, 0.0, 0.0, 0.00403138
110.0, 10.0, 0.0, 0.00354580
110.0, 20.0, 0.0, 0.00359376
110.0, 30.0, 0.0, 0.00354024
110.0, 40.0, 0.0, 0.00387791
110.0, 50.0, 0.0, 0.00416064
110.0, 60.0, 0.0, 0.00372474
110.0, 70.0, 0.0, 0.00360408
110.0, 80.0, 0.0, 0.00278879
110.0, 90.0, 0.0, 0.00248695
110.0, 100.0, 0.0, 0.00240047
110.0, 110.0, 0.0, 0.00272466
110.0, 120.0, 0.0, 0.00274744
110.0, 130.0, 0.0, 0.00279809
110.0, 140.0, 0.0, 0.00259999
110.0, 150.0, 0.0, 0.00279320
110.0, 160.0, 0.0, 0.00317015
110.0, 170.0, 0.0, 0.00321114
110.0, 180.0, 0.0, 0.00335919
110.0, 190.0, 0.0, 0.00362837
110.0, 200.0, 0.0, 0.00363115
110.0, 210.0, 0.0, 0.00401454
110.0, 220.0, 0.0, 0.00444662
110.0, 230.0, 0.0, 0.00482743
110.0, 240.0, 0.0, 0.00579191
110.0, 250.0, 0.0, 0.00694398
110.0, 260.0, 0.0, 0.00794157
120.0, 0.0, 0.0, 0.00376458
120.0, 10.0, 0.0, 0.00328589
120.0, 20.0, 0.0, 0.00297605
120.0, 30.0, 0.0, 0.00253377
120.0, 40.0, 0.0, 0.00252860
120.0, 50.0, 0.0, 0.00248356
120.0, 60.0, 0.0, 0.00279554
120.0, 70.0, 0.0, 0.00295458
120.0, 80.0, 0.0, 0.00279026
120.0, 90.0, 0.0, 0.00233203
120.0, 100.0, 0.0, 0.00247496
120.0, 110.0, 0.0, 0.00266774
120.0, 120.0, 0.0, 0.00251907
120.0, 130.0, 0.0, 0.00242580
120.0, 140.0, 0.0, 0.00227269
120.0, 150.0, 0.0, 0.00252050
120.0, 160.0, 0.0, 0.00278934
120.0, 170.0, 0.0, 0.00283029
120.0, 180.0, 0.0, 0.00321795
120.0, 190.0, 0.0, 0.00302432
120.0, 200.0, 0.0, 0.00338026
120.0, 210.0, 0.0, 0.00310275
120.0, 220.0, 0.0, 0.00364348
120.0, 230.0, 0.0, 0.00499857
120.0, 240.0, 0.0, 0.00513422
120.0, 250.0, 0.0, 0.00537887
120.0, 260.0, 0.0, 0.00592856
130.0, 0.0, 0.0, 0.00372117
130.0, 10.0, 0.0, 0.00439955
130.0, 20.0, 0.0, 0.00404469
130.0, 30.0, 0.0, 0.00332190
130.0, 40.0, 0.0, 0.00321055
130.0, 50.0, 0.0, 0.00299769
130.0, 60.0, 0.0, 0.00267145
130.0, 70.0, 0.0, 0.00294485
130.0, 80.0, 0.0, 0.00290631
130.0, 90.0, 0.0, 0.00205154
130.0, 100.0, 0.0, 0.00212516
130.0, 110.0, 0.0, 0.00240736
130.0, 120.0, 0.0, 0.00262330
130.0, 130.0, 0.0, 0.00242158
130.0, 140.0, 0.0, 0.00242576
130.0, 150.0, 0.0, 0.00277033
130.0, 160.0, 0.0, 0.00294644
130.0, 170.0, 0.0, 0.00306541
130.0, 180.0, 0.0, 0.00284344
130.0, 190.0, 0.0, 0.00330125
130.0, 200.0, 0.0, 0.00254519
130.0, 210.0, 0.0, 0.00327486
130.0, 220.0, 0.0, 0.00298976
130.0, 230.0, 0.0, 0.00349915
130.0, 240.0, 0.0, 0.00379512
130.0, 250.0, 0.0, 0.00421648
130.0, 260.0, 0.0, 0.00453949
140.0, 0.0, 0.0, 0.00344806
140.0, 10.0, 0.0, 0.00477336
140.0, 20.0, 0.0, 0.00362572
140.0, 30.0, 0.0, 0.00293639
140.0, 40.0, 0.0, 0.00284835
140.0, 50.0, 0.0, 0.00317852
140.0, 60.0, 0.0, 0.00347018
140.0, 70.0, 0.0, 0.00293351
140.0, 80.0, 0.0, 0.00249788
140.0, 90.0, 0.0, 0.00225961
140.0, 100.0, 0.0, 0.00197166
140.0, 110.0, 0.0, 0.00209431
140.0, 120.0, 0.0, 0.00236696
140.0, 130.0, 0.0, 0.00245727
140.0, 140.0, 0.0, 0.00274498
140.0, 150.0, 0.0, 0.00288981
140.0, 160.0, 0.0, 0.00304852
140.0, 170.0, 0.0, 0.00313695
140.0, 180.0, 0.0, 0.00267495
140.0, 190.0, 0.0, 0.00249201
140.0, 200.0, 0.0, 0.00267174
140.0, 210.0, 0.0, 0.00245510
140.0, 220.0, 0.0, 0.00248118
140.0, 230.0, 0.0, 0.00269746
140.0, 240.0, 0.0, 0.00319285
140.0, 250.0, 0.0, 0.00374651
140.0, 260.0, 0.0, 0.00393171
150.0, 0.0, 0.0, 0.00238914
150.0, 10.0, 0.0, 0.00321128
150.0, 20.0, 0.0, 0.00392593
150.0, 30.0, 0.0, 0.00333653
150.0, 40.0, 0.0, 0.00322435
150.0, 50.0, 0.0, 0.00307038
150.0, 60.0, 0.0, 0.00283517
150.0, 70.0, 0.0, 0.00216087
150.0, 80.0, 0.0, 0.00194296
150.0, 90.0, 0.0, 0.00188872
150.0, 100.0, 0.0, 0.00186009
150.0, 110.0, 0.0, 0.00206258
150.0, 120.0, 0.0, 0.00224576
150.0, 130.0, 0.0, 0.00244240
150.0, 140.0, 0.0, 0.00270041
150.0, 150.0, 0.0, 0.00276772
150.0, 160.0, 0.0, 0.00277502
150.0, 170.0, 0.0, 0.00288006
150.0, 180.0, 0.0, 0.00282418
150.0, 190.0, 0.0, 0.00222117
150.0, 200.0, 0.0, 0.00216413
150.0, 210.0, 0.0, 0.00235794
150.0, 220.0, 0.0, 0.00264326
150.0, 230.0, 0.0, 0.00223161
150.0, 240.0, 0.0, 0.00252046
150.0, 250.0, 0.0, 0.00302833
150.0, 260.0, 0.0, 0.00342965
160.0, 0.0, 0.0, 0.00210751
160.0, 10.0, 0.0, 0.00364013
160.0, 20.0, 0.0, 0.00358277
160.0, 30.0, 0.0, 0.00311376
160.0, 40.0, 0.0, 0.00329444
160.0, 50.0, 0.0, 0.00348367
160.0, 60.0, 0.0, 0.00267853
160.0, 70.0, 0.0, 0.00189938
160.0, 80.0, 0.0, 0.00143108
160.0, 90.0, 0.0, 0.00138843
160.0, 100.0, 0.0, 0.00150032
160.0, 110.0, 0.0, 0.00178263
160.0, 120.0, 0.0, 0.00206895
160.0, 130.0, 0.0, 0.00232326
160.0, 140.0, 0.0, 0.00269229
160.0, 150.0, 0.0, 0.00289367
160.0, 160.0, 0.0, 0.00281055
160.0, 170.0, 0.0, 0.00279263
160.0, 180.0, 0.0, 0.00260540
160.0, 190.0, 0.0, 0.00237380
160.0, 200.0, 0.0, 0.00219362
160.0, 210.0, 0.0, 0.00225749
160.0, 220.0, 0.0, 0.00219374
160.0, 230.0, 0.0, 0.00204878
160.0, 240.0, 0.0, 0.00212336
160.0, 250.0, 0.0, 0.00260076
160.0, 260.0, 0.0, 0.00295748
170.0, 0.0, 0.0, 0.00165618
170.0, 10.0, 0.0, 0.00208423
170.0, 20.0, 0.0, 0.00270046
170.0, 30.0, 0.0, 0.00295133
170.0, 40.0, 0.0, 0.00310800
170.0, 50.0, 0.0, 0.00305316
170.0, 60.0, 0.0, 0.00228401
170.0, 70.0, 0.0, 0.00195110
170.0, 80.0, 0.0, 0.00141074
170.0, 90.0, 0.0, 0.00137151
170.0, 100.0, 0.0, 0.00155941
170.0, 110.0, 0.0, 0.00168519
170.0, 120.0, 0.0, 0.00193295
170.0, 130.0, 0.0, 0.00245101
170.0, 140.0, 0.0, 0.00277269
170.0, 150.0, 0.0, 0.00306747
170.0, 160.0, 0.0, 0.00292634
