S
I=8,J=8
0.000000, 0.000000, 4.558041
1.000000, 0.000000, 2.592975
2.000000, 0.000000, 1.445186
3.000000, 0.000000, 2.007786
4.000000, 0.000000, 3.362059
5.000000, 0.000000, 3.428858
6.000000, 0.000000, 3.760945
7.000000, 0.000000, 5.035521
0.000000, 1.000000, 5.394081
1.000000, 1.000000, 3.700838
2.000000, 1.000000, 1.931810
3.000000, 1.000000, 1.080660
4.000000, 1.000000, 0.788188
5.000000, 1.000000, 2.062779
6.000000, 1.000000, 3.203058
7.000000, 1.000000, 4.522936
0.000000, 2.000000, 4.313461
1.000000, 2.000000, 3.005525
2.000000, 2.000000, 2.021307
3.000000, 2.000000, 1.352230
4.000000, 2.000000, 1.177491
5.000000, 2.000000, 1.673741
6.000000, 2.000000, 2.448391
7.000000, 2.000000, 3.365493
0.000000, 3.000000, 3.552202
1.000000, 3.000000, 2.102499
2.000000, 3.000000, 2.062557
3.000000, 3.000000, 2.524585
4.000000, 3.000000, 3.015124
5.000000, 3.000000, 2.278331
6.000000, 3.000000, 1.871139
7.000000, 3.000000, 2.484784
0.000000, 4.000000, 1.978777
1.000000, 4.000000, 0.968467
2.000000, 4.000000, 1.672811
3.000000, 4.000000, 2.928843
4.000000, 4.000000, 5.825020
5.000000, 4.000000, 2.504599
6.000000, 4.000000, 0.835861
7.000000, 4.000000, 1.356799
0.000000, 5.000000, 1.356866
1.000000, 5.000000, 0.701105
2.000000, 5.000000, 1.051585
3.000000, 5.000000, 1.901002
4.000000, 5.000000, 2.645597
5.000000, 5.000000, 2.052564
6.000000, 5.000000, 0.876076
7.000000, 5.000000, 1.086362
0.000000, 6.000000, 2.251982
1.000000, 6.000000, 0.544994
2.000000, 6.000000, 0.519920
3.000000, 6.000000, 1.109555
4.000000, 6.000000, 1.533502
5.000000, 6.000000, 2.048757
6.000000, 6.000000, 2.040828
7.000000, 6.000000, 2.038063
0.000000, 7.000000, 5.908867
1.000000, 7.000000, 2.442142
2.000000, 7.000000, 1.253083
3.000000, 7.000000, 0.792695
4.000000, 7.000000, 1.295676
5.000000, 7.000000, 2.841241
6.000000, 7.000000, 3.617075
7.000000, 7.000000, 5.139248
