S
I=9,J=9
0.499500,0.499000,0.645589
1.498500,0.499000,0.487603
2.497500,0.499000,0.282218
3.496500,0.499000,0.128835
4.495500,0.499000,0.069132
5.494500,0.499000,0.066484
6.493500,0.499000,0.217024
7.492500,0.499000,0.612876
8.491500,0.499000,0.709089
0.499500,1.497000,0.643824
1.498500,1.497000,0.449191
2.497500,1.497000,0.168894
3.496500,1.497000,0.021128
4.495500,1.497000,-0.055317
5.494500,1.497000,-0.092783
6.493500,1.497000,-0.009973
7.492500,1.497000,0.377576
8.491500,1.497000,0.847866
0.499500,2.495000,0.508129
1.498500,2.495000,0.247349
2.497500,2.495000,0.013718
3.496500,2.495000,-0.053163
4.495500,2.495000,-0.099827
5.494500,2.495000,-0.124620
6.493500,2.495000,-0.089867
7.492500,2.495000,0.145700
8.491500,2.495000,0.590051
0.499500,3.493000,0.324833
1.498500,3.493000,0.130799
2.497500,3.493000,-0.008083
3.496500,3.493000,-0.047720
4.495500,3.493000,-0.060105
5.494500,3.493000,-0.055406
6.493500,3.493000,-0.015624
7.492500,3.493000,0.141233
8.491500,3.493000,0.470329
0.499500,4.491000,0.224823
1.498500,4.491000,0.103684
2.497500,4.491000,0.035659
3.496500,4.491000,0.025281
4.495500,4.491000,0.046185
5.494500,4.491000,0.088018
6.493500,4.491000,0.165595
7.492500,4.491000,0.311210
8.491500,4.491000,0.512904
0.499500,5.489000,0.169687
1.498500,5.489000,0.093638
2.497500,5.489000,0.093558
3.496500,5.489000,0.129962
4.495500,5.489000,0.187049
5.494500,5.489000,0.257550
6.493500,5.489000,0.354089
7.492500,5.489000,0.483246
8.491500,5.489000,0.615451
0.499500,6.487000,0.177527
1.498500,6.487000,0.131668
2.497500,6.487000,0.171521
3.496500,6.487000,0.244244
4.495500,6.487000,0.333263
5.494500,6.487000,0.411779
6.493500,6.487000,0.509314
7.492500,6.487000,0.621141
8.491500,6.487000,0.720352
0.499500,7.485000,0.252348
1.498500,7.485000,0.226425
2.497500,7.485000,0.259133
3.496500,7.485000,0.333208
4.495500,7.485000,0.425839
5.494500,7.485000,0.509436
6.493500,7.485000,0.601560
7.492500,7.485000,0.626421
8.491500,7.485000,0.616551
0.499500,8.483001,0.329382
1.498500,8.483001,0.310999
2.497500,8.483001,0.331948
3.496500,8.483001,0.383993
4.495500,8.483001,0.451973
5.494500,8.483001,0.525532
6.493500,8.483001,0.603166
7.492500,8.483001,0.475931
8.491500,8.483001,0.177079
