S3D
I=60,J=68,K=15
0.0, 0.0, 0.0, 0.00474374
0.0, 4.0, 0.0, 0.00464500
0.0, 8.0, 0.0, 0.00446873
0.0, 12.0, 0.0, 0.00437796
0.0, 16.0, 0.0, 0.00421614
0.0, 20.0, 0.0, 0.00428378
0.0, 24.0, 0.0, 0.00548676
0.0, 28.0, 0.0, 0.01034846
0.0, 32.0, 0.0, 0.01254499
0.0, 36.0, 0.0, 0.01448395
0.0, 40.0, 0.0, 0.01528828
0.0, 44.0, 0.0, 0.01477850
0.0, 48.0, 0.0, 0.01462570
0.0, 52.0, 0.0, 0.01568963
0.0, 56.0, 0.0, 0.01584627
0.0, 60.0, 0.0, 0.01571931
0.0, 64.0, 0.0, 0.01574702
0.0, 68.0, 0.0, 0.01581048
0.0, 72.0, 0.0, 0.01586821
0.0, 76.0, 0.0, 0.01589948
0.0, 80.0, 0.0, 0.01586829
0.0, 84.0, 0.0, 0.01575444
0.0, 88.0, 0.0, 0.01552993
0.0, 92.0, 0.0, 0.01524967
0.0, 96.0, 0.0, 0.01518297
0.0, 100.0, 0.0, 0.01536779
0.0, 104.0, 0.0, 0.01556969
0.0, 108.0, 0.0, 0.01560503
0.0, 112.0, 0.0, 0.01568700
0.0, 116.0, 0.0, 0.01567551
0.0, 120.0, 0.0, 0.01571238
0.0, 124.0, 0.0, 0.01567245
0.0, 128.0, 0.0, 0.01572989
0.0, 132.0, 0.0, 0.01540922
0.0, 136.0, 0.0, 0.01563607
0.0, 140.0, 0.0, 0.01617341
0.0, 144.0, 0.0, 0.01632733
0.0, 148.0, 0.0, 0.01609628
0.0, 152.0, 0.0, 0.01589540
0.0, 156.0, 0.0, 0.01590221
0.0, 160.0, 0.0, 0.01568722
0.0, 164.0, 0.0, 0.01570140
0.0, 168.0, 0.0, 0.01505409
0.0, 172.0, 0.0, 0.01501352
0.0, 176.0, 0.0, 0.01523939
0.0, 180.0, 0.0, 0.01559628
0.0, 184.0, 0.0, 0.01571435
0.0, 188.0, 0.0, 0.01536288
0.0, 192.0, 0.0, 0.01489055
0.0, 196.0, 0.0, 0.01480340
0.0, 200.0, 0.0, 0.01497793
0.0, 204.0, 0.0, 0.01207869
0.0, 208.0, 0.0, 0.01341955
0.0, 212.0, 0.0, 0.01400404
0.0, 216.0, 0.0, 0.01446080
0.0, 220.0, 0.0, 0.01511590
0.0, 224.0, 0.0, 0.01545525
0.0, 228.0, 0.0, 0.01562391
0.0, 232.0, 0.0, 0.01555574
0.0, 236.0, 0.0, 0.01556889
0.0, 240.0, 0.0, 0.01560289
0.0, 244.0, 0.0, 0.01557535
0.0, 248.0, 0.0, 0.01547910
0.0, 252.0, 0.0, 0.01514756
0.0, 256.0, 0.0, 0.01531904
0.0, 260.0, 0.0, 0.01582356
0.0, 264.0, 0.0, 0.01600780
0.0, 268.0, 0.0, 0.01607372
4.0, 0.0, 0.0, 0.00449719
4.0, 4.0, 0.0, 0.00452946
4.0, 8.0, 0.0, 0.00456312
4.0, 12.0, 0.0, 0.00439350
4.0, 16.0, 0.0, 0.00422835
4.0, 20.0, 0.0, 0.00417614
4.0, 24.0, 0.0, 0.00457767
4.0, 28.0, 0.0, 0.01117364
4.0, 32.0, 0.0, 0.01270524
4.0, 36.0, 0.0, 0.01437795
4.0, 40.0, 0.0, 0.01539225
4.0, 44.0, 0.0, 0.01493147
4.0, 48.0, 0.0, 0.01574698
4.0, 52.0, 0.0, 0.01591846
4.0, 56.0, 0.0, 0.01583068
4.0, 60.0, 0.0, 0.01574201
4.0, 64.0, 0.0, 0.01575613
4.0, 68.0, 0.0, 0.01585524
4.0, 72.0, 0.0, 0.01592906
4.0, 76.0, 0.0, 0.01594701
4.0, 80.0, 0.0, 0.01599968
4.0, 84.0, 0.0, 0.01579682
4.0, 88.0, 0.0, 0.01548415
4.0, 92.0, 0.0, 0.01535496
4.0, 96.0, 0.0, 0.01540472
4.0, 100.0, 0.0, 0.01561100
4.0, 104.0, 0.0, 0.01572300
4.0, 108.0, 0.0, 0.01572447
4.0, 112.0, 0.0, 0.01577402
4.0, 116.0, 0.0, 0.01600925
4.0, 120.0, 0.0, 0.01612767
4.0, 124.0, 0.0, 0.01622364
4.0, 128.0, 0.0, 0.01624945
4.0, 132.0, 0.0, 0.01619163
4.0, 136.0, 0.0, 0.01573712
4.0, 140.0, 0.0, 0.01581110
4.0, 144.0, 0.0, 0.01540760
4.0, 148.0, 0.0, 0.01519222
4.0, 152.0, 0.0, 0.01516086
4.0, 156.0, 0.0, 0.01543449
4.0, 160.0, 0.0, 0.01572547
4.0, 164.0, 0.0, 0.01606741
4.0, 168.0, 0.0, 0.01578464
4.0, 172.0, 0.0, 0.01503968
4.0, 176.0, 0.0, 0.01478199
4.0, 180.0, 0.0, 0.01546352
4.0, 184.0, 0.0, 0.01524938
4.0, 188.0, 0.0, 0.01425814
4.0, 192.0, 0.0, 0.01457775
4.0, 196.0, 0.0, 0.01404512
4.0, 200.0, 0.0, 0.01400663
4.0, 204.0, 0.0, 0.01347746
4.0, 208.0, 0.0, 0.01369226
4.0, 212.0, 0.0, 0.01454142
4.0, 216.0, 0.0, 0.01545676
4.0, 220.0, 0.0, 0.01511740
4.0, 224.0, 0.0, 0.01520468
4.0, 228.0, 0.0, 0.01482390
4.0, 232.0, 0.0, 0.01445326
4.0, 236.0, 0.0, 0.01435704
4.0, 240.0, 0.0, 0.01398733
4.0, 244.0, 0.0, 0.01405711
4.0, 248.0, 0.0, 0.01411357
4.0, 252.0, 0.0, 0.01442400
4.0, 256.0, 0.0, 0.01453725
4.0, 260.0, 0.0, 0.01513182
4.0, 264.0, 0.0, 0.01547320
4.0, 268.0, 0.0, 0.01552203
8.0, 0.0, 0.0, 0.00493012
8.0, 4.0, 0.0, 0.00448727
8.0, 8.0, 0.0, 0.00444819
8.0, 12.0, 0.0, 0.00433466
8.0, 16.0, 0.0, 0.00413739
8.0, 20.0, 0.0, 0.00385895
8.0, 24.0, 0.0, 0.00902861
8.0, 28.0, 0.0, 0.01235340
8.0, 32.0, 0.0, 0.01239401
8.0, 36.0, 0.0, 0.01474400
8.0, 40.0, 0.0, 0.01547285
8.0, 44.0, 0.0, 0.01556297
8.0, 48.0, 0.0, 0.01607256
8.0, 52.0, 0.0, 0.01601608
8.0, 56.0, 0.0, 0.01590421
8.0, 60.0, 0.0, 0.01579690
8.0, 64.0, 0.0, 0.01573717
8.0, 68.0, 0.0, 0.01564682
8.0, 72.0, 0.0, 0.01553620
8.0, 76.0, 0.0, 0.01555115
8.0, 80.0, 0.0, 0.01553462
8.0, 84.0, 0.0, 0.01528242
8.0, 88.0, 0.0, 0.01504033
8.0, 92.0, 0.0, 0.01500563
8.0, 96.0, 0.0, 0.01512026
8.0, 100.0, 0.0, 0.01531816
8.0, 104.0, 0.0, 0.01549655
8.0, 108.0, 0.0, 0.01554177
8.0, 112.0, 0.0, 0.01550318
8.0, 116.0, 0.0, 0.01563318
8.0, 120.0, 0.0, 0.01578828
8.0, 124.0, 0.0, 0.01590537
8.0, 128.0, 0.0, 0.01592626
8.0, 132.0, 0.0, 0.01593455
8.0, 136.0, 0.0, 0.01569013
8.0, 140.0, 0.0, 0.01513077
8.0, 144.0, 0.0, 0.01427644
8.0, 148.0, 0.0, 0.01473591
8.0, 152.0, 0.0, 0.01465992
8.0, 156.0, 0.0, 0.01478845
8.0, 160.0, 0.0, 0.01498475
8.0, 164.0, 0.0, 0.01531605
8.0, 168.0, 0.0, 0.01566393
8.0, 172.0, 0.0, 0.01571985
8.0, 176.0, 0.0, 0.01580246
8.0, 180.0, 0.0, 0.01548022
8.0, 184.0, 0.0, 0.01465004
8.0, 188.0, 0.0, 0.01388000
8.0, 192.0, 0.0, 0.01330565
8.0, 196.0, 0.0, 0.01436365
8.0, 200.0, 0.0, 0.01450389
8.0, 204.0, 0.0, 0.01457410
8.0, 208.0, 0.0, 0.01448026
8.0, 212.0, 0.0, 0.01514769
8.0, 216.0, 0.0, 0.01607617
8.0, 220.0, 0.0, 0.01557230
8.0, 224.0, 0.0, 0.01412100
8.0, 228.0, 0.0, 0.01452875
8.0, 232.0, 0.0, 0.01426342
8.0, 236.0, 0.0, 0.01400954
8.0, 240.0, 0.0, 0.01385895
8.0, 244.0, 0.0, 0.01359386
8.0, 248.0, 0.0, 0.01382454
8.0, 252.0, 0.0, 0.01413274
8.0, 256.0, 0.0, 0.01435060
8.0, 260.0, 0.0, 0.01464554
8.0, 264.0, 0.0, 0.01493890
8.0, 268.0, 0.0, 0.01497556
12.0, 0.0, 0.0, 0.00450593
12.0, 4.0, 0.0, 0.00420764
12.0, 8.0, 0.0, 0.00438636
12.0, 12.0, 0.0, 0.00436032
12.0, 16.0, 0.0, 0.00407031
12.0, 20.0, 0.0, 0.00542462
12.0, 24.0, 0.0, 0.01103026
12.0, 28.0, 0.0, 0.01244156
12.0, 32.0, 0.0, 0.01309225
12.0, 36.0, 0.0, 0.01407283
12.0, 40.0, 0.0, 0.01518740
12.0, 44.0, 0.0, 0.01445465
12.0, 48.0, 0.0, 0.01577557
12.0, 52.0, 0.0, 0.01584121
12.0, 56.0, 0.0, 0.01568064
12.0, 60.0, 0.0, 0.01551439
12.0, 64.0, 0.0, 0.01541997
12.0, 68.0, 0.0, 0.01540680
12.0, 72.0, 0.0, 0.01545232
12.0, 76.0, 0.0, 0.01550100
12.0, 80.0, 0.0, 0.01534004
12.0, 84.0, 0.0, 0.01502252
12.0, 88.0, 0.0, 0.01476741
12.0, 92.0, 0.0, 0.01467572
12.0, 96.0, 0.0, 0.01483245
12.0, 100.0, 0.0, 0.01501375
12.0, 104.0, 0.0, 0.01526762
12.0, 108.0, 0.0, 0.01525335
12.0, 112.0, 0.0, 0.01483411
12.0, 116.0, 0.0, 0.01497250
12.0, 120.0, 0.0, 0.01513897
12.0, 124.0, 0.0, 0.01526336
12.0, 128.0, 0.0, 0.01546875
12.0, 132.0, 0.0, 0.01557162
12.0, 136.0, 0.0, 0.01522319
12.0, 140.0, 0.0, 0.01441592
12.0, 144.0, 0.0, 0.01343660
12.0, 148.0, 0.0, 0.01401352
12.0, 152.0, 0.0, 0.01411318
12.0, 156.0, 0.0, 0.01423098
12.0, 160.0, 0.0, 0.01459371
12.0, 164.0, 0.0, 0.01487588
12.0, 168.0, 0.0, 0.01526186
12.0, 172.0, 0.0, 0.01544774
12.0, 176.0, 0.0, 0.01563911
12.0, 180.0, 0.0, 0.01573143
12.0, 184.0, 0.0, 0.01583218
12.0, 188.0, 0.0, 0.01598115
12.0, 192.0, 0.0, 0.01599521
12.0, 196.0, 0.0, 0.01605389
12.0, 200.0, 0.0, 0.01585831
12.0, 204.0, 0.0, 0.01508159
12.0, 208.0, 0.0, 0.01503612
12.0, 212.0, 0.0, 0.01502594
12.0, 216.0, 0.0, 0.01484117
12.0, 220.0, 0.0, 0.01522165
12.0, 224.0, 0.0, 0.01468751
12.0, 228.0, 0.0, 0.01485298
12.0, 232.0, 0.0, 0.01407603
12.0, 236.0, 0.0, 0.01401317
12.0, 240.0, 0.0, 0.01378261
