S3D
I=20,J=23,K=10
0.0, 0.0, 0.0, 0.00474374
0.0, 12.0, 0.0, 0.00437796
0.0, 24.0, 0.0, 0.00548676
0.0, 36.0, 0.0, 0.01448395
0.0, 48.0, 0.0, 0.01462570
0.0, 60.0, 0.0, 0.01571931
0.0, 72.0, 0.0, 0.01586821
0.0, 84.0, 0.0, 0.01575444
0.0, 96.0, 0.0, 0.01518297
0.0, 108.0, 0.0, 0.01560503
0.0, 120.0, 0.0, 0.01571238
0.0, 132.0, 0.0, 0.01540922
0.0, 144.0, 0.0, 0.01632733
0.0, 156.0, 0.0, 0.01590221
0.0, 168.0, 0.0, 0.01505409
0.0, 180.0, 0.0, 0.01559628
0.0, 192.0, 0.0, 0.01489055
0.0, 204.0, 0.0, 0.01207869
0.0, 216.0, 0.0, 0.01446080
0.0, 228.0, 0.0, 0.01562391
0.0, 240.0, 0.0, 0.01560289
0.0, 252.0, 0.0, 0.01514756
0.0, 264.0, 0.0, 0.01600780
12.0, 0.0, 0.0, 0.00450593
12.0, 12.0, 0.0, 0.00436006
12.0, 24.0, 0.0, 0.01099236
12.0, 36.0, 0.0, 0.01396127
12.0, 48.0, 0.0, 0.01575152
12.0, 60.0, 0.0, 0.01551553
12.0, 72.0, 0.0, 0.01545303
12.0, 84.0, 0.0, 0.01502770
12.0, 96.0, 0.0, 0.01482121
12.0, 108.0, 0.0, 0.01519759
12.0, 120.0, 0.0, 0.01512701
12.0, 132.0, 0.0, 0.01553314
12.0, 144.0, 0.0, 0.01344218
12.0, 156.0, 0.0, 0.01400050
12.0, 168.0, 0.0, 0.01514845
12.0, 180.0, 0.0, 0.01574955
12.0, 192.0, 0.0, 0.01569767
12.0, 204.0, 0.0, 0.01536508
12.0, 216.0, 0.0, 0.01497595
12.0, 228.0, 0.0, 0.01485267
12.0, 240.0, 0.0, 0.01378229
12.0, 252.0, 0.0, 0.01376860
12.0, 264.0, 0.0, 0.01438425
24.0, 0.0, 0.0, 0.00370303
24.0, 12.0, 0.0, 0.00387970
24.0, 24.0, 0.0, 0.00944358
24.0, 36.0, 0.0, 0.01231948
24.0, 48.0, 0.0, 0.01515666
24.0, 60.0, 0.0, 0.01534058
24.0, 72.0, 0.0, 0.01536690
24.0, 84.0, 0.0, 0.01453225
24.0, 96.0, 0.0, 0.01444534
24.0, 108.0, 0.0, 0.01487782
24.0, 120.0, 0.0, 0.01428078
24.0, 132.0, 0.0, 0.01424429
24.0, 144.0, 0.0, 0.01256366
24.0, 156.0, 0.0, 0.01237417
24.0, 168.0, 0.0, 0.01370004
24.0, 180.0, 0.0, 0.01440021
24.0, 192.0, 0.0, 0.01480268
24.0, 204.0, 0.0, 0.01401666
24.0, 216.0, 0.0, 0.01368412
24.0, 228.0, 0.0, 0.01415580
24.0, 240.0, 0.0, 0.01369626
24.0, 252.0, 0.0, 0.01283840
24.0, 264.0, 0.0, 0.01264339
36.0, 0.0, 0.0, 0.00314055
36.0, 12.0, 0.0, 0.00330354
36.0, 24.0, 0.0, 0.00361654
36.0, 36.0, 0.0, 0.01434666
36.0, 48.0, 0.0, 0.01477710
36.0, 60.0, 0.0, 0.01461031
36.0, 72.0, 0.0, 0.01435715
36.0, 84.0, 0.0, 0.01393830
36.0, 96.0, 0.0, 0.01368711
36.0, 108.0, 0.0, 0.01368374
36.0, 120.0, 0.0, 0.01363536
36.0, 132.0, 0.0, 0.01340471
36.0, 144.0, 0.0, 0.01282932
36.0, 156.0, 0.0, 0.01256354
36.0, 168.0, 0.0, 0.01245872
36.0, 180.0, 0.0, 0.01161586
36.0, 192.0, 0.0, 0.01164031
36.0, 204.0, 0.0, 0.01304691
36.0, 216.0, 0.0, 0.01309463
36.0, 228.0, 0.0, 0.01329264
36.0, 240.0, 0.0, 0.01356576
36.0, 252.0, 0.0, 0.01259869
36.0, 264.0, 0.0, 0.01216880
48.0, 0.0, 0.0, 0.00292321
48.0, 12.0, 0.0, 0.00894797
48.0, 24.0, 0.0, 0.01126230
48.0, 36.0, 0.0, 0.01268304
48.0, 48.0, 0.0, 0.01310886
48.0, 60.0, 0.0, 0.01343535
48.0, 72.0, 0.0, 0.01332850
48.0, 84.0, 0.0, 0.01267632
48.0, 96.0, 0.0, 0.01227006
48.0, 108.0, 0.0, 0.01244070
48.0, 120.0, 0.0, 0.01198996
48.0, 132.0, 0.0, 0.01258922
48.0, 144.0, 0.0, 0.01092115
48.0, 156.0, 0.0, 0.01118675
48.0, 168.0, 0.0, 0.01102191
48.0, 180.0, 0.0, 0.00947209
48.0, 192.0, 0.0, 0.00834542
48.0, 204.0, 0.0, 0.01196701
48.0, 216.0, 0.0, 0.01130179
48.0, 228.0, 0.0, 0.01229191
48.0, 240.0, 0.0, 0.01418630
48.0, 252.0, 0.0, 0.01270814
48.0, 264.0, 0.0, 0.01195350
60.0, 0.0, 0.0, 0.00281140
60.0, 12.0, 0.0, 0.00880393
60.0, 24.0, 0.0, 0.01091473
60.0, 36.0, 0.0, 0.01238037
60.0, 48.0, 0.0, 0.01239683
60.0, 60.0, 0.0, 0.01246050
60.0, 72.0, 0.0, 0.01094609
60.0, 84.0, 0.0, 0.01094770
60.0, 96.0, 0.0, 0.00998372
60.0, 108.0, 0.0, 0.00987698
60.0, 120.0, 0.0, 0.00940433
60.0, 132.0, 0.0, 0.00881118
60.0, 144.0, 0.0, 0.00836818
60.0, 156.0, 0.0, 0.00861634
60.0, 168.0, 0.0, 0.00832567
60.0, 180.0, 0.0, 0.00886114
60.0, 192.0, 0.0, 0.01176421
60.0, 204.0, 0.0, 0.01261870
60.0, 216.0, 0.0, 0.01252444
60.0, 228.0, 0.0, 0.01250600
60.0, 240.0, 0.0, 0.01242029
60.0, 252.0, 0.0, 0.01263269
60.0, 264.0, 0.0, 0.01229031
72.0, 0.0, 0.0, 0.00268177
72.0, 12.0, 0.0, 0.00845772
72.0, 24.0, 0.0, 0.00990208
72.0, 36.0, 0.0, 0.00817969
72.0, 48.0, 0.0, 0.00733145
72.0, 60.0, 0.0, 0.00740839
72.0, 72.0, 0.0, 0.00577701
72.0, 84.0, 0.0, 0.00564284
72.0, 96.0, 0.0, 0.00547093
72.0, 108.0, 0.0, 0.00544798
72.0, 120.0, 0.0, 0.00595147
72.0, 132.0, 0.0, 0.00526215
72.0, 144.0, 0.0, 0.00537782
72.0, 156.0, 0.0, 0.00432772
72.0, 168.0, 0.0, 0.00576038
72.0, 180.0, 0.0, 0.00479213
72.0, 192.0, 0.0, 0.00748150
72.0, 204.0, 0.0, 0.00838726
72.0, 216.0, 0.0, 0.00978061
72.0, 228.0, 0.0, 0.01043264
72.0, 240.0, 0.0, 0.01097981
72.0, 252.0, 0.0, 0.01202101
72.0, 264.0, 0.0, 0.01238559
84.0, 0.0, 0.0, 0.00289162
84.0, 12.0, 0.0, 0.00691343
84.0, 24.0, 0.0, 0.00643931
84.0, 36.0, 0.0, 0.00621279
84.0, 48.0, 0.0, 0.00524097
84.0, 60.0, 0.0, 0.00555391
84.0, 72.0, 0.0, 0.00516826
84.0, 84.0, 0.0, 0.00509507
84.0, 96.0, 0.0, 0.00425861
84.0, 108.0, 0.0, 0.00431787
84.0, 120.0, 0.0, 0.00393133
84.0, 132.0, 0.0, 0.00386404
84.0, 144.0, 0.0, 0.00414727
84.0, 156.0, 0.0, 0.00353859
84.0, 168.0, 0.0, 0.00427262
84.0, 180.0, 0.0, 0.00399478
84.0, 192.0, 0.0, 0.00552763
84.0, 204.0, 0.0, 0.00585523
84.0, 216.0, 0.0, 0.00689790
84.0, 228.0, 0.0, 0.00845474
84.0, 240.0, 0.0, 0.00952297
84.0, 252.0, 0.0, 0.01033650
84.0, 264.0, 0.0, 0.01188382
96.0, 0.0, 0.0, 0.00361563
96.0, 12.0, 0.0, 0.00443492
96.0, 24.0, 0.0, 0.00453711
96.0, 36.0, 0.0, 0.00494561
96.0, 48.0, 0.0, 0.00505546
96.0, 60.0, 0.0, 0.00524635
96.0, 72.0, 0.0, 0.00501842
96.0, 84.0, 0.0, 0.00477595
96.0, 96.0, 0.0, 0.00434582
96.0, 108.0, 0.0, 0.00380959
96.0, 120.0, 0.0, 0.00324217
96.0, 132.0, 0.0, 0.00345281
96.0, 144.0, 0.0, 0.00321875
96.0, 156.0, 0.0, 0.00325331
96.0, 168.0, 0.0, 0.00356874
96.0, 180.0, 0.0, 0.00416014
96.0, 192.0, 0.0, 0.00536840
96.0, 204.0, 0.0, 0.00622332
96.0, 216.0, 0.0, 0.00647126
96.0, 228.0, 0.0, 0.00738312
96.0, 240.0, 0.0, 0.00847244
96.0, 252.0, 0.0, 0.00898599
96.0, 264.0, 0.0, 0.01003164
108.0, 0.0, 0.0, 0.00391659
108.0, 12.0, 0.0, 0.00356915
108.0, 24.0, 0.0, 0.00371633
108.0, 36.0, 0.0, 0.00436174
108.0, 48.0, 0.0, 0.00463514
108.0, 60.0, 0.0, 0.00439827
108.0, 72.0, 0.0, 0.00416443
108.0, 84.0, 0.0, 0.00278424
108.0, 96.0, 0.0, 0.00251000
108.0, 108.0, 0.0, 0.00262258
108.0, 120.0, 0.0, 0.00276995
108.0, 132.0, 0.0, 0.00286014
108.0, 144.0, 0.0, 0.00280764
108.0, 156.0, 0.0, 0.00288269
108.0, 168.0, 0.0, 0.00312641
108.0, 180.0, 0.0, 0.00302497
108.0, 192.0, 0.0, 0.00379887
108.0, 204.0, 0.0, 0.00437876
108.0, 216.0, 0.0, 0.00466060
108.0, 228.0, 0.0, 0.00496128
108.0, 240.0, 0.0, 0.00622401
108.0, 252.0, 0.0, 0.00768292
108.0, 264.0, 0.0, 0.00935635
120.0, 0.0, 0.0, 0.00376458
120.0, 12.0, 0.0, 0.00334273
120.0, 24.0, 0.0, 0.00279145
120.0, 36.0, 0.0, 0.00247953
120.0, 48.0, 0.0, 0.00270035
120.0, 60.0, 0.0, 0.00280560
120.0, 72.0, 0.0, 0.00292847
120.0, 84.0, 0.0, 0.00291607
120.0, 96.0, 0.0, 0.00272378
120.0, 108.0, 0.0, 0.00271163
120.0, 120.0, 0.0, 0.00258008
120.0, 132.0, 0.0, 0.00245461
120.0, 144.0, 0.0, 0.00251103
120.0, 156.0, 0.0, 0.00286492
120.0, 168.0, 0.0, 0.00277172
120.0, 180.0, 0.0, 0.00321686
120.0, 192.0, 0.0, 0.00303164
120.0, 204.0, 0.0, 0.00328315
120.0, 216.0, 0.0, 0.00281833
120.0, 228.0, 0.0, 0.00477186
120.0, 240.0, 0.0, 0.00520137
120.0, 252.0, 0.0, 0.00557849
120.0, 264.0, 0.0, 0.00635437
132.0, 0.0, 0.0, 0.00357921
132.0, 12.0, 0.0, 0.00405254
132.0, 24.0, 0.0, 0.00350336
132.0, 36.0, 0.0, 0.00319984
132.0, 48.0, 0.0, 0.00313160
132.0, 60.0, 0.0, 0.00320587
132.0, 72.0, 0.0, 0.00304493
132.0, 84.0, 0.0, 0.00219519
132.0, 96.0, 0.0, 0.00212024
132.0, 108.0, 0.0, 0.00229370
132.0, 120.0, 0.0, 0.00268412
132.0, 132.0, 0.0, 0.00253794
132.0, 144.0, 0.0, 0.00251751
132.0, 156.0, 0.0, 0.00279266
132.0, 168.0, 0.0, 0.00318297
132.0, 180.0, 0.0, 0.00273405
132.0, 192.0, 0.0, 0.00290616
132.0, 204.0, 0.0, 0.00265536
132.0, 216.0, 0.0, 0.00335946
132.0, 228.0, 0.0, 0.00315863
132.0, 240.0, 0.0, 0.00353955
132.0, 252.0, 0.0, 0.00411336
132.0, 264.0, 0.0, 0.00451776
144.0, 0.0, 0.0, 0.00285414
144.0, 12.0, 0.0, 0.00392040
144.0, 24.0, 0.0, 0.00348210
144.0, 36.0, 0.0, 0.00308090
144.0, 48.0, 0.0, 0.00324780
144.0, 60.0, 0.0, 0.00301730
144.0, 72.0, 0.0, 0.00237850
144.0, 84.0, 0.0, 0.00219140
144.0, 96.0, 0.0, 0.00207367
144.0, 108.0, 0.0, 0.00204086
144.0, 120.0, 0.0, 0.00240884
144.0, 132.0, 0.0, 0.00256134
144.0, 144.0, 0.0, 0.00274321
144.0, 156.0, 0.0, 0.00296187
144.0, 168.0, 0.0, 0.00307509
144.0, 180.0, 0.0, 0.00296338
144.0, 192.0, 0.0, 0.00239118
144.0, 204.0, 0.0, 0.00265840
144.0, 216.0, 0.0, 0.00227980
144.0, 228.0, 0.0, 0.00235871
144.0, 240.0, 0.0, 0.00287638
144.0, 252.0, 0.0, 0.00344868
144.0, 264.0, 0.0, 0.00418701
156.0, 0.0, 0.0, 0.00207056
156.0, 12.0, 0.0, 0.00385888
156.0, 24.0, 0.0, 0.00376112
156.0, 36.0, 0.0, 0.00324612
156.0, 48.0, 0.0, 0.00358713
156.0, 60.0, 0.0, 0.00270065
156.0, 72.0, 0.0, 0.00187195
156.0, 84.0, 0.0, 0.00163835
156.0, 96.0, 0.0, 0.00168777
156.0, 108.0, 0.0, 0.00192972
156.0, 120.0, 0.0, 0.00209703
156.0, 132.0, 0.0, 0.00239827
156.0, 144.0, 0.0, 0.00267208
156.0, 156.0, 0.0, 0.00283390
156.0, 168.0, 0.0, 0.00274033
156.0, 180.0, 0.0, 0.00256083
156.0, 192.0, 0.0, 0.00224818
156.0, 204.0, 0.0, 0.00214799
156.0, 216.0, 0.0, 0.00211215
156.0, 228.0, 0.0, 0.00219105
156.0, 240.0, 0.0, 0.00228964
156.0, 252.0, 0.0, 0.00281250
156.0, 264.0, 0.0, 0.00349144
168.0, 0.0, 0.0, 0.00176473
168.0, 12.0, 0.0, 0.00197116
168.0, 24.0, 0.0, 0.00267684
168.0, 36.0, 0.0, 0.00293331
168.0, 48.0, 0.0, 0.00296136
168.0, 60.0, 0.0, 0.00228972
168.0, 72.0, 0.0, 0.00188167
168.0, 84.0, 0.0, 0.00141051
168.0, 96.0, 0.0, 0.00143606
168.0, 108.0, 0.0, 0.00166633
168.0, 120.0, 0.0, 0.00199867
168.0, 132.0, 0.0, 0.00249112
168.0, 144.0, 0.0, 0.00287695
168.0, 156.0, 0.0, 0.00290996
168.0, 168.0, 0.0, 0.00305451
168.0, 180.0, 0.0, 0.00265809
168.0, 192.0, 0.0, 0.00237254
168.0, 204.0, 0.0, 0.00230687
168.0, 216.0, 0.0, 0.00211021
168.0, 228.0, 0.0, 0.00185472
168.0, 240.0, 0.0, 0.00196784
168.0, 252.0, 0.0, 0.00233398
168.0, 264.0, 0.0, 0.00283733
180.0, 0.0, 0.0, 0.00186375
180.0, 12.0, 0.0, 0.00192509
180.0, 24.0, 0.0, 0.00201355
180.0, 36.0, 0.0, 0.00271948
180.0, 48.0, 0.0, 0.00285673
180.0, 60.0, 0.0, 0.00229994
180.0, 72.0, 0.0, 0.00191845
180.0, 84.0, 0.0, 0.00172934
180.0, 96.0, 0.0, 0.00161081
180.0, 108.0, 0.0, 0.00153763
180.0, 120.0, 0.0, 0.00186324
180.0, 132.0, 0.0, 0.00239357
180.0, 144.0, 0.0, 0.00217218
180.0, 156.0, 0.0, 0.00253918
180.0, 168.0, 0.0, 0.00230214
180.0, 180.0, 0.0, 0.00270534
180.0, 192.0, 0.0, 0.00272891
180.0, 204.0, 0.0, 0.00234260
180.0, 216.0, 0.0, 0.00203812
180.0, 228.0, 0.0, 0.00171844
180.0, 240.0, 0.0, 0.00152093
180.0, 252.0, 0.0, 0.00196989
180.0, 264.0, 0.0, 0.00244502
192.0, 0.0, 0.0, 0.00136825
192.0, 12.0, 0.0, 0.00138014
192.0, 24.0, 0.0, 0.00165962
192.0, 36.0, 0.0, 0.00186111
192.0, 48.0, 0.0, 0.00209026
192.0, 60.0, 0.0, 0.00233003
192.0, 72.0, 0.0, 0.00207442
192.0, 84.0, 0.0, 0.00178112
192.0, 96.0, 0.0, 0.00159957
192.0, 108.0, 0.0, 0.00167712
192.0, 120.0, 0.0, 0.00177185
192.0, 132.0, 0.0, 0.00185644
192.0, 144.0, 0.0, 0.00167392
192.0, 156.0, 0.0, 0.00187699
192.0, 168.0, 0.0, 0.00219813
192.0, 180.0, 0.0, 0.00196403
192.0, 192.0, 0.0, 0.00174636
192.0, 204.0, 0.0, 0.00180053
192.0, 216.0, 0.0, 0.00183654
192.0, 228.0, 0.0, 0.00157923
192.0, 240.0, 0.0, 0.00139999
192.0, 252.0, 0.0, 0.00147922
192.0, 264.0, 0.0, 0.00235896
204.0, 0.0, 0.0, 0.00130630
204.0, 12.0, 0.0, 0.00137430
204.0, 24.0, 0.0, 0.00187780
204.0, 36.0, 0.0, 0.00191422
204.0, 48.0, 0.0, 0.00236299
204.0, 60.0, 0.0, 0.00245256
204.0, 72.0, 0.0, 0.00222860
