S
I=9,J=9
0.499500,0.499000,0.110296
1.498500,0.499000,0.122761
2.497500,0.499000,0.137805
3.496500,0.499000,0.221908
4.495500,0.499000,0.425979
5.494500,0.499000,0.607423
6.493500,0.499000,0.733847
7.492500,0.499000,0.751344
8.491500,0.499000,0.723654
0.499500,1.497000,0.126526
1.498500,1.497000,0.176722
2.497500,1.497000,0.259931
3.496500,1.497000,0.390611
4.495500,1.497000,0.549276
5.494500,1.497000,0.693079
6.493500,1.497000,0.807041
7.492500,1.497000,0.774745
8.491500,1.497000,0.709615
0.499500,2.495000,0.135767
1.498500,2.495000,0.221612
2.497500,2.495000,0.365450
3.496500,2.495000,0.546379
4.495500,2.495000,0.667496
5.494500,2.495000,0.724746
6.493500,2.495000,0.754730
7.492500,2.495000,0.728417
8.491500,2.495000,0.668773
0.499500,3.493000,0.114940
1.498500,3.493000,0.211375
2.497500,3.493000,0.384464
3.496500,3.493000,0.636368
4.495500,3.493000,0.712196
5.494500,3.493000,0.688049
6.493500,3.493000,0.683886
7.492500,3.493000,0.667576
8.491500,3.493000,0.641247
0.499500,4.491000,0.060652
1.498500,4.491000,0.136365
2.497500,4.491000,0.268654
3.496500,4.491000,0.416264
4.495500,4.491000,0.515373
5.494500,4.491000,0.563541
6.493500,4.491000,0.591646
7.492500,4.491000,0.601828
8.491500,4.491000,0.603295
0.499500,5.489000,0.029745
1.498500,5.489000,0.067992
2.497500,5.489000,0.130007
3.496500,5.489000,0.153336
4.495500,5.489000,0.283908
5.494500,5.489000,0.426249
6.493500,5.489000,0.500860
7.492500,5.489000,0.537559
8.491500,5.489000,0.559303
0.499500,6.487000,0.058360
1.498500,6.487000,0.060852
2.497500,6.487000,0.085005
3.496500,6.487000,0.130722
4.495500,6.487000,0.238443
5.494500,6.487000,0.363953
6.493500,6.487000,0.443753
7.492500,6.487000,0.487254
8.491500,6.487000,0.517635
0.499500,7.485000,0.106845
1.498500,7.485000,0.077022
2.497500,7.485000,0.092358
3.496500,7.485000,0.166358
4.495500,7.485000,0.270285
5.494500,7.485000,0.365900
6.493500,7.485000,0.423776
7.492500,7.485000,0.458602
8.491500,7.485000,0.485394
0.499500,8.483001,0.150356
1.498500,8.483001,0.081966
2.497500,8.483001,0.110915
3.496500,8.483001,0.208810
4.495500,8.483001,0.321840
5.494500,8.483001,0.383704
6.493500,8.483001,0.422898
7.492500,8.483001,0.454113
8.491500,8.483001,0.485595
