S3D
I=24,J=27,K=3
0.0, 0.0, 0.0, 0.00474374
0.0, 10.0, 0.0, 0.00435648
0.0, 20.0, 0.0, 0.00428378
0.0, 30.0, 0.0, 0.01212665
0.0, 40.0, 0.0, 0.01528828
0.0, 50.0, 0.0, 0.01533114
0.0, 60.0, 0.0, 0.01571931
0.0, 70.0, 0.0, 0.01584035
0.0, 80.0, 0.0, 0.01586829
0.0, 90.0, 0.0, 0.01538015
0.0, 100.0, 0.0, 0.01536779
0.0, 110.0, 0.0, 0.01563765
0.0, 120.0, 0.0, 0.01571238
0.0, 130.0, 0.0, 0.01571465
0.0, 140.0, 0.0, 0.01617341
0.0, 150.0, 0.0, 0.01597160
0.0, 160.0, 0.0, 0.01568722
0.0, 170.0, 0.0, 0.01490551
0.0, 180.0, 0.0, 0.01559628
0.0, 190.0, 0.0, 0.01509192
0.0, 200.0, 0.0, 0.01497793
0.0, 210.0, 0.0, 0.01398411
0.0, 220.0, 0.0, 0.01511590
0.0, 230.0, 0.0, 0.01558066
0.0, 240.0, 0.0, 0.01560289
0.0, 250.0, 0.0, 0.01534512
0.0, 260.0, 0.0, 0.01582356
10.0, 0.0, 0.0, 0.00486494
10.0, 10.0, 0.0, 0.00439297
10.0, 20.0, 0.0, 0.00378077
10.0, 30.0, 0.0, 0.01289312
10.0, 40.0, 0.0, 0.01540724
10.0, 50.0, 0.0, 0.01602767
10.0, 60.0, 0.0, 0.01565026
10.0, 70.0, 0.0, 0.01545791
10.0, 80.0, 0.0, 0.01546732
10.0, 90.0, 0.0, 0.01481837
10.0, 100.0, 0.0, 0.01514354
10.0, 110.0, 0.0, 0.01521215
10.0, 120.0, 0.0, 0.01537963
10.0, 130.0, 0.0, 0.01571655
10.0, 140.0, 0.0, 0.01474779
10.0, 150.0, 0.0, 0.01438025
10.0, 160.0, 0.0, 0.01473324
10.0, 170.0, 0.0, 0.01543342
10.0, 180.0, 0.0, 0.01568849
10.0, 190.0, 0.0, 0.01507570
10.0, 200.0, 0.0, 0.01501807
10.0, 210.0, 0.0, 0.01471476
10.0, 220.0, 0.0, 0.01539881
10.0, 230.0, 0.0, 0.01447769
10.0, 240.0, 0.0, 0.01381225
10.0, 250.0, 0.0, 0.01390654
10.0, 260.0, 0.0, 0.01410835
20.0, 0.0, 0.0, 0.00368727
20.0, 10.0, 0.0, 0.00400437
20.0, 20.0, 0.0, 0.00416776
20.0, 30.0, 0.0, 0.01064483
20.0, 40.0, 0.0, 0.01398591
20.0, 50.0, 0.0, 0.01567676
20.0, 60.0, 0.0, 0.01537280
20.0, 70.0, 0.0, 0.01538465
20.0, 80.0, 0.0, 0.01492678
20.0, 90.0, 0.0, 0.01433756
20.0, 100.0, 0.0, 0.01466776
20.0, 110.0, 0.0, 0.01458826
20.0, 120.0, 0.0, 0.01457434
20.0, 130.0, 0.0, 0.01482670
20.0, 140.0, 0.0, 0.01373508
20.0, 150.0, 0.0, 0.01200855
20.0, 160.0, 0.0, 0.01316719
20.0, 170.0, 0.0, 0.01369928
20.0, 180.0, 0.0, 0.01475281
20.0, 190.0, 0.0, 0.01505635
20.0, 200.0, 0.0, 0.01541968
20.0, 210.0, 0.0, 0.01397032
20.0, 220.0, 0.0, 0.01426349
20.0, 230.0, 0.0, 0.01438286
20.0, 240.0, 0.0, 0.01382984
20.0, 250.0, 0.0, 0.01296474
20.0, 260.0, 0.0, 0.01282909
30.0, 0.0, 0.0, 0.00340168
30.0, 10.0, 0.0, 0.00341217
30.0, 20.0, 0.0, 0.00337115
30.0, 30.0, 0.0, 0.00856143
30.0, 40.0, 0.0, 0.01296949
30.0, 50.0, 0.0, 0.01542012
30.0, 60.0, 0.0, 0.01531470
30.0, 70.0, 0.0, 0.01523677
30.0, 80.0, 0.0, 0.01457762
30.0, 90.0, 0.0, 0.01425336
30.0, 100.0, 0.0, 0.01416996
30.0, 110.0, 0.0, 0.01428579
30.0, 120.0, 0.0, 0.01336080
30.0, 130.0, 0.0, 0.01344428
30.0, 140.0, 0.0, 0.01304822
30.0, 150.0, 0.0, 0.01197845
30.0, 160.0, 0.0, 0.01151878
30.0, 170.0, 0.0, 0.01301571
30.0, 180.0, 0.0, 0.01280945
30.0, 190.0, 0.0, 0.01393163
30.0, 200.0, 0.0, 0.01352428
30.0, 210.0, 0.0, 0.01414179
30.0, 220.0, 0.0, 0.01422800
30.0, 230.0, 0.0, 0.01343248
30.0, 240.0, 0.0, 0.01351213
30.0, 250.0, 0.0, 0.01283126
30.0, 260.0, 0.0, 0.01243992
40.0, 0.0, 0.0, 0.00309707
40.0, 10.0, 0.0, 0.00339720
40.0, 20.0, 0.0, 0.00919372
40.0, 30.0, 0.0, 0.01186709
40.0, 40.0, 0.0, 0.01337751
40.0, 50.0, 0.0, 0.01463997
40.0, 60.0, 0.0, 0.01438811
40.0, 70.0, 0.0, 0.01381313
40.0, 80.0, 0.0, 0.01373862
40.0, 90.0, 0.0, 0.01346463
40.0, 100.0, 0.0, 0.01326168
40.0, 110.0, 0.0, 0.01335441
40.0, 120.0, 0.0, 0.01329458
40.0, 130.0, 0.0, 0.01321903
40.0, 140.0, 0.0, 0.01297474
40.0, 150.0, 0.0, 0.01149944
40.0, 160.0, 0.0, 0.01093270
40.0, 170.0, 0.0, 0.01148983
40.0, 180.0, 0.0, 0.01115356
40.0, 190.0, 0.0, 0.00927857
40.0, 200.0, 0.0, 0.01293674
40.0, 210.0, 0.0, 0.01220063
40.0, 220.0, 0.0, 0.01288533
40.0, 230.0, 0.0, 0.01427617
40.0, 240.0, 0.0, 0.01433193
40.0, 250.0, 0.0, 0.01279470
40.0, 260.0, 0.0, 0.01232563
50.0, 0.0, 0.0, 0.00286329
50.0, 10.0, 0.0, 0.00864255
50.0, 20.0, 0.0, 0.00999252
50.0, 30.0, 0.0, 0.01180429
50.0, 40.0, 0.0, 0.01296706
50.0, 50.0, 0.0, 0.01344061
50.0, 60.0, 0.0, 0.01355726
50.0, 70.0, 0.0, 0.01313134
50.0, 80.0, 0.0, 0.01244441
50.0, 90.0, 0.0, 0.01187858
50.0, 100.0, 0.0, 0.01206529
50.0, 110.0, 0.0, 0.01216287
50.0, 120.0, 0.0, 0.01218276
50.0, 130.0, 0.0, 0.01238574
50.0, 140.0, 0.0, 0.01160113
50.0, 150.0, 0.0, 0.01126038
50.0, 160.0, 0.0, 0.01167630
50.0, 170.0, 0.0, 0.01071235
50.0, 180.0, 0.0, 0.00961912
50.0, 190.0, 0.0, 0.00901256
50.0, 200.0, 0.0, 0.01263375
50.0, 210.0, 0.0, 0.01148324
50.0, 220.0, 0.0, 0.01165456
50.0, 230.0, 0.0, 0.01230448
50.0, 240.0, 0.0, 0.01440699
50.0, 250.0, 0.0, 0.01335563
50.0, 260.0, 0.0, 0.01193939
60.0, 0.0, 0.0, 0.00281140
60.0, 10.0, 0.0, 0.00790240
60.0, 20.0, 0.0, 0.01002996
60.0, 30.0, 0.0, 0.01172143
60.0, 40.0, 0.0, 0.01250721
60.0, 50.0, 0.0, 0.01254673
60.0, 60.0, 0.0, 0.01246050
60.0, 70.0, 0.0, 0.01100007
60.0, 80.0, 0.0, 0.01123377
60.0, 90.0, 0.0, 0.01024562
60.0, 100.0, 0.0, 0.00984811
60.0, 110.0, 0.0, 0.00981022
60.0, 120.0, 0.0, 0.00940433
60.0, 130.0, 0.0, 0.00894558
60.0, 140.0, 0.0, 0.00847414
60.0, 150.0, 0.0, 0.00877231
60.0, 160.0, 0.0, 0.00849668
60.0, 170.0, 0.0, 0.00881025
60.0, 180.0, 0.0, 0.00886114
60.0, 190.0, 0.0, 0.01181672
60.0, 200.0, 0.0, 0.01211030
60.0, 210.0, 0.0, 0.01334004
60.0, 220.0, 0.0, 0.01265130
60.0, 230.0, 0.0, 0.01274361
60.0, 240.0, 0.0, 0.01242029
60.0, 250.0, 0.0, 0.01282102
60.0, 260.0, 0.0, 0.01297623
70.0, 0.0, 0.0, 0.00259248
70.0, 10.0, 0.0, 0.00477723
70.0, 20.0, 0.0, 0.00939258
70.0, 30.0, 0.0, 0.00916452
70.0, 40.0, 0.0, 0.00822335
70.0, 50.0, 0.0, 0.00787370
70.0, 60.0, 0.0, 0.00762102
70.0, 70.0, 0.0, 0.00622817
70.0, 80.0, 0.0, 0.00547936
70.0, 90.0, 0.0, 0.00679532
70.0, 100.0, 0.0, 0.00635565
70.0, 110.0, 0.0, 0.00535282
70.0, 120.0, 0.0, 0.00659912
70.0, 130.0, 0.0, 0.00640339
70.0, 140.0, 0.0, 0.00602626
70.0, 150.0, 0.0, 0.00506951
70.0, 160.0, 0.0, 0.00546723
70.0, 170.0, 0.0, 0.00571708
70.0, 180.0, 0.0, 0.00530386
70.0, 190.0, 0.0, 0.00785155
70.0, 200.0, 0.0, 0.00879132
70.0, 210.0, 0.0, 0.00980318
70.0, 220.0, 0.0, 0.01063298
70.0, 230.0, 0.0, 0.01111601
70.0, 240.0, 0.0, 0.01141679
70.0, 250.0, 0.0, 0.01221122
70.0, 260.0, 0.0, 0.01263228
80.0, 0.0, 0.0, 0.00293558
80.0, 10.0, 0.0, 0.00738171
80.0, 20.0, 0.0, 0.00806208
80.0, 30.0, 0.0, 0.00766949
80.0, 40.0, 0.0, 0.00625543
80.0, 50.0, 0.0, 0.00535811
80.0, 60.0, 0.0, 0.00580344
80.0, 70.0, 0.0, 0.00560973
80.0, 80.0, 0.0, 0.00468711
80.0, 90.0, 0.0, 0.00435258
80.0, 100.0, 0.0, 0.00458956
80.0, 110.0, 0.0, 0.00430092
80.0, 120.0, 0.0, 0.00414533
80.0, 130.0, 0.0, 0.00377185
80.0, 140.0, 0.0, 0.00426866
80.0, 150.0, 0.0, 0.00372813
80.0, 160.0, 0.0, 0.00467808
80.0, 170.0, 0.0, 0.00444594
80.0, 180.0, 0.0, 0.00388810
80.0, 190.0, 0.0, 0.00590385
80.0, 200.0, 0.0, 0.00602285
80.0, 210.0, 0.0, 0.00685952
80.0, 220.0, 0.0, 0.00840656
80.0, 230.0, 0.0, 0.00920989
80.0, 240.0, 0.0, 0.00987989
80.0, 250.0, 0.0, 0.01069877
80.0, 260.0, 0.0, 0.01185172
90.0, 0.0, 0.0, 0.00299779
90.0, 10.0, 0.0, 0.00521946
90.0, 20.0, 0.0, 0.00533316
90.0, 30.0, 0.0, 0.00537546
90.0, 40.0, 0.0, 0.00525548
90.0, 50.0, 0.0, 0.00495761
90.0, 60.0, 0.0, 0.00536331
90.0, 70.0, 0.0, 0.00528512
90.0, 80.0, 0.0, 0.00486711
90.0, 90.0, 0.0, 0.00480906
90.0, 100.0, 0.0, 0.00386746
90.0, 110.0, 0.0, 0.00368852
90.0, 120.0, 0.0, 0.00342957
90.0, 130.0, 0.0, 0.00351346
90.0, 140.0, 0.0, 0.00371087
90.0, 150.0, 0.0, 0.00366215
90.0, 160.0, 0.0, 0.00317685
90.0, 170.0, 0.0, 0.00390391
90.0, 180.0, 0.0, 0.00405016
90.0, 190.0, 0.0, 0.00524446
90.0, 200.0, 0.0, 0.00565050
90.0, 210.0, 0.0, 0.00636942
90.0, 220.0, 0.0, 0.00705837
90.0, 230.0, 0.0, 0.00772131
90.0, 240.0, 0.0, 0.00869072
90.0, 250.0, 0.0, 0.00950136
90.0, 260.0, 0.0, 0.01035980
100.0, 0.0, 0.0, 0.00403829
100.0, 10.0, 0.0, 0.00406416
100.0, 20.0, 0.0, 0.00400636
100.0, 30.0, 0.0, 0.00445890
100.0, 40.0, 0.0, 0.00489896
100.0, 50.0, 0.0, 0.00505348
100.0, 60.0, 0.0, 0.00524350
100.0, 70.0, 0.0, 0.00517501
100.0, 80.0, 0.0, 0.00472558
100.0, 90.0, 0.0, 0.00411004
100.0, 100.0, 0.0, 0.00369815
100.0, 110.0, 0.0, 0.00322266
100.0, 120.0, 0.0, 0.00303772
100.0, 130.0, 0.0, 0.00335453
100.0, 140.0, 0.0, 0.00327042
100.0, 150.0, 0.0, 0.00314448
100.0, 160.0, 0.0, 0.00309839
100.0, 170.0, 0.0, 0.00334909
100.0, 180.0, 0.0, 0.00428143
100.0, 190.0, 0.0, 0.00431226
100.0, 200.0, 0.0, 0.00564204
100.0, 210.0, 0.0, 0.00589217
100.0, 220.0, 0.0, 0.00602450
100.0, 230.0, 0.0, 0.00716716
100.0, 240.0, 0.0, 0.00839162
100.0, 250.0, 0.0, 0.00888256
100.0, 260.0, 0.0, 0.00931011
110.0, 0.0, 0.0, 0.00403138
110.0, 10.0, 0.0, 0.00354595
110.0, 20.0, 0.0, 0.00352684
110.0, 30.0, 0.0, 0.00373066
110.0, 40.0, 0.0, 0.00422235
110.0, 50.0, 0.0, 0.00417784
110.0, 60.0, 0.0, 0.00403165
110.0, 70.0, 0.0, 0.00402547
110.0, 80.0, 0.0, 0.00293292
110.0, 90.0, 0.0, 0.00251785
110.0, 100.0, 0.0, 0.00243695
110.0, 110.0, 0.0, 0.00272193
110.0, 120.0, 0.0, 0.00273133
110.0, 130.0, 0.0, 0.00282177
110.0, 140.0, 0.0, 0.00259847
110.0, 150.0, 0.0, 0.00280745
110.0, 160.0, 0.0, 0.00314965
110.0, 170.0, 0.0, 0.00319994
110.0, 180.0, 0.0, 0.00326260
110.0, 190.0, 0.0, 0.00362785
110.0, 200.0, 0.0, 0.00365329
110.0, 210.0, 0.0, 0.00403713
110.0, 220.0, 0.0, 0.00444504
110.0, 230.0, 0.0, 0.00482230
110.0, 240.0, 0.0, 0.00579882
110.0, 250.0, 0.0, 0.00702062
110.0, 260.0, 0.0, 0.00832094
120.0, 0.0, 0.0, 0.00376458
120.0, 10.0, 0.0, 0.00350190
120.0, 20.0, 0.0, 0.00295769
120.0, 30.0, 0.0, 0.00255218
120.0, 40.0, 0.0, 0.00257235
120.0, 50.0, 0.0, 0.00256765
120.0, 60.0, 0.0, 0.00280560
120.0, 70.0, 0.0, 0.00293417
120.0, 80.0, 0.0, 0.00273745
120.0, 90.0, 0.0, 0.00244601
120.0, 100.0, 0.0, 0.00260448
120.0, 110.0, 0.0, 0.00273269
120.0, 120.0, 0.0, 0.00258008
120.0, 130.0, 0.0, 0.00242160
120.0, 140.0, 0.0, 0.00226404
120.0, 150.0, 0.0, 0.00252769
120.0, 160.0, 0.0, 0.00278730
120.0, 170.0, 0.0, 0.00280440
120.0, 180.0, 0.0, 0.00321686
120.0, 190.0, 0.0, 0.00302142
120.0, 200.0, 0.0, 0.00338029
120.0, 210.0, 0.0, 0.00320970
120.0, 220.0, 0.0, 0.00375426
120.0, 230.0, 0.0, 0.00500702
120.0, 240.0, 0.0, 0.00520137
120.0, 250.0, 0.0, 0.00546630
120.0, 260.0, 0.0, 0.00598908
130.0, 0.0, 0.0, 0.00372117
130.0, 10.0, 0.0, 0.00422482
130.0, 20.0, 0.0, 0.00391853
130.0, 30.0, 0.0, 0.00332224
130.0, 40.0, 0.0, 0.00325090
130.0, 50.0, 0.0, 0.00311169
130.0, 60.0, 0.0, 0.00311577
130.0, 70.0, 0.0, 0.00314333
130.0, 80.0, 0.0, 0.00282739
130.0, 90.0, 0.0, 0.00205797
130.0, 100.0, 0.0, 0.00215666
130.0, 110.0, 0.0, 0.00240343
130.0, 120.0, 0.0, 0.00266829
130.0, 130.0, 0.0, 0.00243407
130.0, 140.0, 0.0, 0.00243598
130.0, 150.0, 0.0, 0.00271719
130.0, 160.0, 0.0, 0.00292446
130.0, 170.0, 0.0, 0.00303440
130.0, 180.0, 0.0, 0.00271844
130.0, 190.0, 0.0, 0.00327593
130.0, 200.0, 0.0, 0.00254886
130.0, 210.0, 0.0, 0.00326940
130.0, 220.0, 0.0, 0.00298178
130.0, 230.0, 0.0, 0.00349979
130.0, 240.0, 0.0, 0.00379498
130.0, 250.0, 0.0, 0.00421531
130.0, 260.0, 0.0, 0.00459296
140.0, 0.0, 0.0, 0.00344806
140.0, 10.0, 0.0, 0.00470182
140.0, 20.0, 0.0, 0.00365279
140.0, 30.0, 0.0, 0.00295124
140.0, 40.0, 0.0, 0.00299312
140.0, 50.0, 0.0, 0.00317189
140.0, 60.0, 0.0, 0.00313089
140.0, 70.0, 0.0, 0.00256016
140.0, 80.0, 0.0, 0.00246840
140.0, 90.0, 0.0, 0.00220323
140.0, 100.0, 0.0, 0.00200103
140.0, 110.0, 0.0, 0.00216848
140.0, 120.0, 0.0, 0.00239636
140.0, 130.0, 0.0, 0.00248960
140.0, 140.0, 0.0, 0.00272786
140.0, 150.0, 0.0, 0.00285261
140.0, 160.0, 0.0, 0.00298840
140.0, 170.0, 0.0, 0.00297692
140.0, 180.0, 0.0, 0.00260441
140.0, 190.0, 0.0, 0.00245151
140.0, 200.0, 0.0, 0.00267067
140.0, 210.0, 0.0, 0.00245390
140.0, 220.0, 0.0, 0.00248213
140.0, 230.0, 0.0, 0.00269324
140.0, 240.0, 0.0, 0.00319230
140.0, 250.0, 0.0, 0.00374741
140.0, 260.0, 0.0, 0.00397643
150.0, 0.0, 0.0, 0.00238914
150.0, 10.0, 0.0, 0.00307878
150.0, 20.0, 0.0, 0.00399397
150.0, 30.0, 0.0, 0.00346882
150.0, 40.0, 0.0, 0.00331007
150.0, 50.0, 0.0, 0.00314534
150.0, 60.0, 0.0, 0.00288324
150.0, 70.0, 0.0, 0.00222189
150.0, 80.0, 0.0, 0.00199076
150.0, 90.0, 0.0, 0.00194331
150.0, 100.0, 0.0, 0.00194644
150.0, 110.0, 0.0, 0.00212500
150.0, 120.0, 0.0, 0.00230606
150.0, 130.0, 0.0, 0.00248074
150.0, 140.0, 0.0, 0.00271525
150.0, 150.0, 0.0, 0.00273548
150.0, 160.0, 0.0, 0.00277737
150.0, 170.0, 0.0, 0.00287993
150.0, 180.0, 0.0, 0.00280944
150.0, 190.0, 0.0, 0.00218847
150.0, 200.0, 0.0, 0.00217818
150.0, 210.0, 0.0, 0.00235878
150.0, 220.0, 0.0, 0.00264073
150.0, 230.0, 0.0, 0.00223116
150.0, 240.0, 0.0, 0.00252033
150.0, 250.0, 0.0, 0.00303238
150.0, 260.0, 0.0, 0.00356686
160.0, 0.0, 0.0, 0.00210751
160.0, 10.0, 0.0, 0.00360831
160.0, 20.0, 0.0, 0.00360267
160.0, 30.0, 0.0, 0.00295298
160.0, 40.0, 0.0, 0.00332666
160.0, 50.0, 0.0, 0.00358610
160.0, 60.0, 0.0, 0.00265865
160.0, 70.0, 0.0, 0.00198426
160.0, 80.0, 0.0, 0.00154914
160.0, 90.0, 0.0, 0.00147886
160.0, 100.0, 0.0, 0.00159741
160.0, 110.0, 0.0, 0.00181806
160.0, 120.0, 0.0, 0.00208203
160.0, 130.0, 0.0, 0.00231989
160.0, 140.0, 0.0, 0.00266504
160.0, 150.0, 0.0, 0.00289228
160.0, 160.0, 0.0, 0.00280807
160.0, 170.0, 0.0, 0.00276739
160.0, 180.0, 0.0, 0.00264134
160.0, 190.0, 0.0, 0.00236538
160.0, 200.0, 0.0, 0.00220439
160.0, 210.0, 0.0, 0.00225791
160.0, 220.0, 0.0, 0.00219346
160.0, 230.0, 0.0, 0.00204823
160.0, 240.0, 0.0, 0.00212345
160.0, 250.0, 0.0, 0.00257346
160.0, 260.0, 0.0, 0.00305685
170.0, 0.0, 0.0, 0.00165618
170.0, 10.0, 0.0, 0.00193213
170.0, 20.0, 0.0, 0.00266561
170.0, 30.0, 0.0, 0.00303912
170.0, 40.0, 0.0, 0.00293731
170.0, 50.0, 0.0, 0.00286672
170.0, 60.0, 0.0, 0.00237632
170.0, 70.0, 0.0, 0.00207376
170.0, 80.0, 0.0, 0.00150459
170.0, 90.0, 0.0, 0.00139700
170.0, 100.0, 0.0, 0.00156760
170.0, 110.0, 0.0, 0.00168686
170.0, 120.0, 0.0, 0.00193118
170.0, 130.0, 0.0, 0.00243596
170.0, 140.0, 0.0, 0.00286035
170.0, 150.0, 0.0, 0.00311821
170.0, 160.0, 0.0, 0.00303126
