S3D
I=30,J=34,K=8
0.0, 0.0, 0.0, 0.00342140
0.0, 8.0, 0.0, 0.00349751
0.0, 16.0, 0.0, 0.00447877
0.0, 24.0, 0.0, 0.00513753
0.0, 32.0, 0.0, 0.00562328
0.0, 40.0, 0.0, 0.00545507
0.0, 48.0, 0.0, 0.00519084
0.0, 56.0, 0.0, 0.00643610
0.0, 64.0, 0.0, 0.00746196
0.0, 72.0, 0.0, 0.00784553
0.0, 80.0, 0.0, 0.00736280
0.0, 88.0, 0.0, 0.00670910
0.0, 96.0, 0.0, 0.00704924
0.0, 104.0, 0.0, 0.00809370
0.0, 112.0, 0.0, 0.00825643
0.0, 120.0, 0.0, 0.00837195
0.0, 128.0, 0.0, 0.00838272
0.0, 136.0, 0.0, 0.00870164
0.0, 144.0, 0.0, 0.00917630
0.0, 152.0, 0.0, 0.00984732
0.0, 160.0, 0.0, 0.01023668
0.0, 168.0, 0.0, 0.00980429
0.0, 176.0, 0.0, 0.00933257
0.0, 184.0, 0.0, 0.00963250
0.0, 192.0, 0.0, 0.00928131
0.0, 200.0, 0.0, 0.00815920
0.0, 208.0, 0.0, 0.00740682
0.0, 216.0, 0.0, 0.00820343
0.0, 224.0, 0.0, 0.01048212
0.0, 232.0, 0.0, 0.01263944
0.0, 240.0, 0.0, 0.01304289
0.0, 248.0, 0.0, 0.01380258
0.0, 256.0, 0.0, 0.01545223
0.0, 264.0, 0.0, 0.01624649
8.0, 0.0, 0.0, 0.00342761
8.0, 8.0, 0.0, 0.00347091
8.0, 16.0, 0.0, 0.00471627
8.0, 24.0, 0.0, 0.00413309
8.0, 32.0, 0.0, 0.00193857
8.0, 40.0, 0.0, 0.00215410
8.0, 48.0, 0.0, 0.00369552
8.0, 56.0, 0.0, 0.00536084
8.0, 64.0, 0.0, 0.00670134
8.0, 72.0, 0.0, 0.00614982
8.0, 80.0, 0.0, 0.00755017
8.0, 88.0, 0.0, 0.00722569
8.0, 96.0, 0.0, 0.00619825
8.0, 104.0, 0.0, 0.00718585
8.0, 112.0, 0.0, 0.00651683
8.0, 120.0, 0.0, 0.00628334
8.0, 128.0, 0.0, 0.00600957
8.0, 136.0, 0.0, 0.00804923
8.0, 144.0, 0.0, 0.00749391
8.0, 152.0, 0.0, 0.00821321
8.0, 160.0, 0.0, 0.00821560
8.0, 168.0, 0.0, 0.00822270
8.0, 176.0, 0.0, 0.00923903
8.0, 184.0, 0.0, 0.00966056
8.0, 192.0, 0.0, 0.00969682
8.0, 200.0, 0.0, 0.00961607
8.0, 208.0, 0.0, 0.01063453
8.0, 216.0, 0.0, 0.01259942
8.0, 224.0, 0.0, 0.01271411
8.0, 232.0, 0.0, 0.01351172
8.0, 240.0, 0.0, 0.01522383
8.0, 248.0, 0.0, 0.01576971
8.0, 256.0, 0.0, 0.01728981
8.0, 264.0, 0.0, 0.01731906
16.0, 0.0, 0.0, 0.00339728
16.0, 8.0, 0.0, 0.00345382
16.0, 16.0, 0.0, 0.00354891
16.0, 24.0, 0.0, 0.00370438
16.0, 32.0, 0.0, 0.00179029
16.0, 40.0, 0.0, 0.00167036
16.0, 48.0, 0.0, 0.00203695
16.0, 56.0, 0.0, 0.00440497
16.0, 64.0, 0.0, 0.00670726
16.0, 72.0, 0.0, 0.00525216
16.0, 80.0, 0.0, 0.00543442
16.0, 88.0, 0.0, 0.00680906
16.0, 96.0, 0.0, 0.00546534
16.0, 104.0, 0.0, 0.00495445
16.0, 112.0, 0.0, 0.00606157
16.0, 120.0, 0.0, 0.00558888
16.0, 128.0, 0.0, 0.00611619
16.0, 136.0, 0.0, 0.00700452
16.0, 144.0, 0.0, 0.00609998
16.0, 152.0, 0.0, 0.00703020
16.0, 160.0, 0.0, 0.00713974
16.0, 168.0, 0.0, 0.00891867
16.0, 176.0, 0.0, 0.00981907
16.0, 184.0, 0.0, 0.00967966
16.0, 192.0, 0.0, 0.01089749
16.0, 200.0, 0.0, 0.01085634
16.0, 208.0, 0.0, 0.01049357
16.0, 216.0, 0.0, 0.01105094
16.0, 224.0, 0.0, 0.01174184
16.0, 232.0, 0.0, 0.01251928
16.0, 240.0, 0.0, 0.01332729
16.0, 248.0, 0.0, 0.01536747
16.0, 256.0, 0.0, 0.01698230
16.0, 264.0, 0.0, 0.01738658
24.0, 0.0, 0.0, 0.00317114
24.0, 8.0, 0.0, 0.00321020
24.0, 16.0, 0.0, 0.00283921
24.0, 24.0, 0.0, 0.00301710
24.0, 32.0, 0.0, 0.00151257
24.0, 40.0, 0.0, 0.00150676
24.0, 48.0, 0.0, 0.00189618
24.0, 56.0, 0.0, 0.00376729
24.0, 64.0, 0.0, 0.00507202
24.0, 72.0, 0.0, 0.00523070
24.0, 80.0, 0.0, 0.00501383
24.0, 88.0, 0.0, 0.00704127
24.0, 96.0, 0.0, 0.00642099
24.0, 104.0, 0.0, 0.00550786
24.0, 112.0, 0.0, 0.00496402
24.0, 120.0, 0.0, 0.00556402
24.0, 128.0, 0.0, 0.00538490
