S3D
I=4,J=5,K=3
0.0, 0.0, 0.0, 0.00474374
0.0, 60.0, 0.0, 0.01571931
0.0, 120.0, 0.0, 0.01571238
0.0, 180.0, 0.0, 0.01559628
0.0, 240.0, 0.0, 0.01560289
60.0, 0.0, 0.0, 0.00281140
60.0, 60.0, 0.0, 0.01237520
60.0, 120.0, 0.0, 0.00936671
60.0, 180.0, 0.0, 0.00880309
60.0, 240.0, 0.0, 0.01241706
120.0, 0.0, 0.0, 0.00376458
120.0, 60.0, 0.0, 0.00281684
120.0, 120.0, 0.0, 0.00256961
120.0, 180.0, 0.0, 0.00322501
120.0, 240.0, 0.0, 0.00522593
180.0, 0.0, 0.0, 0.00186375
180.0, 60.0, 0.0, 0.00233984
180.0, 120.0, 0.0, 0.00186506
180.0, 180.0, 0.0, 0.00272786
180.0, 240.0, 0.0, 0.00152818
0.0, 0.0, 10.0, 0.00188148
0.0, 60.0, 10.0, 0.00606898
0.0, 120.0, 10.0, 0.00856330
0.0, 180.0, 10.0, 0.00811575
0.0, 240.0, 10.0, 0.00867077
60.0, 0.0, 10.0, 0.00235849
60.0, 60.0, 10.0, 0.00923681
60.0, 120.0, 10.0, 0.00374507
60.0, 180.0, 10.0, 0.00243135
60.0, 240.0, 10.0, 0.00441305
120.0, 0.0, 10.0, 0.00271020
120.0, 60.0, 10.0, 0.00277300
120.0, 120.0, 10.0, 0.00128419
120.0, 180.0, 10.0, 0.00147680
120.0, 240.0, 10.0, 0.00320737
180.0, 0.0, 10.0, 0.00087886
180.0, 60.0, 10.0, 0.00127500
180.0, 120.0, 10.0, 0.00061739
180.0, 180.0, 10.0, 0.00125454
180.0, 240.0, 10.0, 0.00060269
0.0, 0.0, 20.0, 0.00011336
0.0, 60.0, 20.0, 0.00048426
0.0, 120.0, 20.0, 0.00124306
0.0, 180.0, 20.0, 0.00053745
0.0, 240.0, 20.0, 0.00019580
60.0, 0.0, 20.0, 0.00003196
60.0, 60.0, 20.0, 0.00102653
60.0, 120.0, 20.0, 0.00092160
60.0, 180.0, 20.0, 0.00118652
60.0, 240.0, 20.0, 0.00064065
120.0, 0.0, 20.0, 0.00008486
120.0, 60.0, 20.0, 0.00048559
120.0, 120.0, 20.0, 0.00042161
120.0, 180.0, 20.0, 0.00039339
120.0, 240.0, 20.0, 0.00068549
180.0, 0.0, 20.0, 0.00002386
180.0, 60.0, 20.0, 0.00008753
180.0, 120.0, 20.0, 0.00009477
180.0, 180.0, 20.0, 0.00006511
180.0, 240.0, 20.0, 0.00005075
