S3D
I=20,J=23,K=10
0.0, 0.0, 0.0, 0.00474374
0.0, 12.0, 0.0, 0.00437796
0.0, 24.0, 0.0, 0.00548676
0.0, 36.0, 0.0, 0.01448395
0.0, 48.0, 0.0, 0.01462570
0.0, 60.0, 0.0, 0.01571931
0.0, 72.0, 0.0, 0.01586821
0.0, 84.0, 0.0, 0.01575444
0.0, 96.0, 0.0, 0.01518297
0.0, 108.0, 0.0, 0.01560503
0.0, 120.0, 0.0, 0.01571238
0.0, 132.0, 0.0, 0.01540922
0.0, 144.0, 0.0, 0.01632733
0.0, 156.0, 0.0, 0.01590221
0.0, 168.0, 0.0, 0.01505409
0.0, 180.0, 0.0, 0.01559628
0.0, 192.0, 0.0, 0.01489055
0.0, 204.0, 0.0, 0.01207869
0.0, 216.0, 0.0, 0.01446080
0.0, 228.0, 0.0, 0.01562391
0.0, 240.0, 0.0, 0.01560289
0.0, 252.0, 0.0, 0.01514756
0.0, 264.0, 0.0, 0.01600780
12.0, 0.0, 0.0, 0.00450593
12.0, 12.0, 0.0, 0.00436032
12.0, 24.0, 0.0, 0.01103026
12.0, 36.0, 0.0, 0.01407283
12.0, 48.0, 0.0, 0.01577557
12.0, 60.0, 0.0, 0.01551439
12.0, 72.0, 0.0, 0.01545232
12.0, 84.0, 0.0, 0.01502252
12.0, 96.0, 0.0, 0.01483245
12.0, 108.0, 0.0, 0.01525335
12.0, 120.0, 0.0, 0.01513897
12.0, 132.0, 0.0, 0.01557162
12.0, 144.0, 0.0, 0.01343660
12.0, 156.0, 0.0, 0.01423098
12.0, 168.0, 0.0, 0.01526186
12.0, 180.0, 0.0, 0.01573143
12.0, 192.0, 0.0, 0.01599521
12.0, 204.0, 0.0, 0.01508159
12.0, 216.0, 0.0, 0.01484117
12.0, 228.0, 0.0, 0.01485298
12.0, 240.0, 0.0, 0.01378261
12.0, 252.0, 0.0, 0.01375031
12.0, 264.0, 0.0, 0.01438392
24.0, 0.0, 0.0, 0.00370303
24.0, 12.0, 0.0, 0.00387960
24.0, 24.0, 0.0, 0.00946616
24.0, 36.0, 0.0, 0.01225516
24.0, 48.0, 0.0, 0.01513648
24.0, 60.0, 0.0, 0.01533873
24.0, 72.0, 0.0, 0.01537403
24.0, 84.0, 0.0, 0.01450730
24.0, 96.0, 0.0, 0.01444666
24.0, 108.0, 0.0, 0.01501337
24.0, 120.0, 0.0, 0.01435588
24.0, 132.0, 0.0, 0.01434940
24.0, 144.0, 0.0, 0.01245500
24.0, 156.0, 0.0, 0.01239248
24.0, 168.0, 0.0, 0.01369101
24.0, 180.0, 0.0, 0.01441770
24.0, 192.0, 0.0, 0.01481813
24.0, 204.0, 0.0, 0.01372503
24.0, 216.0, 0.0, 0.01360491
24.0, 228.0, 0.0, 0.01402986
24.0, 240.0, 0.0, 0.01368805
24.0, 252.0, 0.0, 0.01283788
24.0, 264.0, 0.0, 0.01260499
36.0, 0.0, 0.0, 0.00314055
36.0, 12.0, 0.0, 0.00330336
36.0, 24.0, 0.0, 0.00361598
36.0, 36.0, 0.0, 0.01432210
36.0, 48.0, 0.0, 0.01497294
36.0, 60.0, 0.0, 0.01473960
36.0, 72.0, 0.0, 0.01438908
36.0, 84.0, 0.0, 0.01412343
36.0, 96.0, 0.0, 0.01372374
36.0, 108.0, 0.0, 0.01370926
36.0, 120.0, 0.0, 0.01352154
36.0, 132.0, 0.0, 0.01338374
36.0, 144.0, 0.0, 0.01282979
36.0, 156.0, 0.0, 0.01228053
36.0, 168.0, 0.0, 0.01241303
36.0, 180.0, 0.0, 0.01163049
36.0, 192.0, 0.0, 0.01160400
36.0, 204.0, 0.0, 0.01314325
36.0, 216.0, 0.0, 0.01263451
36.0, 228.0, 0.0, 0.01344450
36.0, 240.0, 0.0, 0.01350666
36.0, 252.0, 0.0, 0.01259856
36.0, 264.0, 0.0, 0.01216841
48.0, 0.0, 0.0, 0.00292321
48.0, 12.0, 0.0, 0.00892612
48.0, 24.0, 0.0, 0.01113178
48.0, 36.0, 0.0, 0.01252977
48.0, 48.0, 0.0, 0.01319659
48.0, 60.0, 0.0, 0.01349109
48.0, 72.0, 0.0, 0.01336571
48.0, 84.0, 0.0, 0.01271178
48.0, 96.0, 0.0, 0.01229617
48.0, 108.0, 0.0, 0.01245508
48.0, 120.0, 0.0, 0.01198630
48.0, 132.0, 0.0, 0.01253925
48.0, 144.0, 0.0, 0.01095420
48.0, 156.0, 0.0, 0.01083520
48.0, 168.0, 0.0, 0.01101808
48.0, 180.0, 0.0, 0.00956238
48.0, 192.0, 0.0, 0.00850728
48.0, 204.0, 0.0, 0.01195014
48.0, 216.0, 0.0, 0.01129429
48.0, 228.0, 0.0, 0.01228412
48.0, 240.0, 0.0, 0.01420043
48.0, 252.0, 0.0, 0.01270729
48.0, 264.0, 0.0, 0.01194152
60.0, 0.0, 0.0, 0.00281140
60.0, 12.0, 0.0, 0.00891999
60.0, 24.0, 0.0, 0.01076869
60.0, 36.0, 0.0, 0.01234445
60.0, 48.0, 0.0, 0.01246370
60.0, 60.0, 0.0, 0.01236911
60.0, 72.0, 0.0, 0.01103446
60.0, 84.0, 0.0, 0.01100406
60.0, 96.0, 0.0, 0.01001438
60.0, 108.0, 0.0, 0.00978440
60.0, 120.0, 0.0, 0.00931807
60.0, 132.0, 0.0, 0.00877225
60.0, 144.0, 0.0, 0.00836069
60.0, 156.0, 0.0, 0.00852367
60.0, 168.0, 0.0, 0.00834258
60.0, 180.0, 0.0, 0.00880377
60.0, 192.0, 0.0, 0.01173883
60.0, 204.0, 0.0, 0.01261458
60.0, 216.0, 0.0, 0.01253457
60.0, 228.0, 0.0, 0.01251947
60.0, 240.0, 0.0, 0.01241055
60.0, 252.0, 0.0, 0.01254870
60.0, 264.0, 0.0, 0.01213448
72.0, 0.0, 0.0, 0.00268177
72.0, 12.0, 0.0, 0.00866743
72.0, 24.0, 0.0, 0.01004774
72.0, 36.0, 0.0, 0.00828252
72.0, 48.0, 0.0, 0.00744142
72.0, 60.0, 0.0, 0.00743206
72.0, 72.0, 0.0, 0.00575548
72.0, 84.0, 0.0, 0.00571530
72.0, 96.0, 0.0, 0.00552208
72.0, 108.0, 0.0, 0.00550470
72.0, 120.0, 0.0, 0.00591415
72.0, 132.0, 0.0, 0.00534560
72.0, 144.0, 0.0, 0.00536438
72.0, 156.0, 0.0, 0.00420971
72.0, 168.0, 0.0, 0.00558280
72.0, 180.0, 0.0, 0.00467607
72.0, 192.0, 0.0, 0.00745383
72.0, 204.0, 0.0, 0.00837280
72.0, 216.0, 0.0, 0.00978336
72.0, 228.0, 0.0, 0.01043481
72.0, 240.0, 0.0, 0.01098337
72.0, 252.0, 0.0, 0.01207172
72.0, 264.0, 0.0, 0.01242707
84.0, 0.0, 0.0, 0.00289162
84.0, 12.0, 0.0, 0.00689465
84.0, 24.0, 0.0, 0.00646261
84.0, 36.0, 0.0, 0.00624751
84.0, 48.0, 0.0, 0.00544588
84.0, 60.0, 0.0, 0.00572101
84.0, 72.0, 0.0, 0.00492012
84.0, 84.0, 0.0, 0.00485387
84.0, 96.0, 0.0, 0.00425894
84.0, 108.0, 0.0, 0.00427462
84.0, 120.0, 0.0, 0.00394474
84.0, 132.0, 0.0, 0.00382124
84.0, 144.0, 0.0, 0.00412162
84.0, 156.0, 0.0, 0.00354319
84.0, 168.0, 0.0, 0.00429152
84.0, 180.0, 0.0, 0.00393546
84.0, 192.0, 0.0, 0.00551852
84.0, 204.0, 0.0, 0.00585729
84.0, 216.0, 0.0, 0.00690424
84.0, 228.0, 0.0, 0.00845354
84.0, 240.0, 0.0, 0.00952776
84.0, 252.0, 0.0, 0.01034465
84.0, 264.0, 0.0, 0.01187723
96.0, 0.0, 0.0, 0.00361563
96.0, 12.0, 0.0, 0.00443219
96.0, 24.0, 0.0, 0.00452021
96.0, 36.0, 0.0, 0.00519176
96.0, 48.0, 0.0, 0.00519726
96.0, 60.0, 0.0, 0.00540122
96.0, 72.0, 0.0, 0.00494150
96.0, 84.0, 0.0, 0.00507231
96.0, 96.0, 0.0, 0.00467349
96.0, 108.0, 0.0, 0.00341876
96.0, 120.0, 0.0, 0.00322528
96.0, 132.0, 0.0, 0.00346274
96.0, 144.0, 0.0, 0.00319804
96.0, 156.0, 0.0, 0.00326228
96.0, 168.0, 0.0, 0.00368947
96.0, 180.0, 0.0, 0.00417388
96.0, 192.0, 0.0, 0.00534892
96.0, 204.0, 0.0, 0.00621518
96.0, 216.0, 0.0, 0.00647244
96.0, 228.0, 0.0, 0.00737519
96.0, 240.0, 0.0, 0.00842356
96.0, 252.0, 0.0, 0.00897706
96.0, 264.0, 0.0, 0.01017827
108.0, 0.0, 0.0, 0.00391659
108.0, 12.0, 0.0, 0.00357084
108.0, 24.0, 0.0, 0.00364675
108.0, 36.0, 0.0, 0.00453442
108.0, 48.0, 0.0, 0.00505253
108.0, 60.0, 0.0, 0.00503263
108.0, 72.0, 0.0, 0.00420843
108.0, 84.0, 0.0, 0.00280419
108.0, 96.0, 0.0, 0.00249025
108.0, 108.0, 0.0, 0.00260285
108.0, 120.0, 0.0, 0.00275890
108.0, 132.0, 0.0, 0.00281459
108.0, 144.0, 0.0, 0.00280595
108.0, 156.0, 0.0, 0.00287911
108.0, 168.0, 0.0, 0.00313585
108.0, 180.0, 0.0, 0.00309010
108.0, 192.0, 0.0, 0.00388652
108.0, 204.0, 0.0, 0.00429616
108.0, 216.0, 0.0, 0.00465944
108.0, 228.0, 0.0, 0.00496541
108.0, 240.0, 0.0, 0.00626903
108.0, 252.0, 0.0, 0.00756316
108.0, 264.0, 0.0, 0.00892974
120.0, 0.0, 0.0, 0.00376458
120.0, 12.0, 0.0, 0.00319296
120.0, 24.0, 0.0, 0.00278535
120.0, 36.0, 0.0, 0.00245225
120.0, 48.0, 0.0, 0.00257774
120.0, 60.0, 0.0, 0.00279554
120.0, 72.0, 0.0, 0.00293833
120.0, 84.0, 0.0, 0.00289912
120.0, 96.0, 0.0, 0.00252288
120.0, 108.0, 0.0, 0.00263443
120.0, 120.0, 0.0, 0.00251907
120.0, 132.0, 0.0, 0.00242065
120.0, 144.0, 0.0, 0.00251850
120.0, 156.0, 0.0, 0.00286076
120.0, 168.0, 0.0, 0.00277452
120.0, 180.0, 0.0, 0.00321795
120.0, 192.0, 0.0, 0.00303283
120.0, 204.0, 0.0, 0.00324520
120.0, 216.0, 0.0, 0.00279386
120.0, 228.0, 0.0, 0.00481239
120.0, 240.0, 0.0, 0.00513422
120.0, 252.0, 0.0, 0.00548238
120.0, 264.0, 0.0, 0.00616922
132.0, 0.0, 0.0, 0.00357921
132.0, 12.0, 0.0, 0.00420337
132.0, 24.0, 0.0, 0.00353869
132.0, 36.0, 0.0, 0.00325378
132.0, 48.0, 0.0, 0.00307005
132.0, 60.0, 0.0, 0.00321828
132.0, 72.0, 0.0, 0.00320882
132.0, 84.0, 0.0, 0.00231644
132.0, 96.0, 0.0, 0.00213449
132.0, 108.0, 0.0, 0.00227240
132.0, 120.0, 0.0, 0.00266362
132.0, 132.0, 0.0, 0.00255301
132.0, 144.0, 0.0, 0.00253612
132.0, 156.0, 0.0, 0.00286753
132.0, 168.0, 0.0, 0.00319145
132.0, 180.0, 0.0, 0.00275342
132.0, 192.0, 0.0, 0.00291657
132.0, 204.0, 0.0, 0.00264718
132.0, 216.0, 0.0, 0.00334637
132.0, 228.0, 0.0, 0.00315778
132.0, 240.0, 0.0, 0.00353854
132.0, 252.0, 0.0, 0.00411197
132.0, 264.0, 0.0, 0.00448917
144.0, 0.0, 0.0, 0.00285414
144.0, 12.0, 0.0, 0.00394009
144.0, 24.0, 0.0, 0.00320136
144.0, 36.0, 0.0, 0.00304602
144.0, 48.0, 0.0, 0.00322835
144.0, 60.0, 0.0, 0.00328676
144.0, 72.0, 0.0, 0.00221621
144.0, 84.0, 0.0, 0.00224592
144.0, 96.0, 0.0, 0.00204086
144.0, 108.0, 0.0, 0.00200328
144.0, 120.0, 0.0, 0.00233518
144.0, 132.0, 0.0, 0.00254453
144.0, 144.0, 0.0, 0.00274076
144.0, 156.0, 0.0, 0.00302255
144.0, 168.0, 0.0, 0.00308233
144.0, 180.0, 0.0, 0.00309204
144.0, 192.0, 0.0, 0.00247624
144.0, 204.0, 0.0, 0.00265800
144.0, 216.0, 0.0, 0.00227957
144.0, 228.0, 0.0, 0.00235861
144.0, 240.0, 0.0, 0.00287670
144.0, 252.0, 0.0, 0.00340225
144.0, 264.0, 0.0, 0.00403944
156.0, 0.0, 0.0, 0.00207056
156.0, 12.0, 0.0, 0.00387887
156.0, 24.0, 0.0, 0.00371579
156.0, 36.0, 0.0, 0.00334472
156.0, 48.0, 0.0, 0.00353642
156.0, 60.0, 0.0, 0.00266710
156.0, 72.0, 0.0, 0.00187103
156.0, 84.0, 0.0, 0.00153395
156.0, 96.0, 0.0, 0.00156156
156.0, 108.0, 0.0, 0.00182831
156.0, 120.0, 0.0, 0.00209253
156.0, 132.0, 0.0, 0.00240739
156.0, 144.0, 0.0, 0.00271870
156.0, 156.0, 0.0, 0.00283669
156.0, 168.0, 0.0, 0.00274238
156.0, 180.0, 0.0, 0.00254398
156.0, 192.0, 0.0, 0.00219935
156.0, 204.0, 0.0, 0.00213897
156.0, 216.0, 0.0, 0.00211262
156.0, 228.0, 0.0, 0.00219314
156.0, 240.0, 0.0, 0.00228946
156.0, 252.0, 0.0, 0.00276753
156.0, 264.0, 0.0, 0.00337985
168.0, 0.0, 0.0, 0.00176473
168.0, 12.0, 0.0, 0.00219680
168.0, 24.0, 0.0, 0.00275774
168.0, 36.0, 0.0, 0.00303310
168.0, 48.0, 0.0, 0.00316539
168.0, 60.0, 0.0, 0.00224775
168.0, 72.0, 0.0, 0.00166195
168.0, 84.0, 0.0, 0.00133748
168.0, 96.0, 0.0, 0.00141344
168.0, 108.0, 0.0, 0.00166109
168.0, 120.0, 0.0, 0.00199913
168.0, 132.0, 0.0, 0.00251893
168.0, 144.0, 0.0, 0.00287318
168.0, 156.0, 0.0, 0.00295007
168.0, 168.0, 0.0, 0.00287310
168.0, 180.0, 0.0, 0.00266098
168.0, 192.0, 0.0, 0.00236096
168.0, 204.0, 0.0, 0.00230667
168.0, 216.0, 0.0, 0.00211010
168.0, 228.0, 0.0, 0.00185427
168.0, 240.0, 0.0, 0.00196666
168.0, 252.0, 0.0, 0.00233720
168.0, 264.0, 0.0, 0.00277945
180.0, 0.0, 0.0, 0.00186375
180.0, 12.0, 0.0, 0.00202886
180.0, 24.0, 0.0, 0.00209483
180.0, 36.0, 0.0, 0.00273264
180.0, 48.0, 0.0, 0.00279489
180.0, 60.0, 0.0, 0.00235341
180.0, 72.0, 0.0, 0.00177888
180.0, 84.0, 0.0, 0.00164676
180.0, 96.0, 0.0, 0.00161228
180.0, 108.0, 0.0, 0.00153615
180.0, 120.0, 0.0, 0.00186488
180.0, 132.0, 0.0, 0.00230346
180.0, 144.0, 0.0, 0.00222756
180.0, 156.0, 0.0, 0.00252186
180.0, 168.0, 0.0, 0.00237193
180.0, 180.0, 0.0, 0.00262897
180.0, 192.0, 0.0, 0.00271544
180.0, 204.0, 0.0, 0.00231722
180.0, 216.0, 0.0, 0.00210023
180.0, 228.0, 0.0, 0.00171525
180.0, 240.0, 0.0, 0.00152105
180.0, 252.0, 0.0, 0.00196692
180.0, 264.0, 0.0, 0.00244307
192.0, 0.0, 0.0, 0.00136825
192.0, 12.0, 0.0, 0.00141691
192.0, 24.0, 0.0, 0.00162194
192.0, 36.0, 0.0, 0.00199398
192.0, 48.0, 0.0, 0.00209362
192.0, 60.0, 0.0, 0.00233987
192.0, 72.0, 0.0, 0.00206916
192.0, 84.0, 0.0, 0.00178316
192.0, 96.0, 0.0, 0.00160473
192.0, 108.0, 0.0, 0.00168090
192.0, 120.0, 0.0, 0.00177494
192.0, 132.0, 0.0, 0.00181019
192.0, 144.0, 0.0, 0.00167374
192.0, 156.0, 0.0, 0.00188512
192.0, 168.0, 0.0, 0.00208473
192.0, 180.0, 0.0, 0.00195849
192.0, 192.0, 0.0, 0.00187087
192.0, 204.0, 0.0, 0.00189349
192.0, 216.0, 0.0, 0.00185557
192.0, 228.0, 0.0, 0.00160809
192.0, 240.0, 0.0, 0.00139741
192.0, 252.0, 0.0, 0.00147222
192.0, 264.0, 0.0, 0.00238369
204.0, 0.0, 0.0, 0.00130630
204.0, 12.0, 0.0, 0.00138626
204.0, 24.0, 0.0, 0.00189090
204.0, 36.0, 0.0, 0.00191527
204.0, 48.0, 0.0, 0.00237395
204.0, 60.0, 0.0, 0.00245616
204.0, 72.0, 0.0, 0.00222875
