S3D
I=80,J=90,K=15
0.0, 0.0, 0.0, 0.00474374
0.0, 3.0, 0.0, 0.00459556
0.0, 6.0, 0.0, 0.00462631
0.0, 9.0, 0.0, 0.00437544
0.0, 12.0, 0.0, 0.00437796
0.0, 15.0, 0.0, 0.00419791
0.0, 18.0, 0.0, 0.00441596
0.0, 21.0, 0.0, 0.00432022
0.0, 24.0, 0.0, 0.00548676
0.0, 27.0, 0.0, 0.00930587
0.0, 30.0, 0.0, 0.01212665
0.0, 33.0, 0.0, 0.01320967
0.0, 36.0, 0.0, 0.01448395
0.0, 39.0, 0.0, 0.01530834
0.0, 42.0, 0.0, 0.01514893
0.0, 45.0, 0.0, 0.01462187
0.0, 48.0, 0.0, 0.01462570
0.0, 51.0, 0.0, 0.01556237
0.0, 54.0, 0.0, 0.01581020
0.0, 57.0, 0.0, 0.01583185
0.0, 60.0, 0.0, 0.01571931
0.0, 63.0, 0.0, 0.01573586
0.0, 66.0, 0.0, 0.01577126
0.0, 69.0, 0.0, 0.01582712
0.0, 72.0, 0.0, 0.01586821
0.0, 75.0, 0.0, 0.01589864
0.0, 78.0, 0.0, 0.01589016
0.0, 81.0, 0.0, 0.01584975
0.0, 84.0, 0.0, 0.01575444
0.0, 87.0, 0.0, 0.01559732
0.0, 90.0, 0.0, 0.01538015
0.0, 93.0, 0.0, 0.01520204
0.0, 96.0, 0.0, 0.01518297
0.0, 99.0, 0.0, 0.01530410
0.0, 102.0, 0.0, 0.01548830
0.0, 105.0, 0.0, 0.01559005
0.0, 108.0, 0.0, 0.01560503
0.0, 111.0, 0.0, 0.01566743
0.0, 114.0, 0.0, 0.01568799
0.0, 117.0, 0.0, 0.01566817
0.0, 120.0, 0.0, 0.01571238
0.0, 123.0, 0.0, 0.01570972
0.0, 126.0, 0.0, 0.01567924
0.0, 129.0, 0.0, 0.01575304
0.0, 132.0, 0.0, 0.01540922
0.0, 135.0, 0.0, 0.01547045
0.0, 138.0, 0.0, 0.01592381
0.0, 141.0, 0.0, 0.01625809
0.0, 144.0, 0.0, 0.01632733
0.0, 147.0, 0.0, 0.01614429
0.0, 150.0, 0.0, 0.01597160
0.0, 153.0, 0.0, 0.01589624
0.0, 156.0, 0.0, 0.01590221
0.0, 159.0, 0.0, 0.01574499
0.0, 162.0, 0.0, 0.01570008
0.0, 165.0, 0.0, 0.01557420
0.0, 168.0, 0.0, 0.01505409
0.0, 171.0, 0.0, 0.01494884
0.0, 174.0, 0.0, 0.01515603
0.0, 177.0, 0.0, 0.01532792
0.0, 180.0, 0.0, 0.01559628
0.0, 183.0, 0.0, 0.01573092
0.0, 186.0, 0.0, 0.01560527
0.0, 189.0, 0.0, 0.01522161
0.0, 192.0, 0.0, 0.01489055
0.0, 195.0, 0.0, 0.01483778
0.0, 198.0, 0.0, 0.01482724
0.0, 201.0, 0.0, 0.01496624
0.0, 204.0, 0.0, 0.01207869
0.0, 207.0, 0.0, 0.01346774
0.0, 210.0, 0.0, 0.01398411
0.0, 213.0, 0.0, 0.01408182
0.0, 216.0, 0.0, 0.01446080
0.0, 219.0, 0.0, 0.01497644
0.0, 222.0, 0.0, 0.01531397
0.0, 225.0, 0.0, 0.01550993
0.0, 228.0, 0.0, 0.01562391
0.0, 231.0, 0.0, 0.01555752
0.0, 234.0, 0.0, 0.01556226
0.0, 237.0, 0.0, 0.01557419
0.0, 240.0, 0.0, 0.01560289
0.0, 243.0, 0.0, 0.01559629
0.0, 246.0, 0.0, 0.01555133
0.0, 249.0, 0.0, 0.01542578
0.0, 252.0, 0.0, 0.01514756
0.0, 255.0, 0.0, 0.01515794
0.0, 258.0, 0.0, 0.01562812
0.0, 261.0, 0.0, 0.01585040
0.0, 264.0, 0.0, 0.01600780
0.0, 267.0, 0.0, 0.01610225
3.0, 0.0, 0.0, 0.00446233
3.0, 3.0, 0.0, 0.00448430
3.0, 6.0, 0.0, 0.00448646
3.0, 9.0, 0.0, 0.00440612
3.0, 12.0, 0.0, 0.00430750
3.0, 15.0, 0.0, 0.00419354
3.0, 18.0, 0.0, 0.00414844
3.0, 21.0, 0.0, 0.00437213
3.0, 24.0, 0.0, 0.00522990
3.0, 27.0, 0.0, 0.00900034
3.0, 30.0, 0.0, 0.01212354
3.0, 33.0, 0.0, 0.01298154
3.0, 36.0, 0.0, 0.01482945
3.0, 39.0, 0.0, 0.01544248
3.0, 42.0, 0.0, 0.01517247
3.0, 45.0, 0.0, 0.01472561
3.0, 48.0, 0.0, 0.01543575
3.0, 51.0, 0.0, 0.01582608
3.0, 54.0, 0.0, 0.01593162
3.0, 57.0, 0.0, 0.01582698
3.0, 60.0, 0.0, 0.01575761
3.0, 63.0, 0.0, 0.01575796
3.0, 66.0, 0.0, 0.01578595
3.0, 69.0, 0.0, 0.01585299
3.0, 72.0, 0.0, 0.01590953
3.0, 75.0, 0.0, 0.01592285
3.0, 78.0, 0.0, 0.01587476
3.0, 81.0, 0.0, 0.01579800
3.0, 84.0, 0.0, 0.01569035
3.0, 87.0, 0.0, 0.01552175
3.0, 90.0, 0.0, 0.01534969
3.0, 93.0, 0.0, 0.01526716
3.0, 96.0, 0.0, 0.01526770
3.0, 99.0, 0.0, 0.01535772
3.0, 102.0, 0.0, 0.01549528
3.0, 105.0, 0.0, 0.01557865
3.0, 108.0, 0.0, 0.01563832
3.0, 111.0, 0.0, 0.01569563
3.0, 114.0, 0.0, 0.01577010
3.0, 117.0, 0.0, 0.01583380
3.0, 120.0, 0.0, 0.01587786
3.0, 123.0, 0.0, 0.01580237
3.0, 126.0, 0.0, 0.01591559
3.0, 129.0, 0.0, 0.01578279
3.0, 132.0, 0.0, 0.01540239
3.0, 135.0, 0.0, 0.01544501
3.0, 138.0, 0.0, 0.01537398
3.0, 141.0, 0.0, 0.01567478
3.0, 144.0, 0.0, 0.01574546
3.0, 147.0, 0.0, 0.01555745
3.0, 150.0, 0.0, 0.01552721
3.0, 153.0, 0.0, 0.01556799
3.0, 156.0, 0.0, 0.01563214
3.0, 159.0, 0.0, 0.01566470
3.0, 162.0, 0.0, 0.01616815
3.0, 165.0, 0.0, 0.01600062
3.0, 168.0, 0.0, 0.01500183
3.0, 171.0, 0.0, 0.01421814
3.0, 174.0, 0.0, 0.01441049
3.0, 177.0, 0.0, 0.01464611
3.0, 180.0, 0.0, 0.01535922
3.0, 183.0, 0.0, 0.01534014
3.0, 186.0, 0.0, 0.01473964
3.0, 189.0, 0.0, 0.01436908
3.0, 192.0, 0.0, 0.01425075
3.0, 195.0, 0.0, 0.01402588
3.0, 198.0, 0.0, 0.01399978
3.0, 201.0, 0.0, 0.01379404
3.0, 204.0, 0.0, 0.01338034
3.0, 207.0, 0.0, 0.01365286
3.0, 210.0, 0.0, 0.01425015
3.0, 213.0, 0.0, 0.01451059
3.0, 216.0, 0.0, 0.01494784
3.0, 219.0, 0.0, 0.01525762
3.0, 222.0, 0.0, 0.01512259
3.0, 225.0, 0.0, 0.01530505
3.0, 228.0, 0.0, 0.01508172
3.0, 231.0, 0.0, 0.01486177
3.0, 234.0, 0.0, 0.01475486
3.0, 237.0, 0.0, 0.01469177
3.0, 240.0, 0.0, 0.01460776
3.0, 243.0, 0.0, 0.01459502
3.0, 246.0, 0.0, 0.01459439
3.0, 249.0, 0.0, 0.01461472
3.0, 252.0, 0.0, 0.01463533
3.0, 255.0, 0.0, 0.01486000
3.0, 258.0, 0.0, 0.01534342
3.0, 261.0, 0.0, 0.01546470
3.0, 264.0, 0.0, 0.01560877
3.0, 267.0, 0.0, 0.01573048
6.0, 0.0, 0.0, 0.00467893
6.0, 3.0, 0.0, 0.00450096
6.0, 6.0, 0.0, 0.00457947
6.0, 9.0, 0.0, 0.00453440
6.0, 12.0, 0.0, 0.00443592
6.0, 15.0, 0.0, 0.00426592
6.0, 18.0, 0.0, 0.00414288
6.0, 21.0, 0.0, 0.00394231
6.0, 24.0, 0.0, 0.00507657
6.0, 27.0, 0.0, 0.01137352
6.0, 30.0, 0.0, 0.01244890
6.0, 33.0, 0.0, 0.01259614
6.0, 36.0, 0.0, 0.01460381
6.0, 39.0, 0.0, 0.01542328
6.0, 42.0, 0.0, 0.01548254
6.0, 45.0, 0.0, 0.01552367
6.0, 48.0, 0.0, 0.01594898
6.0, 51.0, 0.0, 0.01596639
6.0, 54.0, 0.0, 0.01595291
6.0, 57.0, 0.0, 0.01588641
6.0, 60.0, 0.0, 0.01586403
6.0, 63.0, 0.0, 0.01585143
6.0, 66.0, 0.0, 0.01588906
6.0, 69.0, 0.0, 0.01587623
6.0, 72.0, 0.0, 0.01580928
6.0, 75.0, 0.0, 0.01576189
6.0, 78.0, 0.0, 0.01577462
6.0, 81.0, 0.0, 0.01561595
6.0, 84.0, 0.0, 0.01539788
6.0, 87.0, 0.0, 0.01527234
6.0, 90.0, 0.0, 0.01517597
6.0, 93.0, 0.0, 0.01518411
6.0, 96.0, 0.0, 0.01527460
6.0, 99.0, 0.0, 0.01540674
6.0, 102.0, 0.0, 0.01553202
6.0, 105.0, 0.0, 0.01564376
6.0, 108.0, 0.0, 0.01564639
